picking_id,order_id,picker_id,store_id,product_id,aisle_id,pick_start_time,pick_end_time,quantity_picked,distance_travelled_m
7005482,5001358,2038,103,10347,A10,2026-05-25 14:08:18,2026-05-25 14:09:02.524919303,1,79.5
7005483,5001358,2010,103,10086,A02,2026-05-25 14:07:30,2026-05-25 14:07:53.297739454,1,33.46
7005484,5001359,2024,103,10120,A08,2026-01-04 21:05:18,2026-01-04 21:05:32.193887568,1,11.98
7005485,5001359,2032,103,10047,A05,2026-01-04 21:05:49,2026-01-04 21:06:20.365681573,1,50.32
7005486,5001359,2018,103,10050,A02,2026-01-04 21:07:28,2026-01-04 21:07:52.919485843,1,45.54
7005487,5001359,2026,103,10039,A07,2026-01-04 21:06:28,2026-01-04 21:06:49.200291617,2,15.74
7005488,5001360,2039,105,10003,A03,2026-06-23 11:07:09,2026-06-23 11:07:23.716200355,1,14.22
7005489,5001360,2024,105,10004,A10,2026-06-23 11:07:43,2026-06-23 11:08:07.377124583,2,27.54
7005490,5001360,2014,105,10010,A04,2026-06-23 11:05:03,2026-06-23 11:05:36.757766421,3,41.62
7005491,5001360,2018,105,10209,A03,2026-06-23 11:06:08,2026-06-23 11:06:39.596650200,1,69.58
7005492,5001360,2032,105,10046,A02,2026-06-23 11:07:30,2026-06-23 11:07:47.982097385,1,26.62
7005493,5001360,2005,105,10050,A02,2026-06-23 11:08:34,2026-06-23 11:08:57.030820059,1,34.08
7005494,5001360,2013,105,10126,A02,2026-06-23 11:05:27,2026-06-23 11:05:44.881534033,2,20.44
7005495,5001360,2006,105,10003,A03,2026-06-23 11:07:28,2026-06-23 11:07:51.258846984,3,14.22
7005496,5001361,2017,109,10167,A10,2026-04-28 14:05:36,2026-04-28 14:06:00.636591829,1,43.54
7005497,5001361,2032,109,10231,A01,2026-04-28 14:05:23,2026-04-28 14:05:43.437543218,2,22.72
7005498,5001361,2029,109,10043,A07,2026-04-28 14:08:28,2026-04-28 14:08:52.661853751,3,22.92
7005499,5001361,2024,109,10171,A07,2026-04-28 14:06:25,2026-04-28 14:07:02.564921959,1,66.4
7005500,5001361,2025,109,10058,A04,2026-04-28 14:06:53,2026-04-28 14:07:30.461822855,1,60.96
7005501,5001361,2029,109,10048,A04,2026-04-28 14:07:31,2026-04-28 14:07:54.626026961,1,41.46
7005502,5001362,2003,110,10001,A09,2026-06-08 22:08:47,2026-06-08 22:09:03.750545825,1,13.7
7005503,5001362,2011,110,10473,A02,2026-06-08 22:07:11,2026-06-08 22:07:38.472551483,2,36.44
7005504,5001363,2004,104,10068,A09,2026-06-18 23:07:07,2026-06-18 23:07:32.505980848,1,40.32
7005505,5001364,2031,104,10329,A08,2026-01-28 18:06:40,2026-01-28 18:06:58.046145049,1,23.16
7005506,5001364,2021,104,10046,A04,2026-01-28 18:06:48,2026-01-28 18:07:12.028822302,1,44.1
7005507,5001364,2009,104,10021,A08,2026-01-28 18:06:13,2026-01-28 18:06:36.531413114,2,24.14
7005508,5001364,2026,104,10217,A09,2026-01-28 18:07:29,2026-01-28 18:07:45.009599275,2,18.52
7005509,5001364,2018,104,10227,A08,2026-01-28 18:07:56,2026-01-28 18:08:15.721810901,1,35.6
7005510,5001365,2033,102,10359,A10,2026-01-17 18:06:58,2026-01-17 18:07:21.260823768,1,56.54
7005511,5001365,2015,102,10222,A04,2026-01-17 18:07:17,2026-01-17 18:07:48.577037316,2,50.78
7005512,5001365,2019,102,10175,A12,2026-01-17 18:08:02,2026-01-17 18:08:20.750398923,1,32.44
7005513,5001366,2020,106,10001,A06,2026-05-21 17:04:36,2026-05-21 17:05:09.768106147,1,62.5
7005514,5001366,2028,106,10009,A09,2026-05-21 17:04:50,2026-05-21 17:05:11.981683488,1,36.2
7005515,5001367,2033,103,10103,A07,2026-02-04 11:06:51,2026-02-04 11:07:04.426996366,1,9.66
7005516,5001367,2005,103,10103,A07,2026-02-04 11:06:37,2026-02-04 11:06:51.518310438,1,9.66
7005517,5001367,2005,103,10144,A08,2026-02-04 11:06:47,2026-02-04 11:07:15.159324175,3,27.96
7005518,5001367,2016,103,10133,A08,2026-02-04 11:06:50,2026-02-04 11:07:06.987133899,1,26.28
7005519,5001368,2008,109,10005,A05,2026-01-27 22:05:40,2026-01-27 22:06:08.716495908,1,49.76
7005520,5001368,2006,109,10421,A07,2026-01-27 22:04:40,2026-01-27 22:05:20.843295271,1,81.94
7005521,5001368,2024,109,10057,A12,2026-01-27 22:04:00,2026-01-27 22:04:33.766630961,1,62.68
7005522,5001368,2017,109,10198,A04,2026-01-27 22:04:40,2026-01-27 22:05:04.948058711,1,40.82
7005523,5001368,2023,109,10205,A08,2026-01-27 22:06:14,2026-01-27 22:06:33.840076774,2,14.96
7005524,5001369,2021,106,10014,A05,2026-03-26 07:06:23,2026-03-26 07:06:51.460513120,1,41.64
7005525,5001369,2021,106,10047,A06,2026-03-26 07:07:26,2026-03-26 07:07:56.536959593,1,45.5
7005526,5001369,2014,106,10002,A06,2026-03-26 07:07:15,2026-03-26 07:07:34.630841185,1,17.9
7005527,5001370,2030,103,10001,A03,2026-06-15 07:07:49,2026-06-15 07:08:08.753323432,2,23.76
7005528,5001370,2022,103,10008,A09,2026-06-15 07:08:13,2026-06-15 07:08:42.591086827,1,26.5
7005529,5001370,2026,103,10006,A08,2026-06-15 07:07:34,2026-06-15 07:07:57.446184362,1,48.18
7005530,5001370,2034,103,10186,A06,2026-06-15 07:08:53,2026-06-15 07:09:38.445531840,3,76.02
7005531,5001370,2004,103,10071,A04,2026-06-15 07:05:08,2026-06-15 07:05:24.597873901,1,16.18
7005532,5001371,2001,110,10041,A04,2026-05-25 17:05:29,2026-05-25 17:06:00.743108392,1,50.46
7005533,5001371,2012,110,10009,A02,2026-05-25 17:06:55,2026-05-25 17:07:20.415691324,1,51.72
7005534,5001371,2040,110,10043,A01,2026-05-25 17:06:19,2026-05-25 17:06:44.487948477,1,27.58
7005535,5001371,2036,110,10258,A02,2026-05-25 17:06:21,2026-05-25 17:06:43.528388740,1,35.76
7005536,5001372,2039,109,10387,A12,2026-04-04 21:05:35,2026-04-04 21:06:06.696672088,1,60.12
7005537,5001372,2011,109,10041,A01,2026-04-04 21:05:22,2026-04-04 21:05:49.997373455,1,42.2
7005538,5001372,2037,109,10184,A06,2026-04-04 21:08:29,2026-04-04 21:09:06.252770147,1,79.96
7005539,5001372,2035,109,10300,A06,2026-04-04 21:07:53,2026-04-04 21:08:15.824386224,1,37.0
7005540,5001372,2022,109,10043,A07,2026-04-04 21:06:27,2026-04-04 21:06:46.002621865,1,22.92
7005541,5001373,2012,104,10023,A05,2026-02-05 20:05:18,2026-02-05 20:05:55.383955863,2,59.04
7005542,5001373,2012,104,10037,A04,2026-02-05 20:04:37,2026-02-05 20:04:56.880084074,2,23.3
7005543,5001373,2013,104,10048,A11,2026-02-05 20:07:49,2026-02-05 20:08:23.318076326,1,52.18
7005544,5001373,2025,104,10190,A10,2026-02-05 20:05:51,2026-02-05 20:06:24.041478851,1,54.84
7005545,5001373,2038,104,10022,A08,2026-02-05 20:06:15,2026-02-05 20:06:51.696646121,3,56.46
7005546,5001373,2007,104,10008,A10,2026-02-05 20:05:40,2026-02-05 20:06:04.148427111,1,34.7
7005547,5001373,2002,104,10100,A09,2026-02-05 20:06:32,2026-02-05 20:07:09.598568176,1,73.6
7005548,5001374,2033,102,10001,A01,2026-03-02 18:05:23,2026-03-02 18:05:47.122806241,2,33.92
7005549,5001374,2037,102,10068,A09,2026-03-02 18:05:35,2026-03-02 18:05:53.385434761,1,12.74
7005550,5001374,2015,102,10178,A06,2026-03-02 18:06:21,2026-03-02 18:06:44.406764315,3,10.64
7005551,5001374,2005,102,10019,A12,2026-03-02 18:05:26,2026-03-02 18:05:49.012180097,1,32.12
7005552,5001374,2009,102,10001,A01,2026-03-02 18:05:20,2026-03-02 18:05:48.402182810,3,33.92
7005553,5001375,2013,103,10344,A01,2026-05-05 13:05:41,2026-05-05 13:06:15.962969274,1,65.04
7005554,5001375,2022,103,10036,A01,2026-05-05 13:05:40,2026-05-05 13:06:01.703724073,2,30.0
7005555,5001375,2021,103,10030,A12,2026-05-05 13:06:26,2026-05-05 13:06:49.470374366,1,33.8
7005556,5001375,2007,103,10177,A05,2026-05-05 13:05:17,2026-05-05 13:05:52.216048441,2,53.44
7005557,5001375,2038,103,10009,A09,2026-05-05 13:05:54,2026-05-05 13:06:19.739245907,2,29.28
7005558,5001375,2028,103,10167,A07,2026-05-05 13:07:32,2026-05-05 13:07:56.284891748,1,48.72
7005559,5001376,2013,104,10121,A08,2026-01-29 13:09:04,2026-01-29 13:09:27.854111246,1,30.96
7005560,5001376,2036,104,10013,A06,2026-01-29 13:09:31,2026-01-29 13:09:50.450060405,1,33.88
7005561,5001377,2018,105,10036,A02,2026-04-05 14:05:47,2026-04-05 14:06:13.838340772,2,22.82
7005562,5001377,2023,105,10372,A03,2026-04-05 14:05:08,2026-04-05 14:05:31.796511314,1,35.74
7005563,5001377,2002,105,10178,A03,2026-04-05 14:07:37,2026-04-05 14:08:07.183379170,1,57.16
7005564,5001378,2029,109,10003,A10,2026-01-03 11:07:06,2026-01-03 11:07:30.943855224,1,42.12
7005565,5001378,2039,109,10004,A03,2026-01-03 11:09:58,2026-01-03 11:10:25.924010629,1,44.1
7005566,5001378,2032,109,10133,A01,2026-01-03 11:07:07,2026-01-03 11:07:40.671928980,1,61.0
7005567,5001378,2006,109,10026,A07,2026-01-03 11:09:34,2026-01-03 11:09:44.990235828,1,17.38
7005568,5001378,2030,109,10053,A01,2026-01-03 11:09:11,2026-01-03 11:09:49.938722404,2,57.42
7005569,5001379,2008,110,10464,A09,2026-02-28 14:04:36,2026-02-28 14:05:11.744056805,1,65.36
7005570,5001380,2004,108,10142,A10,2026-02-14 08:04:52,2026-02-14 08:05:31.154410055,1,82.96
7005571,5001380,2039,108,10015,A09,2026-02-14 08:07:29,2026-02-14 08:07:44.767028487,1,30.1
7005572,5001380,2036,108,10169,A08,2026-02-14 08:07:48,2026-02-14 08:08:30.716260873,2,67.5
7005573,5001380,2016,108,10491,A01,2026-02-14 08:06:22,2026-02-14 08:06:38.831443819,2,9.38
7005574,5001380,2023,108,10170,A07,2026-02-14 08:04:21,2026-02-14 08:04:34.905590510,1,8.74
7005575,5001380,2013,108,10125,A07,2026-02-14 08:04:48,2026-02-14 08:05:10.098418271,2,29.24
7005576,5001381,2033,109,10005,A05,2026-05-04 12:05:50,2026-05-04 12:06:15.701732357,1,49.76
7005577,5001381,2032,109,10006,A01,2026-05-04 12:05:36,2026-05-04 12:06:04.480540690,1,42.92
7005578,5001381,2022,109,10462,A08,2026-05-04 12:08:33,2026-05-04 12:09:15.523716584,1,83.42
7005579,5001381,2025,109,10001,A06,2026-05-04 12:07:19,2026-05-04 12:07:46.119579114,3,31.38
7005580,5001381,2013,109,10008,A07,2026-05-04 12:06:31,2026-05-04 12:07:04.306367042,2,47.2
7005581,5001381,2022,109,10163,A08,2026-05-04 12:07:50,2026-05-04 12:08:31.757399699,2,77.58
7005582,5001381,2001,109,10003,A10,2026-05-04 12:05:52,2026-05-04 12:06:17.579643784,2,42.12
7005583,5001382,2005,102,10007,A12,2026-06-15 22:05:44,2026-06-15 22:05:56.909382462,1,16.84
7005584,5001382,2021,102,10008,A08,2026-06-15 22:05:36,2026-06-15 22:05:57.316050277,1,36.28
7005585,5001382,2035,102,10231,A08,2026-06-15 22:07:50,2026-06-15 22:08:15.608799971,1,43.76
7005586,5001382,2020,102,10329,A10,2026-06-15 22:08:49,2026-06-15 22:09:05.876755691,1,16.64
7005587,5001383,2023,102,10013,A10,2026-01-27 19:07:45,2026-01-27 19:08:00.682836042,1,17.0
7005588,5001383,2036,102,10377,A10,2026-01-27 19:06:26,2026-01-27 19:06:55.561462764,1,41.84
7005589,5001383,2036,102,10005,A05,2026-01-27 19:05:26,2026-01-27 19:05:51.732105354,1,41.94
7005590,5001383,2032,102,10019,A12,2026-01-27 19:06:26,2026-01-27 19:06:50.167532728,1,32.12
7005591,5001384,2011,110,10007,A01,2026-05-25 09:06:34,2026-05-25 09:06:53.689315811,1,26.54
7005592,5001384,2040,110,10008,A09,2026-05-25 09:04:42,2026-05-25 09:05:11.078577949,1,48.42
7005593,5001384,2006,110,10182,A12,2026-05-25 09:07:05,2026-05-25 09:07:35.990795227,1,53.42
7005594,5001384,2037,110,10011,A10,2026-05-25 09:05:41,2026-05-25 09:06:14.924215515,1,63.38
7005595,5001385,2011,107,10054,A02,2026-04-29 11:07:40,2026-04-29 11:08:10.847052739,1,48.86
7005596,5001385,2034,107,10331,A10,2026-04-29 11:04:04,2026-04-29 11:04:28.001159398,1,48.64
7005597,5001385,2030,107,10002,A06,2026-04-29 11:06:48,2026-04-29 11:07:10.133405944,2,24.22
7005598,5001385,2032,107,10101,A10,2026-04-29 11:06:06,2026-04-29 11:06:39.018025412,1,64.68
7005599,5001385,2037,107,10122,A11,2026-04-29 11:07:32,2026-04-29 11:08:01.873027017,1,55.6
7005600,5001385,2025,107,10022,A06,2026-04-29 11:06:31,2026-04-29 11:06:58.820874762,1,50.28
7005601,5001386,2038,103,10251,A02,2026-06-25 11:08:43,2026-06-25 11:09:12.822457922,1,58.12
7005602,5001386,2035,103,10417,A07,2026-06-25 11:05:06,2026-06-25 11:05:26.597817944,1,35.48
7005603,5001386,2032,103,10032,A08,2026-06-25 11:05:23,2026-06-25 11:05:39.637726664,1,28.14
7005604,5001386,2012,103,10295,A03,2026-06-25 11:05:09,2026-06-25 11:05:44.715271310,1,73.06
7005605,5001386,2040,103,10017,A12,2026-06-25 11:07:53,2026-06-25 11:08:26.570333431,1,55.82
7005606,5001386,2014,103,10016,A09,2026-06-25 11:08:19,2026-06-25 11:08:48.361673784,1,49.68
7005607,5001386,2013,103,10094,A08,2026-06-25 11:08:04,2026-06-25 11:08:30.456335721,1,35.76
7005608,5001387,2008,108,10009,A11,2026-06-14 11:04:21,2026-06-14 11:04:48.148201137,1,49.34
7005609,5001387,2022,108,10010,A07,2026-06-14 11:04:29,2026-06-14 11:04:54.885790251,2,26.96
7005610,5001387,2039,108,10058,A03,2026-06-14 11:05:12,2026-06-14 11:05:38.792574072,1,40.88
7005611,5001387,2009,108,10099,A10,2026-06-14 11:07:16,2026-06-14 11:07:53.657461641,3,59.32
7005612,5001388,2033,102,10032,A08,2026-01-19 18:08:17,2026-01-19 18:08:48.169811753,1,50.36
7005613,5001388,2004,102,10014,A01,2026-01-19 18:08:39,2026-01-19 18:09:04.558045125,3,22.48
7005614,5001388,2022,102,10179,A10,2026-01-19 18:08:25,2026-01-19 18:08:48.938667527,1,36.7
7005615,5001388,2024,102,10003,A09,2026-01-19 18:06:23,2026-01-19 18:06:47.285849415,2,26.08
7005616,5001389,2038,108,10316,A07,2026-05-15 22:07:38,2026-05-15 22:08:10.005146559,2,48.88
7005617,5001389,2035,108,10380,A09,2026-05-15 22:08:11,2026-05-15 22:08:36.473230825,1,52.56
7005618,5001389,2033,108,10083,A06,2026-05-15 22:08:35,2026-05-15 22:08:53.611118729,1,22.06
7005619,5001390,2029,109,10003,A10,2026-04-18 19:08:46,2026-04-18 19:09:11.900386949,1,42.12
7005620,5001390,2036,109,10030,A08,2026-04-18 19:07:37,2026-04-18 19:07:57.780754369,3,11.4
7005621,5001390,2004,109,10003,A10,2026-04-18 19:07:45,2026-04-18 19:08:13.154915979,1,42.12
7005622,5001390,2020,109,10015,A02,2026-04-18 19:08:02,2026-04-18 19:08:24.619181798,2,18.2
7005623,5001391,2020,105,10143,A03,2026-01-21 15:07:45,2026-01-21 15:08:26.955837572,1,83.76
7005624,5001391,2023,105,10001,A06,2026-01-21 15:08:45,2026-01-21 15:09:07.065955954,1,30.34
7005625,5001391,2039,105,10018,A09,2026-01-21 15:08:42,2026-01-21 15:09:03.370466995,1,21.16
7005626,5001391,2026,105,10118,A09,2026-01-21 15:08:56,2026-01-21 15:09:36.038566815,1,77.84
7005627,5001392,2032,107,10275,A09,2026-02-16 09:07:07,2026-02-16 09:07:38.458322751,1,48.12
7005628,5001392,2036,107,10168,A03,2026-02-16 09:08:38,2026-02-16 09:08:56.676193697,2,11.9
7005629,5001393,2006,108,10121,A12,2026-06-17 09:07:42,2026-06-17 09:07:52.035082007,1,8.64
7005630,5001393,2016,108,10010,A07,2026-06-17 09:09:05,2026-06-17 09:09:25.767833588,1,26.96
7005631,5001393,2024,108,10237,A02,2026-06-17 09:08:42,2026-06-17 09:09:24.669758653,3,74.36
7005632,5001394,2013,109,10003,A10,2026-04-09 20:05:58,2026-04-09 20:06:28.580201286,2,42.12
7005633,5001394,2017,109,10004,A03,2026-04-09 20:06:14,2026-04-09 20:06:40.492773647,1,44.1
7005634,5001395,2029,106,10036,A10,2026-03-03 18:04:52,2026-03-03 18:05:14.704194358,2,41.38
7005635,5001395,2036,106,10056,A04,2026-03-03 18:05:31,2026-03-03 18:06:02.879628438,1,55.7
7005636,5001395,2017,106,10355,A04,2026-03-03 18:07:20,2026-03-03 18:07:58.211105343,1,73.18
7005637,5001395,2007,106,10009,A09,2026-03-03 18:06:36,2026-03-03 18:06:59.422331816,1,36.2
7005638,5001395,2035,106,10119,A07,2026-03-03 18:05:48,2026-03-03 18:06:08.914444388,2,11.2
7005639,5001396,2026,103,10005,A08,2026-02-28 15:04:45,2026-02-28 15:05:01.029172055,1,16.18
7005640,5001396,2026,103,10006,A08,2026-02-28 15:07:38,2026-02-28 15:08:04.956679016,1,48.18
7005641,5001396,2005,103,10044,A06,2026-02-28 15:07:27,2026-02-28 15:07:58.673097702,2,46.56
7005642,5001396,2036,103,10026,A09,2026-02-28 15:06:28,2026-02-28 15:07:01.693909567,2,63.96
7005643,5001397,2026,103,10214,A06,2026-06-01 16:05:17,2026-06-01 16:05:56.907774853,1,83.6
7005644,5001397,2019,103,10122,A09,2026-06-01 16:05:41,2026-06-01 16:06:21.053047377,1,77.48
7005645,5001397,2030,103,10067,A02,2026-06-01 16:06:54,2026-06-01 16:07:34.707708554,2,81.58
7005646,5001397,2003,103,10308,A10,2026-06-01 16:07:15,2026-06-01 16:07:45.990085935,1,53.38
7005647,5001398,2002,104,10007,A08,2026-02-21 21:05:41,2026-02-21 21:06:03.282107807,2,36.18
7005648,5001398,2017,104,10008,A10,2026-02-21 21:07:44,2026-02-21 21:08:10.275358673,1,34.7
7005649,5001398,2037,104,10240,A09,2026-02-21 21:07:38,2026-02-21 21:08:12.218040993,2,64.52
7005650,5001399,2035,101,10029,A03,2026-01-29 20:05:48,2026-01-29 20:06:14.201794349,1,48.44
7005651,5001399,2040,101,10045,A03,2026-01-29 20:06:20,2026-01-29 20:06:42.540383092,1,36.86
7005652,5001399,2023,101,10093,A06,2026-01-29 20:07:25,2026-01-29 20:07:57.695696671,1,54.34
7005653,5001400,2020,107,10475,A12,2026-04-14 08:04:34,2026-04-14 08:05:09.898482268,1,75.96
7005654,5001400,2005,107,10033,A06,2026-04-14 08:05:54,2026-04-14 08:06:27.098154739,2,51.94
7005655,5001400,2034,107,10135,A12,2026-04-14 08:04:53,2026-04-14 08:05:27.054938917,3,47.5
7005656,5001400,2036,107,10378,A06,2026-04-14 08:06:18,2026-04-14 08:06:40.817437543,2,22.18
7005657,5001400,2022,107,10021,A08,2026-04-14 08:07:06,2026-04-14 08:07:35.905204409,1,48.82
7005658,5001401,2037,104,10245,A01,2026-06-29 13:07:17,2026-06-29 13:07:35.060642645,1,19.18
7005659,5001401,2030,104,10201,A01,2026-06-29 13:04:54,2026-06-29 13:05:25.401297773,1,49.92
7005660,5001401,2036,104,10233,A01,2026-06-29 13:06:11,2026-06-29 13:06:29.449339336,1,27.48
7005661,5001401,2018,104,10266,A01,2026-06-29 13:04:17,2026-06-29 13:04:57.309723138,1,78.0
7005662,5001402,2031,108,10055,A12,2026-02-03 07:08:10,2026-02-03 07:08:33.012920285,1,32.3
7005663,5001402,2011,108,10007,A09,2026-02-03 07:05:47,2026-02-03 07:06:05.634024790,1,11.32
7005664,5001402,2005,108,10079,A08,2026-02-03 07:07:02,2026-02-03 07:07:18.036782171,1,21.28
7005665,5001402,2029,108,10010,A07,2026-02-03 07:08:37,2026-02-03 07:08:59.068476779,1,26.96
7005666,5001402,2040,108,10008,A08,2026-02-03 07:07:14,2026-02-03 07:07:32.676609818,2,19.74
7005667,5001403,2015,101,10066,A08,2026-02-16 13:07:24,2026-02-16 13:07:46.120065136,3,18.66
7005668,5001403,2036,101,10020,A09,2026-02-16 13:04:24,2026-02-16 13:04:47.053105297,1,36.6
7005669,5001404,2031,104,10042,A12,2026-03-26 17:08:35,2026-03-26 17:08:54.804045700,2,24.16
7005670,5001404,2007,104,10012,A08,2026-03-26 17:07:13,2026-03-26 17:07:42.845918926,1,55.38
7005671,5001405,2018,104,10305,A08,2026-02-06 10:04:04,2026-02-06 10:04:32.907116549,1,60.4
7005672,5001406,2001,101,10194,A01,2026-04-28 09:07:23,2026-04-28 09:07:37.951143482,1,11.6
7005673,5001407,2011,109,10133,A01,2026-02-15 15:06:22,2026-02-15 15:06:53.194957468,1,61.0
7005674,5001407,2014,109,10005,A05,2026-02-15 15:06:56,2026-02-15 15:07:26.057852605,3,49.76
7005675,5001407,2030,109,10027,A02,2026-02-15 15:07:10,2026-02-15 15:07:38.659013088,1,49.42
7005676,5001407,2037,109,10131,A04,2026-02-15 15:06:27,2026-02-15 15:07:03.179749014,1,69.02
7005677,5001408,2015,106,10001,A06,2026-01-24 15:07:10,2026-01-24 15:07:45.356200827,2,62.5
7005678,5001408,2011,106,10002,A06,2026-01-24 15:06:34,2026-01-24 15:06:46.055722749,1,17.9
7005679,5001408,2026,106,10332,A09,2026-01-24 15:07:22,2026-01-24 15:07:36.544830752,1,20.68
7005680,5001408,2010,106,10096,A07,2026-01-24 15:05:36,2026-01-24 15:06:19.201724689,1,82.72
7005681,5001408,2027,106,10007,A08,2026-01-24 15:07:11,2026-01-24 15:07:31.152888789,1,25.86
7005682,5001408,2021,106,10014,A05,2026-01-24 15:05:07,2026-01-24 15:05:27.476495122,1,41.64
7005683,5001408,2028,106,10001,A06,2026-01-24 15:06:25,2026-01-24 15:06:59.882225685,1,62.5
7005684,5001408,2037,106,10022,A05,2026-01-24 15:05:11,2026-01-24 15:05:26.533065323,1,14.76
7005685,5001408,2028,106,10264,A03,2026-01-24 15:07:35,2026-01-24 15:08:01.170611578,1,31.14
7005686,5001409,2006,109,10025,A02,2026-02-17 19:05:18,2026-02-17 19:05:39.578633183,1,33.68
7005687,5001409,2006,109,10267,A03,2026-02-17 19:05:04,2026-02-17 19:05:31.697267416,1,50.8
7005688,5001409,2002,109,10316,A10,2026-02-17 19:07:26,2026-02-17 19:07:47.688512149,2,14.5
7005689,5001409,2017,109,10311,A12,2026-02-17 19:05:32,2026-02-17 19:05:54.622553250,2,17.16
7005690,5001410,2013,109,10284,A09,2026-06-18 07:04:03,2026-06-18 07:04:26.378750329,1,28.1
7005691,5001410,2001,109,10012,A05,2026-06-18 07:05:21,2026-06-18 07:05:37.493187268,1,19.24
7005692,5001410,2038,109,10122,A08,2026-06-18 07:06:48,2026-06-18 07:07:15.579734093,2,30.76
7005693,5001411,2009,101,10050,A11,2026-06-19 11:05:18,2026-06-19 11:05:50.901107952,1,58.14
7005694,5001411,2012,101,10015,A11,2026-06-19 11:05:05,2026-06-19 11:05:26.141474725,2,27.82
7005695,5001411,2018,101,10386,A02,2026-06-19 11:05:19,2026-06-19 11:05:33.600300430,1,8.62
7005696,5001412,2038,109,10446,A04,2026-04-02 20:08:40,2026-04-02 20:08:54.532628567,1,15.88
7005697,5001412,2029,109,10039,A04,2026-04-02 20:08:56,2026-04-02 20:09:22.459383191,1,56.04
7005698,5001412,2036,109,10294,A05,2026-04-02 20:05:09,2026-04-02 20:05:45.365801097,1,70.9
7005699,5001412,2029,109,10490,A12,2026-04-02 20:08:04,2026-04-02 20:08:24.879832256,2,19.1
7005700,5001413,2018,101,10422,A05,2026-03-14 18:08:20,2026-03-14 18:08:50.437118853,1,54.3
7005701,5001413,2028,101,10019,A11,2026-03-14 18:08:37,2026-03-14 18:09:05.124696200,1,53.58
7005702,5001414,2030,109,10001,A06,2026-05-29 22:06:22,2026-05-29 22:06:49.279752193,3,31.38
7005703,5001414,2007,109,10011,A05,2026-05-29 22:06:59,2026-05-29 22:07:23.445911949,1,52.38
7005704,5001414,2017,109,10010,A05,2026-05-29 22:04:39,2026-05-29 22:05:01.212243900,1,35.78
7005705,5001415,2040,107,10020,A07,2026-02-05 20:08:26,2026-02-05 20:08:47.588335102,2,16.9
7005706,5001415,2012,107,10039,A07,2026-02-05 20:07:05,2026-02-05 20:07:41.540165651,2,60.28
7005707,5001415,2037,107,10261,A04,2026-02-05 20:08:30,2026-02-05 20:09:04.449092540,1,62.84
7005708,5001415,2038,107,10033,A06,2026-02-05 20:07:20,2026-02-05 20:07:53.417459670,2,51.94
7005709,5001416,2032,109,10363,A12,2026-04-29 21:04:01,2026-04-29 21:04:18.476313492,1,24.1
7005710,5001416,2026,109,10161,A03,2026-04-29 21:06:52,2026-04-29 21:07:23.343772935,1,57.1
7005711,5001417,2015,105,10005,A02,2026-05-04 15:05:27,2026-05-04 15:05:38.883446376,1,13.24
7005712,5001417,2038,105,10006,A12,2026-05-04 15:05:12,2026-05-04 15:05:28.237658774,2,18.18
7005713,5001417,2015,105,10021,A09,2026-05-04 15:05:16,2026-05-04 15:05:42.011066777,1,38.78
7005714,5001417,2007,105,10176,A09,2026-05-04 15:07:53,2026-05-04 15:08:24.754784274,1,53.58
7005715,5001417,2012,105,10249,A08,2026-05-04 15:04:30,2026-05-04 15:04:52.475553824,3,23.0
7005716,5001417,2025,105,10038,A02,2026-05-04 15:05:52,2026-05-04 15:06:18.359923027,2,33.16
7005717,5001417,2013,105,10344,A12,2026-05-04 15:07:56,2026-05-04 15:08:24.243887042,2,49.86
7005718,5001418,2009,102,10263,A04,2026-05-09 23:07:57,2026-05-09 23:08:31.094721272,1,69.42
7005719,5001418,2014,102,10227,A02,2026-05-09 23:06:17,2026-05-09 23:06:33.461800955,1,9.6
7005720,5001418,2020,102,10342,A06,2026-05-09 23:07:10,2026-05-09 23:07:43.904025976,1,58.6
7005721,5001419,2014,102,10033,A08,2026-02-09 14:06:14,2026-02-09 14:06:26.983687208,1,27.04
7005722,5001419,2025,102,10195,A08,2026-02-09 14:09:09,2026-02-09 14:09:35.466883734,1,48.94
7005723,5001419,2006,102,10070,A10,2026-02-09 14:07:19,2026-02-09 14:07:40.325692244,1,22.7
7005724,5001419,2031,102,10168,A04,2026-02-09 14:08:14,2026-02-09 14:08:33.906048077,1,22.18
7005725,5001420,2012,102,10202,A07,2026-05-10 22:06:42,2026-05-10 22:06:55.075416330,1,8.72
7005726,5001420,2031,102,10133,A05,2026-05-10 22:07:53,2026-05-10 22:08:36.581770925,1,80.22
7005727,5001420,2026,102,10300,A06,2026-05-10 22:06:38,2026-05-10 22:06:57.239306544,1,34.42
7005728,5001421,2025,109,10001,A06,2026-04-21 13:09:04,2026-04-21 13:09:25.710266610,1,31.38
7005729,5001421,2006,109,10002,A12,2026-04-21 13:06:51,2026-04-21 13:07:08.506232986,1,10.44
7005730,5001421,2004,109,10149,A03,2026-04-21 13:08:15,2026-04-21 13:08:49.730553207,1,69.28
7005731,5001421,2010,109,10003,A10,2026-04-21 13:08:31,2026-04-21 13:08:54.900161629,1,42.12
7005732,5001421,2018,109,10018,A08,2026-04-21 13:07:12,2026-04-21 13:07:29.691163822,2,19.58
7005733,5001422,2026,106,10005,A01,2026-06-08 14:09:15,2026-06-08 14:09:40.043339949,1,37.02
7005734,5001422,2004,106,10006,A12,2026-06-08 14:09:12,2026-06-08 14:09:38.208064940,2,33.56
