order_item_id,order_id,product_id,quantity,unit_price
9011654,5002906,10229,3,49.14
9011655,5002907,10001,2,36.98
9011656,5002907,10080,2,79.02
9011657,5002907,10275,1,101.99
9011658,5002907,10004,1,76.16
9011659,5002908,10084,1,59.98
9011660,5002908,10299,1,54.91
9011661,5002909,10203,1,43.41
9011662,5002909,10057,1,61.8
9011663,5002910,10016,2,85.42
9011664,5002910,10003,2,35.67
9011665,5002910,10273,1,75.17
9011666,5002910,10460,1,45.7
9011667,5002910,10105,1,29.63
9011668,5002911,10374,1,76.19
9011669,5002911,10071,1,37.46
9011670,5002911,10014,1,25.85
9011671,5002911,10002,1,67.7
9011672,5002912,10180,1,23.27
9011673,5002913,10001,2,36.98
9011674,5002913,10002,1,67.7
9011675,5002914,10009,1,46.79
9011676,5002914,10010,1,87.16
9011677,5002914,10245,1,68.3
9011678,5002915,10422,2,28.83
9011679,5002915,10278,3,75.07
9011680,5002915,10044,1,119.39
9011681,5002915,10244,2,31.19
9011682,5002915,10138,2,40.05
9011683,5002915,10391,1,54.26
9011684,5002916,10230,1,29.73
9011685,5002916,10060,1,50.42
9011686,5002917,10401,1,101.75
9011687,5002918,10083,1,71.82
9011688,5002918,10019,2,15.0
9011689,5002918,10002,1,67.7
9011690,5002919,10038,1,49.62
9011691,5002919,10409,3,46.72
9011692,5002919,10288,1,107.27
9011693,5002919,10080,3,79.02
9011694,5002920,10003,1,35.67
9011695,5002920,10136,2,55.48
9011696,5002920,10324,2,60.86
9011697,5002920,10011,1,21.85
9011698,5002920,10046,1,34.1
9011699,5002920,10432,1,71.14
9011700,5002920,10052,1,96.92
9011701,5002921,10244,1,31.19
9011702,5002921,10011,1,21.85
9011703,5002921,10076,1,64.53
9011704,5002921,10022,1,67.86
9011705,5002921,10014,2,25.85
9011706,5002922,10271,1,34.45
9011707,5002922,10500,1,74.89
9011708,5002922,10080,2,79.02
9011709,5002923,10001,2,36.98
9011710,5002923,10002,1,67.7
9011711,5002923,10092,1,101.9
9011712,5002924,10074,1,35.01
9011713,5002924,10009,1,46.79
9011714,5002924,10056,1,36.12
9011715,5002924,10276,1,75.01
9011716,5002924,10048,1,68.45
9011717,5002924,10010,1,87.16
9011718,5002925,10001,1,36.98
9011719,5002925,10002,1,67.7
9011720,5002926,10118,1,39.89
9011721,5002926,10025,1,25.02
9011722,5002926,10041,1,113.02
9011723,5002926,10030,3,64.87
9011724,5002926,10025,2,25.02
9011725,5002927,10007,1,47.32
9011726,5002927,10008,1,68.51
9011727,5002927,10314,1,55.67
9011728,5002928,10467,1,69.32
9011729,5002928,10005,2,93.94
9011730,5002928,10010,1,87.16
9011731,5002928,10050,1,75.09
9011732,5002928,10007,1,47.32
9011733,5002928,10126,1,61.41
9011734,5002928,10171,1,35.36
9011735,5002929,10173,2,100.11
9011736,5002929,10402,1,44.01
9011737,5002929,10008,2,68.51
9011738,5002929,10239,1,34.42
9011739,5002929,10125,1,32.55
9011740,5002929,10210,2,36.92
9011741,5002929,10021,2,183.13
9011742,5002929,10011,1,21.85
9011743,5002930,10005,1,93.94
9011744,5002930,10006,1,65.58
9011745,5002930,10319,1,103.92
9011746,5002930,10500,1,74.89
9011747,5002930,10303,2,31.78
9011748,5002930,10197,1,102.09
9011749,5002930,10365,2,45.56
9011750,5002931,10007,1,47.32
9011751,5002931,10008,2,68.51
9011752,5002931,10096,1,30.63
9011753,5002931,10389,2,21.2
9011754,5002931,10020,1,41.61
9011755,5002931,10072,1,32.59
9011756,5002932,10003,2,35.67
9011757,5002932,10004,1,76.16
9011758,5002932,10219,2,92.26
9011759,5002932,10052,1,96.92
9011760,5002932,10004,1,76.16
9011761,5002933,10003,1,35.67
9011762,5002933,10004,1,76.16
9011763,5002933,10030,1,64.87
9011764,5002933,10014,1,25.85
9011765,5002933,10080,1,79.02
9011766,5002934,10021,1,183.13
9011767,5002934,10048,1,68.45
9011768,5002934,10093,1,48.12
9011769,5002934,10402,2,44.01
9011770,5002935,10003,2,35.67
9011771,5002935,10004,1,76.16
9011772,5002935,10085,1,26.47
9011773,5002935,10224,1,75.47
9011774,5002935,10007,1,47.32
9011775,5002935,10381,1,27.91
9011776,5002936,10005,1,93.94
9011777,5002936,10058,2,49.92
9011778,5002936,10169,1,73.23
9011779,5002936,10066,3,72.12
9011780,5002936,10001,1,36.98
9011781,5002936,10088,1,34.82
9011782,5002937,10080,1,79.02
9011783,5002937,10073,2,29.31
9011784,5002938,10005,1,93.94
9011785,5002938,10006,2,65.58
9011786,5002938,10001,3,36.98
9011787,5002938,10011,1,21.85
9011788,5002938,10113,1,61.61
9011789,5002939,10018,1,25.76
9011790,5002940,10003,1,35.67
9011791,5002940,10004,1,76.16
9011792,5002940,10020,1,41.61
9011793,5002941,10030,1,64.87
9011794,5002941,10003,1,35.67
9011795,5002942,10001,2,36.98
9011796,5002942,10002,2,67.7
9011797,5002942,10027,1,57.38
9011798,5002943,10059,1,48.1
9011799,5002943,10017,2,38.1
9011800,5002943,10087,1,62.24
9011801,5002943,10025,1,25.02
9011802,5002943,10269,1,133.3
9011803,5002943,10015,1,107.98
9011804,5002943,10099,3,78.04
9011805,5002944,10009,2,46.79
9011806,5002944,10010,2,87.16
9011807,5002944,10319,1,103.92
9011808,5002945,10181,1,24.34
9011809,5002945,10003,2,35.67
9011810,5002945,10003,1,35.67
9011811,5002945,10477,1,33.08
9011812,5002945,10189,1,82.92
9011813,5002946,10004,1,76.16
9011814,5002947,10010,1,87.16
9011815,5002947,10068,1,151.04
9011816,5002947,10045,1,45.56
9011817,5002947,10330,2,63.8
9011818,5002947,10145,1,122.18
9011819,5002948,10473,1,54.55
9011820,5002948,10021,1,183.13
9011821,5002948,10022,1,67.86
9011822,5002948,10149,1,46.75
9011823,5002948,10352,1,111.47
9011824,5002949,10326,1,40.9
9011825,5002949,10077,1,56.01
9011826,5002949,10035,1,33.61
9011827,5002950,10007,1,47.32
9011828,5002950,10186,3,62.56
9011829,5002951,10143,1,32.45
9011830,5002951,10154,1,70.97
9011831,5002951,10008,1,68.51
9011832,5002951,10088,2,34.82
9011833,5002952,10005,1,93.94
9011834,5002952,10006,1,65.58
9011835,5002952,10065,1,66.19
9011836,5002952,10250,1,59.09
9011837,5002952,10049,1,24.96
9011838,5002953,10129,2,36.48
9011839,5002953,10180,2,23.27
9011840,5002954,10346,2,119.19
9011841,5002954,10023,3,41.27
9011842,5002954,10179,1,52.42
9011843,5002954,10014,1,25.85
9011844,5002954,10075,1,52.7
9011845,5002955,10075,1,52.7
9011846,5002955,10476,1,58.29
9011847,5002955,10020,1,41.61
9011848,5002955,10026,1,47.06
9011849,5002955,10113,1,61.61
9011850,5002955,10002,1,67.7
9011851,5002956,10004,3,76.16
9011852,5002956,10461,1,64.58
9011853,5002956,10012,1,46.16
9011854,5002956,10118,2,39.89
9011855,5002957,10007,2,47.32
9011856,5002957,10008,1,68.51
9011857,5002957,10059,1,48.1
9011858,5002957,10266,2,47.01
9011859,5002957,10004,3,76.16
9011860,5002957,10237,1,17.46
9011861,5002958,10017,3,38.1
9011862,5002958,10103,1,61.42
9011863,5002958,10007,1,47.32
9011864,5002958,10005,1,93.94
9011865,5002958,10114,1,22.48
9011866,5002958,10005,1,93.94
9011867,5002959,10001,1,36.98
9011868,5002959,10002,1,67.7
9011869,5002959,10175,1,23.43
9011870,5002959,10248,3,49.71
9011871,5002960,10013,1,20.18
9011872,5002960,10182,2,69.48
9011873,5002960,10113,1,61.61
9011874,5002960,10015,2,107.98
9011875,5002960,10310,1,51.35
9011876,5002960,10075,1,52.7
9011877,5002960,10033,1,85.53
9011878,5002961,10097,1,47.14
9011879,5002962,10232,1,76.93
9011880,5002962,10009,1,46.79
9011881,5002962,10004,1,76.16
9011882,5002962,10003,1,35.67
9011883,5002962,10005,1,93.94
9011884,5002963,10009,1,46.79
9011885,5002963,10010,2,87.16
9011886,5002963,10153,1,72.95
9011887,5002963,10099,2,78.04
9011888,5002964,10035,1,33.61
9011889,5002964,10011,1,21.85
9011890,5002964,10002,1,67.7
9011891,5002964,10122,1,68.31
9011892,5002964,10029,1,81.08
9011893,5002964,10182,1,69.48
9011894,5002964,10168,1,31.44
9011895,5002964,10431,2,111.96
9011896,5002965,10012,1,46.16
9011897,5002965,10431,2,111.96
9011898,5002966,10072,2,32.59
9011899,5002966,10224,2,75.47
9011900,5002966,10001,1,36.98
9011901,5002966,10183,1,42.04
9011902,5002966,10031,2,76.26
9011903,5002967,10009,2,46.79
9011904,5002967,10071,1,37.46
9011905,5002967,10037,2,106.47
9011906,5002968,10171,1,35.36
9011907,5002968,10014,1,25.85
9011908,5002968,10123,1,23.5
9011909,5002969,10003,1,35.67
9011910,5002969,10004,1,76.16
9011911,5002969,10136,2,55.48
9011912,5002970,10003,1,35.67
9011913,5002970,10004,1,76.16
9011914,5002971,10024,1,68.89
9011915,5002971,10004,1,76.16
9011916,5002971,10140,1,41.82
9011917,5002971,10038,3,49.62
9011918,5002972,10118,1,39.89
9011919,5002973,10001,1,36.98
9011920,5002973,10002,1,67.7
9011921,5002973,10006,1,65.58
9011922,5002973,10101,1,30.32
9011923,5002974,10437,1,57.95
9011924,5002974,10028,2,52.3
9011925,5002974,10041,1,113.02
9011926,5002974,10149,1,46.75
9011927,5002974,10398,1,30.39
9011928,5002974,10006,2,65.58
9011929,5002974,10013,1,20.18
9011930,5002975,10011,1,21.85
9011931,5002975,10251,1,80.55
9011932,5002975,10435,1,46.57
9011933,5002975,10006,1,65.58
9011934,5002975,10243,1,30.87
9011935,5002975,10021,1,183.13
9011936,5002975,10341,1,55.45
9011937,5002976,10106,1,61.84
9011938,5002976,10301,1,55.82
9011939,5002976,10230,1,29.73
9011940,5002976,10021,1,183.13
9011941,5002976,10114,1,22.48
9011942,5002977,10003,2,35.67
9011943,5002977,10004,2,76.16
9011944,5002977,10002,1,67.7
9011945,5002977,10113,1,61.61
9011946,5002978,10036,1,35.03
9011947,5002978,10014,1,25.85
9011948,5002978,10002,1,67.7
9011949,5002978,10005,1,93.94
9011950,5002978,10010,3,87.16
9011951,5002978,10002,2,67.7
9011952,5002979,10001,1,36.98
9011953,5002979,10002,1,67.7
9011954,5002980,10009,1,46.79
9011955,5002980,10011,1,21.85
9011956,5002980,10033,1,85.53
9011957,5002980,10026,1,47.06
9011958,5002980,10212,1,33.72
9011959,5002980,10010,1,87.16
9011960,5002981,10054,1,36.84
9011961,5002981,10017,1,38.1
9011962,5002981,10169,1,73.23
9011963,5002981,10012,1,46.16
9011964,5002981,10073,1,29.31
9011965,5002982,10481,1,48.04
9011966,5002982,10240,2,113.36
9011967,5002983,10006,1,65.58
9011968,5002983,10043,1,62.12
9011969,5002983,10129,1,36.48
9011970,5002983,10270,1,96.35
9011971,5002984,10028,1,52.3
9011972,5002984,10373,2,20.73
9011973,5002984,10005,1,93.94
9011974,5002985,10012,3,46.16
9011975,5002985,10067,2,63.32
9011976,5002985,10476,1,58.29
9011977,5002986,10323,1,46.55
9011978,5002986,10237,2,17.46
9011979,5002986,10027,1,57.38
9011980,5002986,10199,1,43.92
9011981,5002987,10004,1,76.16
9011982,5002987,10214,1,49.38
9011983,5002987,10183,1,42.04
9011984,5002987,10070,1,46.83
9011985,5002987,10023,1,41.27
9011986,5002988,10059,1,48.1
9011987,5002988,10238,1,25.83
9011988,5002988,10480,2,27.59
9011989,5002988,10291,3,31.6
9011990,5002988,10120,2,71.56
9011991,5002989,10007,1,47.32
9011992,5002989,10008,1,68.51
9011993,5002989,10003,1,35.67
9011994,5002989,10214,3,49.38
9011995,5002990,10003,1,35.67
9011996,5002990,10004,1,76.16
9011997,5002990,10237,1,17.46
9011998,5002990,10001,1,36.98
9011999,5002990,10400,1,63.08
9012000,5002990,10033,2,85.53
9012001,5002990,10040,1,43.76
9012002,5002990,10005,1,93.94
9012003,5002990,10140,2,41.82
9012004,5002991,10049,1,24.96
9012005,5002991,10419,1,40.0
9012006,5002991,10027,3,57.38
9012007,5002991,10001,1,36.98
9012008,5002992,10003,2,35.67
9012009,5002992,10004,1,76.16
9012010,5002992,10012,1,46.16
9012011,5002992,10030,3,64.87
9012012,5002993,10003,1,35.67
9012013,5002993,10004,1,76.16
9012014,5002993,10429,2,89.45
9012015,5002993,10116,1,40.9
9012016,5002994,10189,1,82.92
9012017,5002994,10413,1,69.37
9012018,5002994,10310,1,51.35
9012019,5002994,10006,1,65.58
9012020,5002994,10006,1,65.58
9012021,5002995,10003,1,35.67
9012022,5002995,10004,1,76.16
9012023,5002996,10075,1,52.7
9012024,5002996,10171,1,35.36
9012025,5002996,10226,1,77.54
9012026,5002996,10446,1,68.32
9012027,5002997,10198,3,42.07
9012028,5002997,10465,1,23.06
9012029,5002997,10001,1,36.98
9012030,5002997,10113,1,61.61
9012031,5002997,10003,2,35.67
9012032,5002998,10456,1,85.05
9012033,5002999,10050,1,75.09
9012034,5002999,10043,1,62.12
9012035,5002999,10165,1,137.54
9012036,5003000,10262,1,70.68
9012037,5003000,10004,2,76.16
9012038,5003000,10104,1,122.19
9012039,5003001,10001,1,36.98
9012040,5003001,10002,1,67.7
9012041,5003001,10009,1,46.79
9012042,5003001,10028,2,52.3
9012043,5003002,10005,1,93.94
9012044,5003002,10033,1,85.53
9012045,5003002,10108,1,23.91
9012046,5003002,10088,2,34.82
9012047,5003003,10087,1,62.24
9012048,5003003,10345,2,66.55
9012049,5003003,10005,1,93.94
9012050,5003003,10084,1,59.98
9012051,5003003,10006,1,65.58
9012052,5003003,10006,1,65.58
9012053,5003004,10134,1,112.8
9012054,5003004,10003,3,35.67
9012055,5003004,10018,1,25.76
9012056,5003004,10409,1,46.72
9012057,5003005,10009,1,46.79
9012058,5003005,10010,1,87.16
9012059,5003005,10029,1,81.08
9012060,5003005,10380,2,82.72
9012061,5003006,10005,1,93.94
9012062,5003006,10006,1,65.58
9012063,5003006,10126,1,61.41
9012064,5003006,10002,1,67.7
9012065,5003006,10072,2,32.59
9012066,5003007,10009,1,46.79
9012067,5003007,10010,1,87.16
9012068,5003007,10347,1,31.07
9012069,5003008,10206,2,48.28
9012070,5003009,10003,2,35.67
9012071,5003009,10004,1,76.16
9012072,5003010,10001,1,36.98
9012073,5003010,10449,1,63.74
9012074,5003010,10035,1,33.61
9012075,5003010,10170,1,64.05
9012076,5003010,10038,1,49.62
9012077,5003011,10089,1,60.03
9012078,5003011,10014,1,25.85
9012079,5003011,10383,1,40.75
9012080,5003012,10166,2,50.04
9012081,5003012,10003,1,35.67
9012082,5003012,10014,2,25.85
9012083,5003013,10004,1,76.16
9012084,5003013,10007,1,47.32
9012085,5003013,10003,1,35.67
9012086,5003013,10462,2,15.0
9012087,5003014,10001,1,36.98
9012088,5003014,10002,1,67.7
9012089,5003014,10149,1,46.75
9012090,5003014,10174,1,46.44
9012091,5003014,10099,1,78.04
9012092,5003014,10247,3,71.83
9012093,5003014,10106,1,61.84
9012094,5003014,10007,2,47.32
9012095,5003014,10007,1,47.32
9012096,5003015,10004,1,76.16
9012097,5003015,10012,2,46.16
9012098,5003016,10005,2,93.94
9012099,5003016,10006,1,65.58
9012100,5003017,10003,1,35.67
9012101,5003017,10004,1,76.16
9012102,5003017,10454,1,84.18
9012103,5003018,10022,3,67.86
9012104,5003018,10004,1,76.16
9012105,5003018,10116,1,40.9
9012106,5003018,10025,1,25.02
9012107,5003019,10034,1,123.28
9012108,5003019,10486,1,51.78
9012109,5003019,10033,1,85.53
9012110,5003019,10030,1,64.87
9012111,5003019,10013,1,20.18
9012112,5003019,10219,2,92.26
9012113,5003020,10114,2,22.48
9012114,5003020,10005,2,93.94
9012115,5003020,10249,1,62.74
9012116,5003020,10296,1,52.46
9012117,5003020,10071,2,37.46
9012118,5003021,10009,2,46.79
9012119,5003021,10010,1,87.16
9012120,5003021,10209,1,36.11
9012121,5003022,10392,1,48.89
9012122,5003022,10045,2,45.56
9012123,5003022,10039,2,110.16
9012124,5003022,10067,1,63.32
9012125,5003022,10120,1,71.56
9012126,5003022,10069,1,52.27
9012127,5003022,10182,3,69.48
9012128,5003022,10105,1,29.63
9012129,5003022,10414,1,25.33
9012130,5003022,10007,2,47.32
9012131,5003023,10005,1,93.94
9012132,5003023,10006,1,65.58
9012133,5003024,10001,1,36.98
9012134,5003024,10002,1,67.7
9012135,5003024,10351,1,46.38
9012136,5003024,10188,1,28.26
9012137,5003024,10094,3,65.48
9012138,5003024,10214,1,49.38
9012139,5003024,10041,1,113.02
9012140,5003024,10028,1,52.3
9012141,5003024,10420,1,152.96
9012142,5003025,10015,1,107.98
9012143,5003025,10009,2,46.79
9012144,5003025,10053,1,16.49
9012145,5003025,10003,1,35.67
9012146,5003025,10052,1,96.92
9012147,5003026,10221,1,34.63
9012148,5003026,10032,1,38.7
9012149,5003026,10027,1,57.38
9012150,5003026,10039,1,110.16
9012151,5003026,10093,1,48.12
9012152,5003027,10453,1,87.37
9012153,5003027,10015,1,107.98
9012154,5003027,10129,3,36.48
9012155,5003027,10131,1,78.02
9012156,5003027,10138,1,40.05
9012157,5003028,10273,1,75.17
9012158,5003028,10026,3,47.06
9012159,5003028,10007,1,47.32
9012160,5003028,10063,1,77.74
9012161,5003028,10375,1,33.41
9012162,5003029,10058,1,49.92
9012163,5003029,10072,2,32.59
9012164,5003029,10029,1,81.08
9012165,5003029,10430,2,97.39
9012166,5003029,10072,1,32.59
9012167,5003029,10469,3,38.24
9012168,5003030,10084,1,59.98
9012169,5003030,10428,2,40.0
9012170,5003030,10061,1,60.44
9012171,5003030,10001,2,36.98
9012172,5003030,10034,1,123.28
9012173,5003031,10033,2,85.53
9012174,5003031,10284,1,126.58
9012175,5003031,10300,1,61.83
9012176,5003032,10358,1,52.11
9012177,5003032,10014,1,25.85
9012178,5003032,10191,2,179.7
9012179,5003032,10065,1,66.19
9012180,5003032,10005,1,93.94
9012181,5003033,10089,1,60.03
9012182,5003033,10001,1,36.98
9012183,5003033,10164,1,44.91
9012184,5003033,10242,2,80.13
9012185,5003034,10007,3,47.32
9012186,5003034,10008,1,68.51
9012187,5003034,10050,1,75.09
9012188,5003034,10171,1,35.36
9012189,5003034,10008,1,68.51
9012190,5003035,10012,1,46.16
9012191,5003035,10188,1,28.26
9012192,5003035,10008,1,68.51
9012193,5003035,10104,1,122.19
9012194,5003035,10007,1,47.32
9012195,5003036,10042,1,58.31
9012196,5003036,10060,1,50.42
9012197,5003036,10307,1,70.5
9012198,5003036,10046,1,34.1
9012199,5003036,10106,1,61.84
9012200,5003036,10012,2,46.16
9012201,5003037,10091,1,106.49
9012202,5003037,10067,2,63.32
9012203,5003037,10069,1,52.27
9012204,5003038,10330,1,63.8
9012205,5003038,10272,1,83.72
9012206,5003038,10148,2,20.73
9012207,5003038,10442,2,67.15
9012208,5003038,10176,1,54.12
9012209,5003039,10007,1,47.32
9012210,5003039,10008,1,68.51
9012211,5003039,10395,2,61.12
9012212,5003040,10028,1,52.3
9012213,5003040,10017,2,38.1
9012214,5003040,10268,1,152.08
9012215,5003040,10038,1,49.62
9012216,5003040,10028,3,52.3
9012217,5003040,10121,1,79.95
9012218,5003040,10003,1,35.67
9012219,5003040,10210,1,36.92
9012220,5003040,10004,1,76.16
9012221,5003041,10006,2,65.58
9012222,5003041,10007,1,47.32
9012223,5003041,10453,1,87.37
9012224,5003042,10001,1,36.98
9012225,5003042,10005,3,93.94
9012226,5003042,10019,1,15.0
9012227,5003042,10366,1,42.74
9012228,5003043,10035,1,33.61
9012229,5003043,10412,1,35.48
9012230,5003043,10010,1,87.16
9012231,5003044,10011,1,21.85
9012232,5003044,10002,1,67.7
9012233,5003044,10009,1,46.79
9012234,5003044,10343,2,100.19
9012235,5003044,10052,1,96.92
9012236,5003045,10124,2,71.45
9012237,5003045,10021,1,183.13
9012238,5003045,10011,3,21.85
9012239,5003045,10073,1,29.31
9012240,5003045,10003,1,35.67
9012241,5003046,10390,1,20.51
9012242,5003046,10077,1,56.01
9012243,5003046,10023,2,41.27
9012244,5003047,10001,1,36.98
9012245,5003047,10003,1,35.67
9012246,5003048,10021,1,183.13
9012247,5003048,10010,1,87.16
9012248,5003048,10070,1,46.83
9012249,5003049,10074,1,35.01
9012250,5003049,10007,1,47.32
9012251,5003049,10142,1,107.91
9012252,5003049,10394,1,53.84
9012253,5003049,10138,2,40.05
9012254,5003050,10067,1,63.32
9012255,5003050,10011,2,21.85
9012256,5003050,10083,1,71.82
9012257,5003050,10345,1,66.55
9012258,5003050,10233,1,45.81
9012259,5003051,10065,2,66.19
9012260,5003051,10071,1,37.46
9012261,5003051,10334,1,30.89
9012262,5003051,10006,2,65.58
9012263,5003052,10018,1,25.76
9012264,5003052,10006,1,65.58
9012265,5003052,10210,1,36.92
9012266,5003052,10157,2,152.37
9012267,5003053,10208,2,17.71
9012268,5003053,10117,1,103.26
9012269,5003054,10242,1,80.13
9012270,5003054,10244,2,31.19
9012271,5003054,10316,2,31.76
9012272,5003054,10004,1,76.16
9012273,5003055,10003,1,35.67
9012274,5003055,10069,2,52.27
9012275,5003055,10004,1,76.16
9012276,5003055,10011,1,21.85
9012277,5003055,10059,1,48.1
9012278,5003055,10371,1,64.6
9012279,5003055,10025,1,25.02
9012280,5003056,10455,1,60.69
9012281,5003056,10339,2,21.52
9012282,5003056,10087,1,62.24
9012283,5003057,10074,2,35.01
9012284,5003057,10254,1,17.75
9012285,5003057,10002,1,67.7
9012286,5003057,10022,1,67.86
9012287,5003058,10021,1,183.13
9012288,5003058,10005,1,93.94
9012289,5003058,10002,2,67.7
9012290,5003058,10239,1,34.42
9012291,5003058,10004,1,76.16
9012292,5003058,10067,1,63.32
9012293,5003059,10125,1,32.55
9012294,5003059,10074,1,35.01
9012295,5003059,10215,1,95.25
9012296,5003060,10013,1,20.18
9012297,5003060,10442,2,67.15
9012298,5003060,10006,1,65.58
9012299,5003060,10317,3,64.86
9012300,5003060,10060,1,50.42
9012301,5003060,10009,2,46.79
9012302,5003060,10201,1,81.08
9012303,5003060,10040,1,43.76
9012304,5003061,10001,2,36.98
9012305,5003061,10002,1,67.7
9012306,5003061,10007,1,47.32
9012307,5003061,10469,1,38.24
9012308,5003061,10372,1,67.52
9012309,5003061,10003,1,35.67
9012310,5003062,10072,1,32.59
9012311,5003062,10153,1,72.95
9012312,5003062,10255,3,90.1
9012313,5003062,10272,3,83.72
9012314,5003062,10002,1,67.7
9012315,5003062,10196,1,74.63
9012316,5003063,10001,1,36.98
9012317,5003063,10356,1,55.58
9012318,5003063,10294,3,28.46
9012319,5003063,10056,1,36.12
9012320,5003064,10336,1,112.04
9012321,5003064,10095,2,16.36
9012322,5003064,10324,2,60.86
9012323,5003064,10089,1,60.03
9012324,5003064,10001,1,36.98
9012325,5003064,10072,1,32.59
9012326,5003065,10028,1,52.3
9012327,5003065,10004,1,76.16
9012328,5003065,10426,1,66.59
9012329,5003065,10461,1,64.58
9012330,5003065,10062,1,32.97
9012331,5003065,10032,1,38.7
9012332,5003066,10395,2,61.12
9012333,5003066,10017,1,38.1
9012334,5003067,10484,1,55.55
9012335,5003067,10067,1,63.32
9012336,5003067,10036,1,35.03
9012337,5003067,10223,1,48.87
9012338,5003068,10401,1,101.75
9012339,5003069,10264,1,34.93
9012340,5003069,10186,3,62.56
9012341,5003069,10005,1,93.94
9012342,5003070,10006,2,65.58
9012343,5003070,10315,1,35.78
9012344,5003070,10133,2,40.17
9012345,5003071,10005,1,93.94
9012346,5003071,10006,2,65.58
9012347,5003071,10005,1,93.94
9012348,5003071,10023,1,41.27
9012349,5003072,10003,1,35.67
9012350,5003072,10004,1,76.16
9012351,5003072,10428,1,40.0
9012352,5003073,10007,1,47.32
9012353,5003074,10009,1,46.79
9012354,5003074,10010,2,87.16
9012355,5003074,10109,1,28.77
9012356,5003074,10114,1,22.48
9012357,5003075,10012,1,46.16
9012358,5003075,10474,2,66.95
9012359,5003075,10018,2,25.76
9012360,5003076,10001,1,36.98
9012361,5003076,10002,3,67.7
9012362,5003076,10461,1,64.58
9012363,5003076,10192,1,67.36
9012364,5003076,10226,1,77.54
9012365,5003077,10031,3,76.26
9012366,5003077,10041,1,113.02
9012367,5003077,10449,1,63.74
9012368,5003077,10003,2,35.67
9012369,5003078,10009,1,46.79
9012370,5003078,10010,1,87.16
9012371,5003078,10010,1,87.16
9012372,5003079,10023,1,41.27
9012373,5003079,10243,1,30.87
9012374,5003079,10161,1,74.26
9012375,5003079,10063,1,77.74
9012376,5003079,10053,1,16.49
9012377,5003079,10029,2,81.08
9012378,5003080,10219,1,92.26
9012379,5003080,10008,2,68.51
9012380,5003080,10015,1,107.98
9012381,5003080,10054,2,36.84
9012382,5003081,10010,1,87.16
9012383,5003081,10097,1,47.14
9012384,5003081,10025,3,25.02
9012385,5003081,10166,2,50.04
9012386,5003081,10001,1,36.98
9012387,5003081,10079,1,85.63
9012388,5003081,10477,1,33.08
9012389,5003082,10261,3,134.13
9012390,5003082,10006,1,65.58
9012391,5003082,10029,1,81.08
9012392,5003083,10323,1,46.55
9012393,5003083,10003,1,35.67
9012394,5003084,10178,2,46.01
9012395,5003084,10003,1,35.67
9012396,5003084,10018,1,25.76
9012397,5003084,10475,2,122.54
9012398,5003084,10343,1,100.19
9012399,5003084,10043,3,62.12
9012400,5003084,10158,1,59.5
9012401,5003084,10061,2,60.44
9012402,5003085,10007,1,47.32
9012403,5003085,10008,1,68.51
9012404,5003085,10244,1,31.19
9012405,5003085,10440,1,139.92
9012406,5003085,10004,1,76.16
9012407,5003085,10012,1,46.16
9012408,5003085,10023,2,41.27
9012409,5003085,10123,1,23.5
9012410,5003086,10440,1,139.92
9012411,5003086,10281,1,56.93
9012412,5003086,10337,2,30.54
9012413,5003087,10474,2,66.95
9012414,5003087,10204,2,44.15
9012415,5003087,10075,1,52.7
9012416,5003088,10013,2,20.18
9012417,5003088,10027,1,57.38
9012418,5003089,10003,1,35.67
9012419,5003089,10004,1,76.16
9012420,5003089,10063,1,77.74
9012421,5003089,10073,1,29.31
9012422,5003090,10083,1,71.82
9012423,5003090,10278,2,75.07
9012424,5003091,10143,2,32.45
9012425,5003092,10073,1,29.31
9012426,5003093,10007,1,47.32
9012427,5003093,10008,1,68.51
9012428,5003094,10001,1,36.98
9012429,5003094,10030,1,64.87
9012430,5003094,10467,1,69.32
9012431,5003094,10146,2,195.32
9012432,5003094,10004,1,76.16
9012433,5003095,10081,1,50.41
9012434,5003095,10007,3,47.32
9012435,5003095,10177,2,34.77
9012436,5003095,10104,1,122.19
9012437,5003095,10159,2,46.12
9012438,5003095,10217,1,32.61
9012439,5003096,10047,1,43.63
9012440,5003096,10018,1,25.76
9012441,5003096,10004,1,76.16
9012442,5003096,10405,3,36.0
9012443,5003096,10001,1,36.98
9012444,5003096,10202,1,115.49
9012445,5003096,10365,1,45.56
9012446,5003096,10068,1,151.04
9012447,5003097,10009,1,46.79
9012448,5003097,10010,1,87.16
9012449,5003097,10015,1,107.98
9012450,5003098,10024,1,68.89
9012451,5003098,10094,2,65.48
9012452,5003098,10009,1,46.79
9012453,5003098,10031,1,76.26
9012454,5003099,10150,2,47.32
9012455,5003099,10169,2,73.23
9012456,5003099,10364,2,88.63
9012457,5003099,10150,1,47.32
9012458,5003100,10003,1,35.67
9012459,5003100,10005,1,93.94
9012460,5003100,10246,3,56.21
9012461,5003100,10092,2,101.9
9012462,5003100,10008,1,68.51
9012463,5003101,10116,1,40.9
9012464,5003101,10015,1,107.98
9012465,5003101,10003,1,35.67
9012466,5003102,10020,2,41.61
9012467,5003102,10026,1,47.06
9012468,5003102,10058,1,49.92
9012469,5003103,10005,1,93.94
9012470,5003103,10006,1,65.58
9012471,5003103,10465,1,23.06
9012472,5003103,10067,1,63.32
9012473,5003103,10124,1,71.45
9012474,5003104,10190,1,65.02
9012475,5003104,10016,1,85.42
