dispatch_id,order_id,store_id,rider_id,rider_assigned_at,rider_arrived_at,dispatch_time,delivery_deadline
8000935,5000935,104,3100,2026-05-25 16:14:25.019466858,2026-05-25 16:15:32.019466858,2026-05-25 16:15:19.375877430,2026-05-25 16:33:00
8000936,5000936,102,3055,2026-02-02 19:12:38.335066074,2026-02-02 19:15:00.335066074,2026-02-02 19:14:44.405828976,2026-02-02 19:28:00
8000937,5000937,110,3021,2026-01-11 07:11:22.428565270,2026-01-11 07:11:03.428565270,2026-01-11 07:12:13.695793038,2026-01-11 07:28:00
8000938,5000938,105,3044,2026-04-06 14:10:21.004251440,2026-04-06 14:12:25.004251440,2026-04-06 14:12:11.284784832,2026-04-06 14:33:00
8000939,5000939,104,3068,2026-02-16 11:11:25.019846328,2026-02-16 11:11:50.019846328,2026-02-16 11:14:05.482074474,2026-02-16 11:33:00
8000940,5000940,108,3069,2026-05-08 08:11:54.574449900,2026-05-08 08:14:21.574449900,2026-05-08 08:13:18.483383472,2026-05-08 08:28:00
8000941,5000941,108,3053,2026-01-17 07:10:15.996058352,2026-01-17 07:11:10.996058352,2026-01-17 07:11:06.629911950,2026-01-17 07:33:00
8000942,5000942,109,3043,2026-04-15 14:11:24.375930936,2026-04-15 14:12:16.375930936,2026-04-15 14:13:14.294034954,2026-04-15 14:28:00
8000943,5000943,109,3060,2026-06-29 16:12:52.332169760,2026-06-29 16:14:09.332169760,2026-06-29 16:13:45.957582048,2026-06-29 16:23:00
8000944,5000944,109,3004,2026-01-17 15:13:07.646692424,2026-01-17 15:14:44.646692424,2026-01-17 15:15:27.650976863,2026-01-17 15:28:00
8000945,5000945,102,3055,2026-02-24 20:10:08.201308726,2026-02-24 20:10:26.201308726,2026-02-24 20:11:28.280847162,2026-02-24 20:28:00
8000946,5000946,102,3081,2026-06-02 14:11:50.949368172,2026-06-02 14:12:32.949368172,2026-06-02 14:13:12.671207490,2026-06-02 14:33:00
8000947,5000947,103,3063,2026-04-07 17:11:27.687567528,2026-04-07 17:12:42.687567528,2026-04-07 17:11:47.611130136,2026-04-07 17:28:00
8000948,5000948,107,3088,2026-02-01 20:11:09.509145060,2026-02-01 20:11:27.509145060,2026-02-01 20:11:28.715219298,2026-02-01 20:33:00
8000949,5000949,106,3070,2026-02-08 18:13:19.981604387,2026-02-08 18:14:52.981604387,2026-02-08 18:13:31.991425949,2026-02-08 18:28:00
8000950,5000950,109,3068,2026-05-19 22:11:33.237226234,2026-05-19 22:12:31.237226234,2026-05-19 22:11:56.797567902,2026-05-19 22:33:00
8000951,5000951,109,3087,2026-06-05 10:15:18.545065848,2026-06-05 10:15:17.545065848,2026-06-05 10:14:33.545065848,2026-06-05 10:33:00
8000952,5000952,109,3076,2026-03-07 20:16:20.490275722,2026-03-07 20:17:06.490275722,2026-03-07 20:17:44.903367852,2026-03-07 20:28:00
8000953,5000953,101,3046,2026-03-27 18:12:36.575693730,2026-03-27 18:13:10.575693730,2026-03-27 18:13:43.960496322,2026-03-27 18:33:00
8000954,5000954,107,3070,2026-05-22 16:13:11.659920574,2026-05-22 16:14:08.659920574,2026-05-22 16:15:55.346140200,2026-05-22 16:33:00
8000955,5000955,109,3006,2026-02-02 07:10:30.399162646,2026-02-02 07:11:38.399162646,2026-02-02 07:10:25.440628739,2026-02-02 07:33:00
8000956,5000956,110,3064,2026-02-07 16:11:19.711115054,2026-02-07 16:12:43.711115054,2026-02-07 16:14:16.287211542,2026-02-07 16:23:00
8000957,5000957,104,3065,2026-05-21 21:12:22.805830140,2026-05-21 21:13:16.805830140,2026-05-21 21:13:25.020809886,2026-05-21 21:23:00
8000958,5000958,108,3047,2026-02-03 17:11:48.745345668,2026-02-03 17:12:51.745345668,2026-02-03 17:11:51.013819386,2026-02-03 17:28:00
8000959,5000959,105,3011,2026-05-20 07:10:02.279570906,2026-05-20 07:10:48.279570906,2026-05-20 07:09:39.269384598,2026-05-20 07:33:00
8000960,5000960,102,3053,2026-03-31 11:15:04.827074208,2026-03-31 11:15:40.827074208,2026-03-31 11:16:03.581419956,2026-03-31 11:33:00
8000961,5000961,104,3003,2026-06-29 16:09:33.639613472,2026-06-29 16:11:23.639613472,2026-06-29 16:11:54.426931560,2026-06-29 16:28:00
8000962,5000962,103,3090,2026-01-06 20:12:48.292910945,2026-01-06 20:12:52.292910945,2026-01-06 20:13:55.467475679,2026-01-06 20:33:00
8000963,5000963,110,3020,2026-06-21 14:11:27.567733892,2026-06-21 14:11:20.567733892,2026-06-21 14:12:05.207733792,2026-06-21 14:33:00
8000964,5000964,102,3072,2026-02-10 21:14:27.914903462,2026-02-10 21:15:28.914903462,2026-02-10 21:17:11.603231052,2026-02-10 21:23:00
8000965,5000965,102,3003,2026-01-07 20:08:56.089568772,2026-01-07 20:10:46.089568772,2026-01-07 20:10:50.086565976,2026-01-07 20:23:00
8000966,5000966,106,3040,2026-05-12 11:12:09.140006602,2026-05-12 11:12:03.140006602,2026-05-12 11:11:37.530174714,2026-05-12 11:23:00
8000967,5000967,106,3051,2026-04-07 10:13:17.691345483,2026-04-07 10:13:09.691345483,2026-04-07 10:15:18.782947889,2026-04-07 10:23:00
8000968,5000968,106,3073,2026-06-01 22:13:24.572012368,2026-06-01 22:14:40.572012368,2026-06-01 22:14:09.769963878,2026-06-01 22:23:00
8000969,5000969,102,3034,2026-01-20 17:12:46.598231240,2026-01-20 17:13:20.598231240,2026-01-20 17:13:35.629383636,2026-01-20 17:23:00
8000970,5000970,105,3093,2026-01-15 21:09:11.517803417,2026-01-15 21:10:55.517803417,2026-01-15 21:10:49.165226393,2026-01-15 21:28:00
8000971,5000971,110,3021,2026-04-13 22:12:01.699418242,2026-04-13 22:13:46.699418242,2026-04-13 22:13:31.888637424,2026-04-13 22:33:00
8000972,5000972,101,3067,2026-06-09 14:09:49.974540800,2026-06-09 14:10:25.974540800,2026-06-09 14:10:44.175502200,2026-06-09 14:33:00
8000973,5000973,108,3043,2026-03-15 07:12:47.112246414,2026-03-15 07:13:52.112246414,2026-03-15 07:12:40.674222456,2026-03-15 07:28:00
8000974,5000974,102,3055,2026-05-25 22:11:55.643038874,2026-05-25 22:13:09.643038874,2026-05-25 22:13:03.611626608,2026-05-25 22:28:00
8000975,5000975,103,3007,2026-06-14 16:11:01.949092270,2026-06-14 16:11:47.949092270,2026-06-14 16:13:24.575634150,2026-06-14 16:23:00
8000976,5000976,109,3091,2026-06-07 09:15:03.693039150,2026-06-07 09:15:17.693039150,2026-06-07 09:15:48.583263672,2026-06-07 09:23:00
8000977,5000977,103,3070,2026-04-03 16:10:31.239830862,2026-04-03 16:10:48.239830862,2026-04-03 16:12:09.922199664,2026-04-03 16:23:00
8000978,5000978,106,3044,2026-05-07 07:13:21.003102927,2026-05-07 07:13:22.003102927,2026-05-07 07:14:56.948646353,2026-05-07 07:33:00
8000979,5000979,104,3075,2026-04-06 11:10:41.337526094,2026-04-06 11:11:30.337526094,2026-04-06 11:11:06.971295132,2026-04-06 11:33:00
8000980,5000980,107,3079,2026-05-03 12:14:05.476121362,2026-05-03 12:14:37.476121362,2026-05-03 12:15:03.022196532,2026-05-03 12:23:00
8000981,5000981,105,3025,2026-04-13 14:13:08.461025904,2026-04-13 14:13:55.461025904,2026-04-13 14:14:26.662514382,2026-04-13 14:33:00
8000982,5000982,105,3033,2026-04-06 16:10:10.804721166,2026-04-06 16:10:03.804721166,2026-04-06 16:11:23.257307016,2026-04-06 16:23:00
8000983,5000983,109,3064,2026-03-21 21:10:59.564828224,2026-03-21 21:12:23.564828224,2026-03-21 21:12:28.132433304,2026-03-21 21:23:00
8000984,5000984,106,3073,2026-04-29 12:13:04.373434978,2026-04-29 12:13:45.373434978,2026-04-29 12:14:58.238946348,2026-04-29 12:23:00
8000985,5000985,106,3010,2026-05-16 19:09:51.672006464,2026-05-16 19:10:37.672006464,2026-05-16 19:11:13.062409986,2026-05-16 19:28:00
8000986,5000986,109,3015,2026-06-16 23:13:22.864457697,2026-06-16 23:14:51.864457697,2026-06-16 23:14:25.183068875,2026-06-16 23:23:00
8000987,5000987,105,3054,2026-04-21 19:11:42.581757634,2026-04-21 19:12:08.581757634,2026-04-21 19:12:23.430697590,2026-04-21 19:23:00
8000988,5000988,109,3076,2026-01-19 11:12:59.495123882,2026-01-19 11:14:32.495123882,2026-01-19 11:12:54.693594450,2026-01-19 11:23:00
8000989,5000989,108,3012,2026-04-17 18:11:25.535155908,2026-04-17 18:12:01.535155908,2026-04-17 18:13:49.324629378,2026-04-17 18:28:00
8000990,5000990,109,3010,2026-02-27 11:14:37.902862524,2026-02-27 11:15:47.902862524,2026-02-27 11:14:41.333754672,2026-02-27 11:28:00
8000991,5000991,105,3063,2026-01-05 15:10:24.802108964,2026-01-05 15:10:24.802108964,2026-01-05 15:10:04.744041072,2026-01-05 15:28:00
8000992,5000992,106,3091,2026-01-14 17:11:58.149937786,2026-01-14 17:12:22.149937786,2026-01-14 17:13:13.491291066,2026-01-14 17:23:00
8000993,5000993,102,3099,2026-04-18 11:13:46.366561884,2026-04-18 11:15:17.366561884,2026-04-18 11:15:44.583842388,2026-04-18 11:33:00
8000994,5000994,102,3091,2026-06-21 07:12:11.266384352,2026-06-21 07:13:29.266384352,2026-06-21 07:13:31.169417736,2026-06-21 07:23:00
8000995,5000995,102,3066,2026-04-02 21:12:27.913759918,2026-04-02 21:13:04.913759918,2026-04-02 21:13:05.535990690,2026-04-02 21:28:00
8000996,5000996,107,3085,2026-03-22 19:11:32.480058260,2026-03-22 19:11:52.480058260,2026-03-22 19:13:44.434397976,2026-03-22 19:23:00
8000997,5000997,104,3086,2026-01-17 09:08:32.053061056,2026-01-17 09:09:38.053061056,2026-01-17 09:09:36.186653238,2026-01-17 09:33:00
8000998,5000998,103,3026,2026-05-03 13:10:31.545358488,2026-05-03 13:12:24.545358488,2026-05-03 13:12:45.068117940,2026-05-03 13:28:00
8000999,5000999,107,3048,2026-01-11 11:13:23.025247068,2026-01-11 11:15:04.025247068,2026-01-11 11:14:14.866554954,2026-01-11 11:23:00
8001000,5001000,104,3050,2026-06-02 23:11:48.011081532,2026-06-02 23:11:57.011081532,2026-06-02 23:13:08.572890858,2026-06-02 23:23:00
8001001,5001001,102,3026,2026-05-28 23:12:43.428739674,2026-05-28 23:14:12.428739674,2026-05-28 23:13:18.824412294,2026-05-28 23:28:00
8001002,5001002,106,3052,2026-06-29 18:13:32.296091564,2026-06-29 18:14:09.296091564,2026-06-29 18:12:54.296091564,2026-06-29 18:28:00
8001003,5001003,106,3012,2026-02-21 14:13:59.163751900,2026-02-21 14:16:11.163751900,2026-02-21 14:15:38.846244888,2026-02-21 14:23:00
8001004,5001004,102,3079,2026-01-30 07:09:29.436331016,2026-01-30 07:10:41.436331016,2026-01-30 07:10:17.238499548,2026-01-30 07:28:00
8001005,5001005,103,3002,2026-02-24 11:11:20.260163662,2026-02-24 11:12:40.260163662,2026-02-24 11:13:27.940475538,2026-02-24 11:23:00
8001006,5001006,103,3071,2026-05-25 08:09:50.947063286,2026-05-25 08:10:28.947063286,2026-05-25 08:12:18.399414588,2026-05-25 08:28:00
8001007,5001007,107,3042,2026-02-09 20:09:48.781947346,2026-02-09 20:11:29.781947346,2026-02-09 20:11:11.719175220,2026-02-09 20:33:00
8001008,5001008,103,3066,2026-06-10 08:11:24.501174180,2026-06-10 08:12:53.501174180,2026-06-10 08:11:50.188522146,2026-06-10 08:23:00
8001009,5001009,101,3023,2026-01-28 18:14:04.294710118,2026-01-28 18:16:10.294710118,2026-01-28 18:15:38.809124316,2026-01-28 18:33:00
8001010,5001010,103,3067,2026-01-09 23:12:29.080141498,2026-01-09 23:13:31.080141498,2026-01-09 23:14:03.653132790,2026-01-09 23:23:00
8001011,5001011,105,3049,2026-02-09 12:11:38.840001692,2026-02-09 12:12:00.840001692,2026-02-09 12:13:05.316307836,2026-02-09 12:23:00
8001012,5001012,108,3029,2026-05-17 18:13:02.614607596,2026-05-17 18:13:59.614607596,2026-05-17 18:13:32.604852894,2026-05-17 18:23:00
8001013,5001013,101,3081,2026-04-20 21:15:22.458451267,2026-04-20 21:16:22.458451267,2026-04-20 21:14:34.846951163,2026-04-20 21:23:00
8001014,5001014,109,3091,2026-03-06 14:12:11.096611978,2026-03-06 14:12:53.096611978,2026-03-06 14:13:19.198128912,2026-03-06 14:23:00
8001015,5001015,104,3075,2026-04-29 14:09:48.377926068,2026-04-29 14:10:51.377926068,2026-04-29 14:11:32.437819038,2026-04-29 14:23:00
8001016,5001016,104,3001,2026-04-28 10:10:54.361673702,2026-04-28 10:11:22.361673702,2026-04-28 10:12:10.812553086,2026-04-28 10:28:00
8001017,5001017,101,3049,2026-04-11 14:10:46.525461602,2026-04-11 14:12:06.525461602,2026-04-11 14:11:46.572728550,2026-04-11 14:28:00
8001018,5001018,103,3012,2026-04-04 21:11:56.771279650,2026-04-04 21:13:31.771279650,2026-04-04 21:12:48.082399854,2026-04-04 21:23:00
8001019,5001019,105,3032,2026-01-19 18:10:52.823205726,2026-01-19 18:12:37.823205726,2026-01-19 18:12:35.242996722,2026-01-19 18:33:00
8001020,5001020,107,3026,2026-02-17 10:12:32.276131904,2026-02-17 10:13:24.276131904,2026-02-17 10:13:18.077788422,2026-02-17 10:28:00
8001021,5001021,108,3081,2026-04-06 15:11:15.074336332,2026-04-06 15:11:52.074336332,2026-04-06 15:14:24.278201862,2026-04-06 15:23:00
8001022,5001022,106,3066,2026-01-25 19:10:56.056326808,2026-01-25 19:11:35.056326808,2026-01-25 19:12:10.817777016,2026-01-25 19:23:00
8001023,5001023,102,3069,2026-03-28 08:11:46.679154534,2026-03-28 08:13:01.679154534,2026-03-28 08:12:58.058035566,2026-03-28 08:23:00
8001024,5001024,104,3096,2026-01-22 19:11:07.232276234,2026-01-22 19:12:41.232276234,2026-01-22 19:12:45.979273278,2026-01-22 19:33:00
8001025,5001025,108,3020,2026-05-23 10:13:56.813070976,2026-05-23 10:14:51.813070976,2026-05-23 10:15:05.425274531,2026-05-23 10:33:00
8001026,5001026,107,3007,2026-01-19 12:09:29.951436400,2026-01-19 12:11:29.951436400,2026-01-19 12:10:51.124236132,2026-01-19 12:28:00
8001027,5001027,106,3028,2026-01-17 14:12:27.679364254,2026-01-17 14:13:23.679364254,2026-01-17 14:12:48.490412729,2026-01-17 14:23:00
8001028,5001028,106,3099,2026-04-26 15:12:45.851931742,2026-04-26 15:13:13.851931742,2026-04-26 15:12:38.910138522,2026-04-26 15:28:00
8001029,5001029,106,3020,2026-02-09 22:13:54.147827263,2026-02-09 22:15:43.147827263,2026-02-09 22:14:55.514825063,2026-02-09 22:33:00
8001030,5001030,110,3088,2026-03-05 10:09:37.562414930,2026-03-05 10:09:36.562414930,2026-03-05 10:10:38.263935576,2026-03-05 10:28:00
8001031,5001031,106,3075,2026-02-26 11:15:35.833837654,2026-02-26 11:17:39.833837654,2026-02-26 11:16:46.787032716,2026-02-26 11:33:00
8001032,5001032,106,3040,2026-02-09 13:15:27.876717800,2026-02-09 13:15:18.876717800,2026-02-09 13:16:55.178151564,2026-02-09 13:33:00
8001033,5001033,104,3029,2026-05-18 21:11:49.670563692,2026-05-18 21:12:11.670563692,2026-05-18 21:13:43.041359370,2026-05-18 21:28:00
8001034,5001034,105,3038,2026-05-06 23:13:21.444793984,2026-05-06 23:15:19.444793984,2026-05-06 23:15:27.734986122,2026-05-06 23:33:00
8001035,5001035,108,3020,2026-02-13 14:10:18.512393619,2026-02-13 14:11:01.512393619,2026-02-13 14:11:07.285355927,2026-02-13 14:28:00
8001036,5001036,109,3076,2026-05-05 18:12:59.721525922,2026-05-05 18:13:39.721525922,2026-05-05 18:14:42.568538436,2026-05-05 18:28:00
8001037,5001037,108,3011,2026-05-10 22:11:53.662951696,2026-05-10 22:13:38.662951696,2026-05-10 22:11:39.722642658,2026-05-10 22:28:00
8001038,5001038,107,3063,2026-04-08 21:10:08.498217900,2026-04-08 21:10:16.498217900,2026-04-08 21:11:23.839346724,2026-04-08 21:28:00
8001039,5001039,108,3061,2026-04-15 18:12:48.469575286,2026-04-15 18:14:44.469575286,2026-04-15 18:14:43.887116442,2026-04-15 18:33:00
8001040,5001040,101,3080,2026-06-19 16:13:11.052596928,2026-06-19 16:14:08.052596928,2026-06-19 16:13:45.652524924,2026-06-19 16:23:00
8001041,5001041,103,3081,2026-03-24 23:13:42.887567394,2026-03-24 23:15:53.887567394,2026-03-24 23:14:17.641550016,2026-03-24 23:33:00
8001042,5001042,103,3012,2026-03-11 11:11:47.052000810,2026-03-11 11:13:41.052000810,2026-03-11 11:12:56.483803614,2026-03-11 11:28:00
8001043,5001043,107,3030,2026-04-08 13:12:46.069843624,2026-04-08 13:12:34.069843624,2026-04-08 13:14:55.354267247,2026-04-08 13:33:00
8001044,5001044,108,3026,2026-06-01 19:13:59.131609064,2026-06-01 19:16:02.131609064,2026-06-01 19:17:00.902720165,2026-06-01 19:33:00
8001045,5001045,102,3002,2026-05-09 07:13:59.512646834,2026-05-09 07:14:31.512646834,2026-05-09 07:16:32.881106856,2026-05-09 07:23:00
8001046,5001046,102,3100,2026-01-14 15:11:17.714538622,2026-01-14 15:12:45.714538622,2026-01-14 15:11:22.827665256,2026-01-14 15:28:00
8001047,5001047,105,3044,2026-03-25 21:12:13.908295144,2026-03-25 21:13:15.908295144,2026-03-25 21:13:07.106001618,2026-03-25 21:23:00
8001048,5001048,110,3038,2026-05-14 10:13:50.661052116,2026-05-14 10:15:14.661052116,2026-05-14 10:16:38.084047506,2026-05-14 10:23:00
8001049,5001049,101,3011,2026-02-10 20:15:13.007286580,2026-02-10 20:16:13.007286580,2026-02-10 20:17:10.358751756,2026-02-10 20:33:00
8001050,5001050,109,3080,2026-06-28 14:10:27.777550594,2026-06-28 14:11:55.777550594,2026-06-28 14:10:36.513734586,2026-06-28 14:28:00
8001051,5001051,102,3070,2026-05-27 21:12:28.412453539,2026-05-27 21:13:27.412453539,2026-05-27 21:13:59.074643417,2026-05-27 21:28:00
8001052,5001052,103,3013,2026-06-03 17:12:34.410192592,2026-06-03 17:12:40.410192592,2026-06-03 17:12:52.158194058,2026-06-03 17:28:00
8001053,5001053,107,3069,2026-01-15 09:16:16.006252604,2026-01-15 09:16:22.006252604,2026-01-15 09:17:15.235666164,2026-01-15 09:28:00
8001054,5001054,108,3089,2026-04-15 19:11:28.850228756,2026-04-15 19:12:28.850228756,2026-04-15 19:13:50.728449042,2026-04-15 19:28:00
8001055,5001055,109,3005,2026-04-06 07:15:56.049908318,2026-04-06 07:16:43.049908318,2026-04-06 07:17:27.701341542,2026-04-06 07:33:00
8001056,5001056,101,3005,2026-04-24 11:12:23.431870308,2026-04-24 11:14:12.431870308,2026-04-24 11:13:10.579347114,2026-04-24 11:33:00
8001057,5001057,101,3041,2026-06-03 22:12:19.951234228,2026-06-03 22:11:56.951234228,2026-06-03 22:13:55.813118160,2026-06-03 22:23:00
8001058,5001058,105,3025,2026-03-05 21:10:27.239308390,2026-03-05 21:12:37.239308390,2026-03-05 21:12:53.493805968,2026-03-05 21:33:00
8001059,5001059,106,3052,2026-04-07 07:11:20.131375706,2026-04-07 07:11:48.131375706,2026-04-07 07:12:28.233177594,2026-04-07 07:28:00
8001060,5001060,103,3092,2026-05-03 13:10:45.053866604,2026-05-03 13:11:51.053866604,2026-05-03 13:14:09.291694260,2026-05-03 13:28:00
8001061,5001061,107,3077,2026-05-17 08:10:31.048561062,2026-05-17 08:11:47.048561062,2026-05-17 08:12:08.425173972,2026-05-17 08:28:00
8001062,5001062,103,3040,2026-05-20 11:13:10.374599290,2026-05-20 11:15:02.374599290,2026-05-20 11:14:33.999946146,2026-05-20 11:28:00
8001063,5001063,110,3074,2026-03-02 23:13:34.641930360,2026-03-02 23:13:44.641930360,2026-03-02 23:14:40.726935732,2026-03-02 23:28:00
8001064,5001064,102,3020,2026-06-30 10:12:35.013169112,2026-06-30 10:13:44.013169112,2026-06-30 10:12:37.745734296,2026-06-30 10:28:00
8001065,5001065,107,3091,2026-01-02 17:14:53.378080784,2026-01-02 17:15:59.378080784,2026-01-02 17:14:31.458337536,2026-01-02 17:28:00
8001066,5001066,106,3082,2026-03-31 20:14:33.840521972,2026-03-31 20:15:54.840521972,2026-03-31 20:16:13.372142118,2026-03-31 20:23:00
8001067,5001067,102,3034,2026-04-21 21:12:24.566003492,2026-04-21 21:13:17.566003492,2026-04-21 21:13:37.329358620,2026-04-21 21:33:00
8001068,5001068,107,3098,2026-01-12 13:12:20.890307392,2026-01-12 13:12:44.890307392,2026-01-12 13:15:39.154030956,2026-01-12 13:28:00
8001069,5001069,102,3050,2026-03-23 18:09:42.930276438,2026-03-23 18:10:55.930276438,2026-03-23 18:10:36.619826652,2026-03-23 18:28:00
8001070,5001070,106,3096,2026-04-18 15:11:42.823477740,2026-04-18 15:14:03.823477740,2026-04-18 15:12:45.626631708,2026-04-18 15:23:00
8001071,5001071,107,3054,2026-04-20 08:11:19.260145406,2026-04-20 08:13:27.260145406,2026-04-20 08:13:27.393903318,2026-04-20 08:23:00
8001072,5001072,101,3055,2026-01-22 10:12:06.826600328,2026-01-22 10:13:51.826600328,2026-01-22 10:12:42.733238670,2026-01-22 10:28:00
8001073,5001073,103,3089,2026-02-20 19:11:55.222522468,2026-02-20 19:12:12.222522468,2026-02-20 19:12:06.698081118,2026-02-20 19:23:00
8001074,5001074,103,3039,2026-02-14 18:12:07.985070850,2026-02-14 18:13:39.985070850,2026-02-14 18:13:57.722421618,2026-02-14 18:23:00
8001075,5001075,110,3066,2026-04-26 15:14:33.595366508,2026-04-26 15:15:34.595366508,2026-04-26 15:14:31.595366508,2026-04-26 15:28:00
8001076,5001076,103,3086,2026-03-01 20:09:12.221926140,2026-03-01 20:10:24.221926140,2026-03-01 20:10:28.005661476,2026-03-01 20:23:00
8001077,5001077,110,3064,2026-04-14 18:14:25.818685178,2026-04-14 18:15:54.818685178,2026-04-14 18:15:25.614826134,2026-04-14 18:33:00
8001078,5001078,106,3087,2026-05-13 12:11:21.869711412,2026-05-13 12:12:04.869711412,2026-05-13 12:13:06.748211256,2026-05-13 12:33:00
8001079,5001079,110,3049,2026-05-25 11:14:13.380827666,2026-05-25 11:16:09.380827666,2026-05-25 11:15:49.643192190,2026-05-25 11:28:00
8001080,5001080,109,3064,2026-02-03 23:11:41.172453268,2026-02-03 23:12:48.172453268,2026-02-03 23:15:21.141096978,2026-02-03 23:23:00
8001081,5001081,103,3006,2026-06-13 23:12:51.097334272,2026-06-13 23:14:31.097334272,2026-06-13 23:13:44.214171912,2026-06-13 23:28:00
8001082,5001082,106,3087,2026-01-31 07:11:25.608740886,2026-01-31 07:12:29.608740886,2026-01-31 07:11:58.029914256,2026-01-31 07:28:00
8001083,5001083,108,3014,2026-01-04 20:10:16.921667364,2026-01-04 20:12:08.921667364,2026-01-04 20:14:20.287076838,2026-01-04 20:28:00
8001084,5001084,101,3062,2026-01-09 09:13:11.850086556,2026-01-09 09:13:21.850086556,2026-01-09 09:14:31.856121209,2026-01-09 09:28:00
8001085,5001085,107,3095,2026-02-06 21:14:40.422658534,2026-02-06 21:14:23.422658534,2026-02-06 21:14:42.566011980,2026-02-06 21:28:00
8001086,5001086,105,3055,2026-06-08 17:12:22.160244526,2026-06-08 17:14:39.160244526,2026-06-08 17:12:50.323476660,2026-06-08 17:28:00
8001087,5001087,101,3057,2026-02-07 18:11:40.013528834,2026-02-07 18:12:10.013528834,2026-02-07 18:12:31.996495158,2026-02-07 18:23:00
8001088,5001088,109,3055,2026-05-06 18:13:06.934361402,2026-05-06 18:14:42.934361402,2026-05-06 18:13:18.553692144,2026-05-06 18:33:00
8001089,5001089,103,3057,2026-03-17 17:12:38.848695234,2026-03-17 17:13:00.848695234,2026-03-17 17:13:04.896442746,2026-03-17 17:23:00
8001090,5001090,109,3054,2026-01-08 11:12:26.893486254,2026-01-08 11:13:39.893486254,2026-01-08 11:12:32.367721602,2026-01-08 11:28:00
8001091,5001091,103,3094,2026-03-22 20:12:57.121289516,2026-03-22 20:14:53.121289516,2026-03-22 20:13:52.416268272,2026-03-22 20:23:00
8001092,5001092,106,3084,2026-01-06 16:11:38.588687672,2026-01-06 16:12:49.588687672,2026-01-06 16:13:00.223646387,2026-01-06 16:23:00
8001093,5001093,104,3051,2026-03-28 16:09:21.048040864,2026-03-28 16:10:26.048040864,2026-03-28 16:10:01.872897654,2026-03-28 16:28:00
8001094,5001094,109,3013,2026-04-12 12:14:07.763218456,2026-04-12 12:14:51.763218456,2026-04-12 12:14:42.910600464,2026-04-12 12:23:00
8001095,5001095,110,3035,2026-04-05 07:11:16.402953636,2026-04-05 07:13:21.402953636,2026-04-05 07:12:29.140841484,2026-04-05 07:33:00
8001096,5001096,108,3053,2026-02-21 16:13:05.980307606,2026-02-21 16:14:07.980307606,2026-02-21 16:14:23.349499800,2026-02-21 16:23:00
8001097,5001097,109,3005,2026-05-19 12:13:37.557078288,2026-05-19 12:14:35.557078288,2026-05-19 12:16:27.935467752,2026-05-19 12:33:00
8001098,5001098,108,3043,2026-04-19 18:12:05.538301466,2026-04-19 18:12:54.538301466,2026-04-19 18:13:07.655840934,2026-04-19 18:28:00
8001099,5001099,103,3070,2026-02-16 13:09:19.270388012,2026-02-16 13:09:30.270388012,2026-02-16 13:09:39.747836874,2026-02-16 13:23:00
8001100,5001100,110,3096,2026-03-20 23:11:52.908905828,2026-03-20 23:12:01.908905828,2026-03-20 23:12:53.961545280,2026-03-20 23:33:00
8001101,5001101,106,3022,2026-01-20 18:11:39.298389990,2026-01-20 18:13:10.298389990,2026-01-20 18:12:59.464208688,2026-01-20 18:33:00
8001102,5001102,104,3057,2026-06-17 14:11:46.828753550,2026-06-17 14:12:47.828753550,2026-06-17 14:12:16.093521390,2026-06-17 14:33:00
8001103,5001103,102,3067,2026-05-17 19:10:54.581392328,2026-05-17 19:11:58.581392328,2026-05-17 19:11:38.623573026,2026-05-17 19:23:00
8001104,5001104,108,3098,2026-02-22 18:13:15.433526610,2026-02-22 18:15:14.433526610,2026-02-22 18:13:54.619082784,2026-02-22 18:23:00
8001105,5001105,103,3012,2026-05-03 17:07:56.841714406,2026-05-03 17:09:21.841714406,2026-05-03 17:09:13.840327194,2026-05-03 17:33:00
8001106,5001106,107,3099,2026-05-03 16:14:50.969349700,2026-05-03 16:16:19.969349700,2026-05-03 16:16:04.928418696,2026-05-03 16:28:00
8001107,5001107,101,3042,2026-04-21 22:10:29.194026122,2026-04-21 22:13:02.194026122,2026-04-21 22:10:54.326090610,2026-04-21 22:33:00
8001108,5001108,107,3053,2026-01-10 12:10:08.010762183,2026-01-10 12:10:59.010762183,2026-01-10 12:11:09.103312091,2026-01-10 12:28:00
8001109,5001109,107,3027,2026-06-09 14:14:00.206914524,2026-06-09 14:15:56.206914524,2026-06-09 14:15:10.499860638,2026-06-09 14:23:00
8001110,5001110,106,3047,2026-06-23 11:14:06.953090164,2026-06-23 11:15:39.953090164,2026-06-23 11:15:51.444649926,2026-06-23 11:23:00
8001111,5001111,107,3045,2026-06-26 16:11:10.793111690,2026-06-26 16:12:30.793111690,2026-06-26 16:11:47.174923812,2026-06-26 16:23:00
8001112,5001112,110,3022,2026-06-27 23:12:57.351290982,2026-06-27 23:14:15.351290982,2026-06-27 23:13:43.218421380,2026-06-27 23:28:00
8001113,5001113,109,3093,2026-06-18 17:11:51.744940946,2026-06-18 17:12:58.744940946,2026-06-18 17:12:19.160226456,2026-06-18 17:33:00
8001114,5001114,105,3076,2026-05-14 10:09:47.227302442,2026-05-14 10:11:33.227302442,2026-05-14 10:10:12.506885616,2026-05-14 10:28:00
8001115,5001115,109,3015,2026-01-11 22:14:59.046749992,2026-01-11 22:15:48.046749992,2026-01-11 22:14:34.046749992,2026-01-11 22:33:00
