store_id,product_id,location_id,aisle_id,shelf_id,rack_position,zone,distance_from_packing_m
103,10210,1210,A07,S04,R02,Frozen,6.68
103,10211,1211,A10,S03,R01,Bakery,5.58
103,10212,1212,A11,S03,R04,Beverages,9.58
103,10213,1213,A02,S06,R04,Household,4.57
103,10214,1214,A06,S01,R04,Fruits,41.8
103,10215,1215,A02,S04,R03,Household,17.11
103,10216,1216,A06,S01,R04,Vegetables,22.85
103,10217,1217,A04,S02,R03,Staples,29.82
103,10218,1218,A10,S07,R04,Snacks,30.17
103,10219,1219,A03,S03,R04,Snacks,38.28
103,10220,1220,A12,S03,R02,Bakery,19.54
103,10221,1221,A11,S07,R04,Beverages,23.0
103,10222,1222,A10,S03,R03,Staples,17.41
103,10223,1223,A09,S02,R04,Dairy,13.67
103,10224,1224,A05,S05,R03,Household,12.92
103,10225,1225,A06,S05,R02,Beverages,17.5
103,10226,1226,A10,S02,R05,Household,22.1
103,10227,1227,A07,S04,R05,Personal Care,22.58
103,10228,1228,A05,S05,R01,Beverages,16.68
103,10229,1229,A02,S01,R05,Vegetables,5.92
103,10230,1230,A10,S04,R02,Personal Care,38.11
103,10231,1231,A03,S01,R03,Bakery,18.66
103,10232,1232,A09,S05,R05,Snacks,18.07
103,10233,1233,A04,S02,R03,Dairy,21.83
103,10234,1234,A03,S02,R01,Personal Care,29.46
103,10235,1235,A12,S04,R04,Personal Care,35.04
103,10236,1236,A10,S06,R05,Dairy,33.17
103,10237,1237,A11,S04,R01,Household,14.83
103,10238,1238,A12,S05,R01,Beverages,16.03
103,10239,1239,A11,S07,R05,Household,35.64
103,10240,1240,A05,S03,R01,Dairy,11.19
103,10241,1241,A03,S01,R03,Bakery,12.98
103,10242,1242,A09,S02,R04,Beverages,25.67
103,10243,1243,A08,S03,R01,Bakery,5.0
103,10244,1244,A05,S07,R04,Vegetables,7.66
103,10245,1245,A03,S06,R04,Personal Care,23.12
103,10246,1246,A09,S06,R04,Bakery,7.78
103,10247,1247,A11,S07,R05,Personal Care,32.35
103,10248,1248,A07,S07,R04,Bakery,5.64
103,10249,1249,A06,S05,R04,Bakery,32.19
103,10250,1250,A05,S03,R01,Snacks,17.73
103,10251,1251,A02,S04,R02,Household,29.06
103,10252,1252,A03,S07,R01,Bakery,33.15
103,10253,1253,A11,S02,R05,Fruits,40.78
103,10254,1254,A02,S03,R03,Frozen,25.04
103,10255,1255,A04,S01,R01,Frozen,41.73
103,10256,1256,A12,S06,R03,Snacks,15.87
103,10257,1257,A04,S02,R02,Beverages,10.02
103,10258,1258,A08,S03,R05,Vegetables,15.98
103,10259,1259,A08,S01,R03,Personal Care,40.19
103,10260,1260,A07,S03,R01,Snacks,35.92
103,10261,1261,A09,S03,R05,Fruits,37.86
103,10262,1262,A04,S01,R05,Dairy,18.79
103,10263,1263,A05,S04,R05,Bakery,16.2
103,10264,1264,A08,S03,R05,Frozen,24.44
103,10265,1265,A04,S07,R03,Beverages,30.5
103,10266,1266,A05,S01,R02,Beverages,24.15
103,10267,1267,A10,S07,R03,Beverages,6.2
103,10268,1268,A02,S04,R02,Household,4.2
103,10269,1269,A04,S04,R02,Dairy,27.83
103,10270,1270,A06,S03,R05,Dairy,41.5
103,10271,1271,A01,S04,R05,Fruits,7.14
103,10272,1272,A08,S07,R04,Beverages,11.88
103,10273,1273,A07,S03,R05,Personal Care,25.48
103,10274,1274,A03,S04,R02,Beverages,37.54
103,10275,1275,A08,S05,R02,Beverages,15.84
103,10276,1276,A03,S05,R04,Frozen,33.75
103,10277,1277,A07,S05,R05,Bakery,32.22
103,10278,1278,A12,S06,R05,Snacks,25.66
103,10279,1279,A07,S07,R03,Snacks,12.54
103,10280,1280,A05,S01,R03,Beverages,24.17
103,10281,1281,A09,S01,R05,Staples,9.51
103,10282,1282,A08,S02,R02,Fruits,19.22
103,10283,1283,A01,S04,R01,Frozen,39.01
103,10284,1284,A10,S07,R03,Vegetables,12.98
103,10285,1285,A08,S07,R04,Snacks,7.46
103,10286,1286,A07,S01,R05,Snacks,37.26
103,10287,1287,A11,S07,R01,Staples,6.42
103,10288,1288,A05,S04,R04,Beverages,15.31
103,10289,1289,A03,S03,R02,Fruits,30.92
103,10290,1290,A10,S07,R05,Dairy,28.25
103,10291,1291,A01,S04,R04,Vegetables,32.94
103,10292,1292,A09,S06,R01,Staples,26.18
103,10293,1293,A12,S02,R04,Dairy,19.41
103,10294,1294,A03,S02,R04,Staples,36.44
103,10295,1295,A03,S04,R01,Snacks,36.53
103,10296,1296,A09,S05,R05,Bakery,29.69
103,10297,1297,A07,S07,R01,Vegetables,27.56
103,10298,1298,A09,S04,R02,Snacks,33.68
103,10299,1299,A01,S02,R03,Vegetables,39.34
103,10300,1300,A06,S03,R05,Bakery,21.77
103,10301,1301,A09,S03,R03,Personal Care,37.25
103,10302,1302,A09,S02,R05,Personal Care,18.79
103,10303,1303,A06,S03,R04,Bakery,14.22
103,10304,1304,A08,S03,R03,Fruits,35.71
103,10305,1305,A03,S02,R03,Fruits,29.84
103,10306,1306,A04,S07,R01,Personal Care,21.91
103,10307,1307,A09,S07,R02,Household,28.65
103,10308,1308,A10,S07,R05,Household,26.69
103,10309,1309,A01,S01,R04,Frozen,11.8
103,10310,1310,A10,S05,R05,Household,9.65
103,10311,1311,A10,S02,R01,Vegetables,10.68
103,10312,1312,A04,S01,R04,Bakery,38.62
103,10313,1313,A06,S02,R03,Personal Care,33.83
103,10314,1314,A04,S04,R02,Frozen,20.45
103,10315,1315,A10,S05,R03,Frozen,15.19
103,10316,1316,A09,S01,R05,Fruits,39.48
103,10317,1317,A06,S05,R01,Fruits,8.81
103,10318,1318,A07,S02,R02,Dairy,13.22
103,10319,1319,A10,S05,R04,Bakery,27.74
103,10320,1320,A03,S04,R05,Snacks,18.25
103,10321,1321,A01,S04,R05,Snacks,33.17
103,10322,1322,A11,S07,R03,Vegetables,17.89
103,10323,1323,A04,S05,R01,Vegetables,28.22
103,10324,1324,A11,S04,R04,Staples,9.58
103,10325,1325,A08,S06,R02,Beverages,34.2
103,10326,1326,A03,S02,R04,Staples,13.08
103,10327,1327,A02,S05,R04,Frozen,19.4
103,10328,1328,A12,S07,R03,Vegetables,18.11
103,10329,1329,A06,S06,R03,Fruits,29.74
103,10330,1330,A08,S06,R03,Frozen,38.81
103,10331,1331,A09,S03,R01,Personal Care,5.85
103,10332,1332,A05,S01,R04,Fruits,9.89
103,10333,1333,A09,S07,R03,Personal Care,22.86
103,10334,1334,A02,S01,R03,Snacks,6.37
103,10335,1335,A12,S02,R02,Frozen,27.17
103,10336,1336,A12,S03,R02,Fruits,40.15
103,10337,1337,A01,S05,R01,Frozen,8.9
103,10338,1338,A07,S02,R01,Frozen,9.32
103,10339,1339,A06,S01,R02,Bakery,30.51
103,10340,1340,A10,S01,R03,Bakery,37.81
103,10341,1341,A10,S04,R03,Snacks,32.35
103,10342,1342,A06,S02,R01,Dairy,35.21
103,10343,1343,A09,S06,R04,Fruits,8.25
103,10344,1344,A01,S06,R03,Beverages,32.52
103,10345,1345,A07,S04,R05,Frozen,28.49
103,10346,1346,A10,S02,R01,Frozen,5.23
103,10347,1347,A10,S03,R02,Bakery,39.75
103,10348,1348,A02,S03,R02,Staples,36.8
103,10349,1349,A08,S01,R03,Dairy,5.01
103,10350,1350,A04,S05,R04,Household,5.71
103,10351,1351,A11,S07,R01,Staples,30.32
103,10352,1352,A12,S04,R01,Staples,15.2
103,10353,1353,A01,S01,R05,Fruits,6.73
103,10354,1354,A11,S03,R03,Staples,9.4
103,10355,1355,A03,S03,R02,Bakery,38.26
103,10356,1356,A05,S04,R03,Snacks,12.97
103,10357,1357,A06,S05,R02,Beverages,28.3
103,10358,1358,A01,S01,R01,Vegetables,10.24
103,10359,1359,A06,S04,R03,Dairy,16.76
103,10360,1360,A02,S03,R02,Household,27.12
103,10361,1361,A09,S06,R03,Vegetables,30.74
103,10362,1362,A03,S07,R01,Personal Care,29.14
103,10363,1363,A03,S07,R01,Beverages,36.16
103,10364,1364,A11,S04,R01,Vegetables,34.34
103,10365,1365,A01,S02,R05,Staples,22.2
103,10366,1366,A12,S03,R05,Dairy,18.35
103,10367,1367,A11,S02,R03,Household,34.51
103,10368,1368,A07,S04,R02,Household,24.88
103,10369,1369,A05,S02,R03,Vegetables,6.93
103,10370,1370,A08,S02,R03,Fruits,33.0
103,10371,1371,A09,S03,R05,Dairy,11.24
103,10372,1372,A02,S07,R03,Frozen,4.65
103,10373,1373,A07,S02,R01,Frozen,27.06
103,10374,1374,A02,S07,R03,Fruits,39.41
103,10375,1375,A11,S01,R05,Dairy,23.12
103,10376,1376,A02,S02,R01,Bakery,9.49
103,10377,1377,A04,S03,R01,Dairy,10.62
103,10378,1378,A03,S07,R02,Staples,22.71
103,10379,1379,A10,S01,R03,Staples,36.76
103,10380,1380,A05,S06,R02,Bakery,22.15
103,10381,1381,A01,S01,R05,Household,11.16
103,10382,1382,A03,S01,R05,Bakery,23.04
103,10383,1383,A08,S06,R04,Vegetables,40.62
103,10384,1384,A10,S01,R01,Snacks,27.2
103,10385,1385,A10,S04,R03,Household,6.48
103,10386,1386,A09,S04,R03,Staples,28.21
103,10387,1387,A08,S03,R01,Dairy,14.96
103,10388,1388,A12,S01,R01,Bakery,37.34
103,10389,1389,A10,S02,R01,Fruits,10.88
103,10390,1390,A10,S01,R02,Vegetables,21.95
103,10391,1391,A07,S01,R04,Frozen,34.18
103,10392,1392,A10,S06,R04,Household,23.47
103,10393,1393,A03,S05,R05,Vegetables,29.01
103,10394,1394,A08,S05,R01,Frozen,40.43
103,10395,1395,A03,S04,R01,Beverages,15.51
103,10396,1396,A01,S06,R02,Snacks,13.06
103,10397,1397,A03,S06,R05,Beverages,32.23
103,10398,1398,A09,S07,R03,Bakery,8.19
103,10399,1399,A07,S03,R05,Frozen,12.69
103,10400,1400,A09,S03,R04,Dairy,14.93
103,10401,1401,A08,S03,R04,Bakery,24.44
103,10402,1402,A01,S03,R05,Fruits,13.79
103,10403,1403,A02,S03,R02,Fruits,17.1
103,10404,1404,A10,S04,R01,Bakery,17.43
103,10405,1405,A11,S01,R05,Dairy,34.36
103,10406,1406,A02,S05,R04,Personal Care,28.94
103,10407,1407,A02,S05,R01,Frozen,28.18
103,10408,1408,A09,S01,R01,Bakery,12.64
103,10409,1409,A10,S03,R04,Fruits,9.02
103,10410,1410,A05,S02,R05,Snacks,7.74
103,10411,1411,A08,S02,R03,Frozen,25.88
103,10412,1412,A12,S05,R02,Personal Care,31.71
103,10413,1413,A09,S06,R04,Household,28.05
103,10414,1414,A09,S04,R02,Snacks,32.73
103,10415,1415,A09,S02,R01,Beverages,28.94
103,10416,1416,A10,S06,R02,Bakery,11.24
103,10417,1417,A07,S01,R04,Staples,17.74
103,10418,1418,A04,S07,R02,Staples,24.44
103,10419,1419,A10,S01,R01,Dairy,18.3
103,10420,1420,A06,S02,R05,Household,16.23
103,10421,1421,A12,S06,R01,Dairy,4.67
103,10422,1422,A07,S04,R05,Household,36.29
103,10423,1423,A07,S03,R01,Staples,28.19
103,10424,1424,A06,S01,R02,Bakery,36.23
103,10425,1425,A02,S05,R05,Beverages,39.36
103,10426,1426,A12,S07,R01,Bakery,25.06
103,10427,1427,A03,S01,R01,Snacks,24.66
103,10428,1428,A08,S01,R01,Frozen,18.87
103,10429,1429,A03,S01,R04,Dairy,20.36
103,10430,1430,A10,S07,R03,Vegetables,33.02
103,10431,1431,A05,S01,R01,Frozen,11.12
103,10432,1432,A09,S05,R02,Vegetables,26.56
103,10433,1433,A04,S07,R04,Bakery,16.55
103,10434,1434,A12,S03,R04,Beverages,19.1
103,10435,1435,A11,S02,R01,Snacks,18.55
103,10436,1436,A02,S04,R02,Personal Care,23.83
103,10437,1437,A08,S04,R01,Vegetables,15.11
103,10438,1438,A04,S05,R05,Frozen,13.4
103,10439,1439,A08,S06,R04,Snacks,24.28
103,10440,1440,A02,S04,R04,Fruits,8.71
103,10441,1441,A01,S07,R01,Frozen,11.5
103,10442,1442,A03,S01,R02,Frozen,33.98
103,10443,1443,A07,S05,R01,Beverages,31.07
103,10444,1444,A05,S06,R02,Dairy,7.97
103,10445,1445,A04,S04,R02,Snacks,27.57
103,10446,1446,A03,S06,R05,Snacks,39.49
103,10447,1447,A08,S04,R02,Bakery,29.04
103,10448,1448,A12,S06,R03,Personal Care,21.65
103,10449,1449,A02,S06,R02,Staples,16.09
103,10450,1450,A04,S05,R05,Bakery,22.91
103,10451,1451,A05,S02,R02,Household,25.07
103,10452,1452,A06,S04,R05,Bakery,14.65
103,10453,1453,A02,S04,R05,Household,20.54
103,10454,1454,A11,S01,R04,Beverages,15.79
103,10455,1455,A10,S05,R01,Dairy,32.28
103,10456,1456,A02,S01,R02,Frozen,7.26
103,10457,1457,A11,S04,R02,Bakery,8.75
103,10458,1458,A02,S01,R04,Snacks,30.99
103,10459,1459,A08,S03,R01,Bakery,33.21
103,10460,1460,A03,S04,R04,Frozen,36.95
103,10461,1461,A10,S01,R02,Household,4.86
103,10462,1462,A01,S06,R05,Staples,4.08
103,10463,1463,A06,S06,R01,Beverages,23.5
103,10464,1464,A08,S01,R02,Beverages,19.93
103,10465,1465,A02,S04,R02,Personal Care,39.88
103,10466,1466,A11,S04,R03,Household,14.89
103,10467,1467,A01,S02,R02,Staples,36.22
103,10468,1468,A09,S03,R03,Dairy,26.7
103,10469,1469,A06,S02,R04,Personal Care,4.86
103,10470,1470,A06,S06,R04,Bakery,33.2
103,10471,1471,A01,S07,R04,Fruits,6.98
103,10472,1472,A12,S02,R03,Staples,33.22
103,10473,1473,A10,S07,R05,Fruits,21.94
103,10474,1474,A08,S03,R01,Household,30.65
103,10475,1475,A06,S02,R01,Beverages,18.41
103,10476,1476,A10,S03,R01,Fruits,12.51
103,10477,1477,A04,S03,R04,Vegetables,6.32
103,10478,1478,A08,S03,R05,Snacks,30.27
103,10479,1479,A03,S04,R05,Household,12.96
103,10480,1480,A02,S04,R01,Personal Care,38.78
103,10481,1481,A03,S07,R01,Frozen,30.92
103,10482,1482,A05,S03,R01,Staples,18.5
103,10483,1483,A10,S02,R02,Household,16.45
103,10484,1484,A06,S03,R02,Personal Care,8.47
103,10485,1485,A06,S07,R02,Fruits,32.82
103,10486,1486,A03,S05,R02,Beverages,6.99
103,10487,1487,A07,S01,R04,Bakery,21.92
103,10488,1488,A02,S04,R02,Vegetables,20.01
103,10489,1489,A08,S07,R01,Frozen,19.85
103,10490,1490,A04,S01,R01,Beverages,4.07
103,10491,1491,A03,S05,R03,Bakery,18.82
103,10492,1492,A07,S06,R03,Personal Care,8.39
103,10493,1493,A05,S07,R04,Frozen,4.63
103,10494,1494,A07,S03,R05,Staples,23.66
103,10495,1495,A01,S04,R04,Fruits,21.85
103,10496,1496,A12,S03,R05,Beverages,12.03
103,10497,1497,A08,S03,R02,Snacks,18.04
103,10498,1498,A10,S01,R04,Fruits,13.92
103,10499,1499,A09,S02,R01,Fruits,32.19
103,10500,1500,A05,S01,R03,Fruits,40.21
104,10001,1501,A04,S02,R03,Snacks,13.56
104,10002,1502,A09,S02,R01,Frozen,27.65
104,10003,1503,A12,S02,R01,Household,26.61
104,10004,1504,A05,S03,R01,Household,12.2
104,10005,1505,A07,S01,R02,Household,17.25
104,10006,1506,A09,S03,R05,Household,24.09
104,10007,1507,A08,S05,R02,Snacks,18.09
104,10008,1508,A10,S03,R03,Bakery,17.35
104,10009,1509,A03,S05,R04,Staples,27.16
104,10010,1510,A05,S02,R05,Beverages,26.96
104,10011,1511,A05,S07,R03,Snacks,13.6
104,10012,1512,A08,S02,R01,Vegetables,27.69
104,10013,1513,A06,S03,R02,Bakery,16.94
104,10014,1514,A07,S01,R05,Frozen,10.09
104,10015,1515,A10,S07,R01,Household,19.24
104,10016,1516,A05,S07,R04,Personal Care,20.55
104,10017,1517,A05,S02,R01,Beverages,8.24
104,10018,1518,A11,S06,R02,Staples,22.0
104,10019,1519,A05,S06,R02,Snacks,10.71
104,10020,1520,A07,S04,R05,Beverages,12.71
104,10021,1521,A08,S06,R01,Beverages,12.07
104,10022,1522,A08,S03,R01,Fruits,28.23
104,10023,1523,A05,S05,R03,Dairy,29.52
104,10024,1524,A05,S01,R04,Snacks,17.17
104,10025,1525,A10,S05,R05,Staples,14.15
104,10026,1526,A03,S06,R01,Dairy,6.59
104,10027,1527,A06,S04,R04,Staples,30.32
104,10028,1528,A10,S01,R01,Staples,12.08
104,10029,1529,A12,S04,R04,Fruits,14.76
104,10030,1530,A06,S05,R01,Personal Care,17.86
104,10031,1531,A05,S06,R05,Bakery,13.92
104,10032,1532,A06,S01,R01,Household,22.99
104,10033,1533,A12,S02,R04,Household,28.46
104,10034,1534,A07,S07,R01,Vegetables,18.57
104,10035,1535,A09,S05,R05,Dairy,25.26
104,10036,1536,A11,S02,R01,Frozen,17.32
104,10037,1537,A04,S03,R01,Beverages,11.65
104,10038,1538,A07,S01,R01,Staples,14.98
104,10039,1539,A03,S07,R04,Personal Care,27.78
104,10040,1540,A02,S01,R02,Household,9.99
104,10041,1541,A08,S07,R05,Household,18.49
104,10042,1542,A12,S06,R03,Bakery,12.08
104,10043,1543,A11,S06,R01,Vegetables,22.75
104,10044,1544,A01,S04,R03,Beverages,27.53
104,10045,1545,A04,S04,R01,Beverages,5.25
104,10046,1546,A04,S04,R03,Dairy,22.05
104,10047,1547,A06,S01,R02,Snacks,22.42
104,10048,1548,A11,S02,R03,Bakery,26.09
104,10049,1549,A10,S03,R05,Household,19.91
104,10050,1550,A01,S05,R04,Personal Care,18.48
104,10051,1551,A02,S02,R04,Frozen,21.5
104,10052,1552,A05,S07,R04,Household,8.01
104,10053,1553,A07,S07,R02,Vegetables,23.55
104,10054,1554,A12,S01,R05,Frozen,13.79
104,10055,1555,A08,S05,R05,Beverages,24.78
104,10056,1556,A06,S06,R05,Vegetables,6.42
104,10057,1557,A05,S03,R01,Frozen,7.18
104,10058,1558,A04,S06,R02,Vegetables,29.35
104,10059,1559,A11,S06,R01,Dairy,22.93
104,10060,1560,A02,S02,R01,Beverages,31.25
104,10061,1561,A11,S04,R03,Household,26.75
104,10062,1562,A12,S04,R01,Bakery,37.21
104,10063,1563,A04,S03,R01,Beverages,21.71
104,10064,1564,A07,S06,R03,Bakery,31.38
104,10065,1565,A02,S03,R02,Personal Care,15.0
104,10066,1566,A01,S02,R01,Beverages,10.36
104,10067,1567,A06,S07,R05,Vegetables,17.67
104,10068,1568,A09,S03,R02,Fruits,20.16
104,10069,1569,A09,S07,R02,Snacks,20.18
104,10070,1570,A08,S02,R01,Personal Care,31.37
104,10071,1571,A12,S03,R02,Frozen,17.87
104,10072,1572,A09,S02,R01,Beverages,37.7
104,10073,1573,A08,S01,R01,Bakery,20.3
104,10074,1574,A04,S07,R02,Staples,27.5
104,10075,1575,A10,S03,R04,Personal Care,34.14
104,10076,1576,A06,S05,R02,Household,24.83
104,10077,1577,A02,S02,R03,Dairy,17.56
104,10078,1578,A10,S05,R01,Vegetables,17.72
104,10079,1579,A06,S07,R05,Household,21.1
104,10080,1580,A07,S04,R03,Staples,18.64
104,10081,1581,A01,S02,R05,Beverages,35.95
104,10082,1582,A09,S05,R02,Staples,26.57
104,10083,1583,A12,S03,R03,Staples,21.46
104,10084,1584,A09,S04,R04,Vegetables,13.08
104,10085,1585,A07,S04,R03,Staples,31.36
104,10086,1586,A08,S06,R03,Fruits,12.96
104,10087,1587,A04,S03,R05,Fruits,13.72
104,10088,1588,A11,S03,R02,Personal Care,5.19
104,10089,1589,A10,S07,R01,Personal Care,26.88
104,10090,1590,A02,S07,R05,Bakery,41.77
104,10091,1591,A07,S04,R03,Staples,13.33
104,10092,1592,A09,S04,R02,Bakery,7.63
104,10093,1593,A08,S05,R05,Staples,11.59
104,10094,1594,A12,S03,R03,Dairy,9.24
104,10095,1595,A05,S06,R04,Household,33.68
104,10096,1596,A05,S05,R04,Household,34.48
104,10097,1597,A05,S02,R05,Household,19.45
104,10098,1598,A07,S01,R05,Personal Care,5.79
104,10099,1599,A10,S01,R01,Beverages,35.39
104,10100,1600,A09,S03,R04,Household,36.8
104,10101,1601,A05,S05,R01,Fruits,34.24
104,10102,1602,A05,S03,R03,Household,13.25
104,10103,1603,A07,S04,R02,Snacks,17.81
104,10104,1604,A11,S02,R04,Beverages,37.0
104,10105,1605,A02,S01,R03,Snacks,20.29
104,10106,1606,A12,S06,R02,Snacks,13.29
104,10107,1607,A02,S04,R04,Dairy,31.07
104,10108,1608,A05,S04,R03,Bakery,24.66
104,10109,1609,A11,S03,R02,Fruits,36.86
104,10110,1610,A09,S04,R03,Bakery,29.7
104,10111,1611,A12,S01,R05,Beverages,14.74
104,10112,1612,A07,S06,R03,Personal Care,28.53
104,10113,1613,A01,S03,R04,Personal Care,16.17
104,10114,1614,A03,S02,R01,Beverages,14.07
104,10115,1615,A04,S07,R02,Staples,35.3
104,10116,1616,A12,S02,R02,Snacks,24.31
104,10117,1617,A11,S03,R03,Dairy,27.63
104,10118,1618,A04,S04,R03,Household,13.02
104,10119,1619,A05,S05,R05,Snacks,36.65
104,10120,1620,A04,S05,R03,Personal Care,38.18
104,10121,1621,A08,S02,R01,Snacks,15.48
104,10122,1622,A11,S06,R04,Snacks,35.16
104,10123,1623,A02,S03,R05,Dairy,6.84
104,10124,1624,A10,S01,R02,Snacks,12.03
104,10125,1625,A01,S04,R05,Household,14.29
104,10126,1626,A03,S07,R03,Vegetables,18.08
104,10127,1627,A08,S07,R03,Personal Care,11.03
104,10128,1628,A07,S07,R02,Dairy,16.19
104,10129,1629,A09,S03,R02,Vegetables,10.77
104,10130,1630,A11,S07,R05,Beverages,35.12
104,10131,1631,A05,S05,R02,Frozen,14.3
104,10132,1632,A10,S05,R01,Fruits,15.71
104,10133,1633,A03,S05,R03,Fruits,21.43
104,10134,1634,A07,S01,R05,Beverages,17.41
104,10135,1635,A09,S03,R02,Frozen,10.91
104,10136,1636,A04,S05,R02,Staples,34.56
104,10137,1637,A12,S04,R04,Dairy,35.52
104,10138,1638,A02,S02,R04,Fruits,9.05
104,10139,1639,A09,S01,R04,Staples,40.81
104,10140,1640,A02,S05,R04,Dairy,38.0
104,10141,1641,A03,S03,R04,Staples,21.4
104,10142,1642,A06,S06,R03,Fruits,18.81
104,10143,1643,A06,S04,R02,Frozen,36.24
104,10144,1644,A07,S04,R03,Fruits,21.8
104,10145,1645,A01,S01,R03,Beverages,14.94
104,10146,1646,A07,S01,R01,Personal Care,22.98
104,10147,1647,A06,S04,R04,Bakery,36.57
104,10148,1648,A03,S06,R02,Snacks,24.13
104,10149,1649,A07,S06,R03,Snacks,23.03
104,10150,1650,A06,S05,R01,Household,7.79
104,10151,1651,A01,S05,R01,Frozen,30.21
104,10152,1652,A10,S07,R05,Personal Care,10.66
104,10153,1653,A12,S01,R01,Beverages,13.59
104,10154,1654,A05,S07,R03,Beverages,37.2
104,10155,1655,A07,S02,R03,Beverages,7.03
104,10156,1656,A08,S05,R02,Staples,29.33
104,10157,1657,A09,S01,R01,Vegetables,21.23
104,10158,1658,A06,S06,R05,Bakery,15.86
104,10159,1659,A03,S03,R05,Vegetables,17.71
104,10160,1660,A08,S07,R03,Dairy,35.44
104,10161,1661,A09,S05,R02,Bakery,40.91
104,10162,1662,A05,S06,R04,Dairy,8.73
104,10163,1663,A09,S07,R03,Household,6.9
104,10164,1664,A11,S01,R05,Household,12.98
104,10165,1665,A06,S02,R03,Personal Care,29.94
104,10166,1666,A01,S06,R01,Beverages,5.76
104,10167,1667,A06,S01,R05,Household,4.31
104,10168,1668,A02,S06,R05,Bakery,40.99
104,10169,1669,A02,S03,R01,Frozen,20.4
104,10170,1670,A06,S01,R01,Snacks,10.47
104,10171,1671,A10,S06,R05,Frozen,10.44
104,10172,1672,A03,S04,R04,Bakery,14.73
104,10173,1673,A04,S03,R02,Beverages,13.64
104,10174,1674,A01,S04,R05,Personal Care,34.65
104,10175,1675,A09,S04,R02,Beverages,17.77
104,10176,1676,A12,S05,R01,Beverages,36.72
104,10177,1677,A09,S04,R03,Bakery,13.92
104,10178,1678,A09,S05,R03,Vegetables,24.4
104,10179,1679,A03,S06,R02,Fruits,25.42
104,10180,1680,A05,S03,R04,Vegetables,32.92
104,10181,1681,A01,S04,R03,Personal Care,31.79
104,10182,1682,A12,S07,R01,Personal Care,24.74
104,10183,1683,A04,S01,R01,Personal Care,21.19
104,10184,1684,A01,S03,R05,Vegetables,4.71
104,10185,1685,A01,S07,R04,Frozen,19.89
104,10186,1686,A03,S06,R05,Dairy,35.34
104,10187,1687,A01,S05,R04,Vegetables,21.72
104,10188,1688,A11,S06,R01,Bakery,40.4
104,10189,1689,A09,S01,R05,Vegetables,27.21
104,10190,1690,A10,S03,R05,Frozen,27.42
104,10191,1691,A02,S07,R01,Vegetables,19.47
104,10192,1692,A02,S06,R02,Frozen,29.41
104,10193,1693,A12,S06,R04,Beverages,28.01
104,10194,1694,A08,S02,R01,Personal Care,38.3
104,10195,1695,A04,S04,R01,Beverages,38.43
104,10196,1696,A01,S04,R01,Fruits,26.82
104,10197,1697,A02,S03,R05,Household,13.21
104,10198,1698,A02,S02,R04,Frozen,5.27
104,10199,1699,A10,S05,R03,Fruits,25.62
104,10200,1700,A06,S04,R05,Household,25.98
104,10201,1701,A01,S07,R04,Fruits,24.96
104,10202,1702,A02,S01,R04,Household,20.04
104,10203,1703,A03,S03,R03,Household,36.48
104,10204,1704,A03,S05,R03,Beverages,25.51
104,10205,1705,A06,S04,R03,Household,37.55
104,10206,1706,A06,S03,R02,Fruits,37.1
104,10207,1707,A08,S05,R01,Dairy,18.71
104,10208,1708,A02,S04,R04,Dairy,27.46
104,10209,1709,A12,S04,R01,Beverages,16.9
104,10210,1710,A02,S02,R04,Frozen,19.92
104,10211,1711,A07,S02,R02,Bakery,28.34
104,10212,1712,A09,S02,R03,Beverages,5.22
104,10213,1713,A02,S01,R03,Household,27.43
104,10214,1714,A06,S03,R04,Fruits,41.37
104,10215,1715,A10,S07,R01,Household,23.88
104,10216,1716,A05,S04,R02,Vegetables,41.89
104,10217,1717,A09,S05,R04,Staples,9.26
104,10218,1718,A09,S05,R03,Snacks,12.06
104,10219,1719,A02,S02,R04,Snacks,31.57
104,10220,1720,A03,S05,R03,Bakery,28.52
104,10221,1721,A01,S01,R02,Beverages,7.61
104,10222,1722,A05,S01,R05,Staples,7.87
104,10223,1723,A03,S07,R02,Dairy,37.31
104,10224,1724,A06,S05,R01,Household,28.2
104,10225,1725,A03,S06,R03,Beverages,19.45
104,10226,1726,A03,S05,R03,Household,18.49
104,10227,1727,A08,S07,R04,Personal Care,17.8
104,10228,1728,A03,S01,R02,Beverages,11.95
104,10229,1729,A09,S02,R03,Vegetables,41.45
104,10230,1730,A07,S01,R04,Personal Care,18.64
104,10231,1731,A07,S02,R04,Bakery,28.15
104,10232,1732,A09,S04,R03,Snacks,9.61
104,10233,1733,A01,S02,R02,Dairy,13.74
104,10234,1734,A07,S01,R01,Personal Care,36.4
104,10235,1735,A12,S04,R04,Personal Care,7.16
104,10236,1736,A05,S01,R01,Dairy,30.97
104,10237,1737,A08,S03,R02,Household,26.57
104,10238,1738,A02,S03,R04,Beverages,20.9
104,10239,1739,A06,S05,R03,Household,19.85
104,10240,1740,A09,S05,R01,Dairy,32.26
104,10241,1741,A06,S01,R03,Bakery,26.61
104,10242,1742,A02,S01,R04,Beverages,28.56
104,10243,1743,A08,S03,R05,Bakery,33.96
104,10244,1744,A11,S07,R01,Vegetables,12.19
104,10245,1745,A01,S03,R01,Personal Care,9.59
104,10246,1746,A09,S05,R03,Bakery,34.85
104,10247,1747,A12,S04,R02,Personal Care,23.64
104,10248,1748,A07,S07,R04,Bakery,24.25
