inventory_id,store_id,product_id,inventory_date,stock_qty,reorder_level,stockout_flag
91635,103,10135,2026-01-04,12,5,False
91636,103,10136,2026-01-04,30,8,False
91637,103,10137,2026-01-04,82,22,False
91638,103,10138,2026-01-04,10,5,False
91639,103,10139,2026-01-04,14,5,False
91640,103,10140,2026-01-04,132,31,False
91641,103,10141,2026-01-04,139,32,False
91642,103,10142,2026-01-04,35,7,False
91643,103,10143,2026-01-04,32,7,False
91644,103,10144,2026-01-04,43,10,False
91645,103,10145,2026-01-04,109,24,False
91646,103,10146,2026-01-04,10,5,False
91647,103,10147,2026-01-04,23,6,False
91648,103,10148,2026-01-04,13,5,False
91649,103,10149,2026-01-04,35,9,False
91650,103,10150,2026-01-04,158,36,False
91651,103,10151,2026-01-04,52,13,False
91652,103,10152,2026-01-04,76,19,False
91653,103,10153,2026-01-04,20,5,False
91654,103,10154,2026-01-04,87,20,False
91655,103,10155,2026-01-04,131,32,False
91656,103,10156,2026-01-04,32,7,False
91657,103,10157,2026-01-04,46,12,False
91658,103,10158,2026-01-04,90,25,False
91659,103,10159,2026-01-04,122,28,False
91660,103,10160,2026-01-04,121,30,False
91661,103,10161,2026-01-04,18,5,False
91662,103,10162,2026-01-04,85,19,False
91663,103,10163,2026-01-04,70,16,False
91664,103,10164,2026-01-04,10,5,False
91665,103,10165,2026-01-04,122,30,False
91666,103,10166,2026-01-04,25,6,False
91667,103,10167,2026-01-04,30,6,False
91668,103,10168,2026-01-04,67,17,False
91669,103,10169,2026-01-04,65,17,False
91670,103,10170,2026-01-04,18,5,False
91671,103,10171,2026-01-04,112,34,False
91672,103,10172,2026-01-04,68,23,False
91673,103,10173,2026-01-04,22,5,False
91674,103,10174,2026-01-04,95,30,False
91675,103,10175,2026-01-04,47,11,False
91676,103,10176,2026-01-04,65,15,False
91677,103,10177,2026-01-04,109,30,False
91678,103,10178,2026-01-04,34,10,False
91679,103,10179,2026-01-04,72,20,False
91680,103,10180,2026-01-04,72,18,False
91681,103,10181,2026-01-04,42,10,False
91682,103,10182,2026-01-04,85,22,False
91683,103,10183,2026-01-04,86,29,False
91684,103,10184,2026-01-04,103,25,False
91685,103,10185,2026-01-04,102,25,False
91686,103,10186,2026-01-04,64,18,False
91687,103,10187,2026-01-04,78,17,False
91688,103,10188,2026-01-04,42,12,False
91689,103,10189,2026-01-04,113,28,False
91690,103,10190,2026-01-04,32,7,False
91691,103,10191,2026-01-04,145,36,False
91692,103,10192,2026-01-04,35,8,False
91693,103,10193,2026-01-04,46,10,False
91694,103,10194,2026-01-04,58,12,False
91695,103,10195,2026-01-04,67,17,False
91696,103,10196,2026-01-04,85,25,False
91697,103,10197,2026-01-04,32,10,False
91698,103,10198,2026-01-04,27,7,False
91699,103,10199,2026-01-04,16,5,False
91700,103,10200,2026-01-04,48,13,False
91701,103,10201,2026-01-04,55,13,False
91702,103,10202,2026-01-04,57,16,False
91703,103,10203,2026-01-04,36,9,False
91704,103,10204,2026-01-04,14,5,False
91705,103,10205,2026-01-04,164,32,False
91706,103,10206,2026-01-04,128,35,False
91707,103,10207,2026-01-04,15,5,False
91708,103,10208,2026-01-04,96,21,False
91709,103,10209,2026-01-04,89,22,False
91710,103,10210,2026-01-04,103,25,False
91711,103,10211,2026-01-04,27,8,False
91712,103,10212,2026-01-04,137,29,False
91713,103,10213,2026-01-04,122,32,False
91714,103,10214,2026-01-04,143,37,False
91715,103,10215,2026-01-04,45,15,False
91716,103,10216,2026-01-04,85,21,False
91717,103,10217,2026-01-04,97,24,False
91718,103,10218,2026-01-04,10,5,False
91719,103,10219,2026-01-04,110,33,False
91720,103,10220,2026-01-04,28,7,False
91721,103,10221,2026-01-04,23,6,False
91722,103,10222,2026-01-04,26,7,False
91723,103,10223,2026-01-04,123,27,False
91724,103,10224,2026-01-04,91,22,False
91725,103,10225,2026-01-04,143,31,False
91726,103,10226,2026-01-04,58,11,False
91727,103,10227,2026-01-04,105,24,False
91728,103,10228,2026-01-04,34,8,False
91729,103,10229,2026-01-04,79,20,False
91730,103,10230,2026-01-04,23,5,False
91731,103,10231,2026-01-04,106,29,False
91732,103,10232,2026-01-04,24,5,False
91733,103,10233,2026-01-04,106,33,False
91734,103,10234,2026-01-04,118,29,False
91735,103,10235,2026-01-04,153,36,False
91736,103,10236,2026-01-04,99,30,False
91737,103,10237,2026-01-04,92,27,False
91738,103,10238,2026-01-04,74,18,False
91739,103,10239,2026-01-04,23,5,False
91740,103,10240,2026-01-04,38,8,False
91741,103,10241,2026-01-04,53,14,False
91742,103,10242,2026-01-04,73,17,False
91743,103,10243,2026-01-04,64,14,False
91744,103,10244,2026-01-04,14,5,False
91745,103,10245,2026-01-04,135,33,False
91746,103,10246,2026-01-04,100,33,False
91747,103,10247,2026-01-04,12,5,False
91748,103,10248,2026-01-04,37,10,False
91749,103,10249,2026-01-04,69,17,False
91750,103,10250,2026-01-04,99,30,False
91751,103,10251,2026-01-04,115,29,False
91752,103,10252,2026-01-04,137,36,False
91753,103,10253,2026-01-04,127,29,False
91754,103,10254,2026-01-04,53,11,False
91755,103,10255,2026-01-04,8,5,False
91756,103,10256,2026-01-04,16,5,False
91757,103,10257,2026-01-04,95,21,False
91758,103,10258,2026-01-04,89,29,False
91759,103,10259,2026-01-04,63,14,False
91760,103,10260,2026-01-04,9,5,False
91761,103,10261,2026-01-04,119,32,False
91762,103,10262,2026-01-04,86,25,False
91763,103,10263,2026-01-04,94,23,False
91764,103,10264,2026-01-04,112,20,False
91765,103,10265,2026-01-04,46,12,False
91766,103,10266,2026-01-04,34,8,False
91767,103,10267,2026-01-04,11,5,False
91768,103,10268,2026-01-04,64,19,False
91769,103,10269,2026-01-04,100,27,False
91770,103,10270,2026-01-04,100,22,False
91771,103,10271,2026-01-04,25,5,False
91772,103,10272,2026-01-04,128,34,False
91773,103,10273,2026-01-04,33,7,False
91774,103,10274,2026-01-04,42,11,False
91775,103,10275,2026-01-04,75,21,False
91776,103,10276,2026-01-04,20,5,False
91777,103,10277,2026-01-04,95,22,False
91778,103,10278,2026-01-04,146,35,False
91779,103,10279,2026-01-04,148,33,False
91780,103,10280,2026-01-04,78,19,False
91781,103,10281,2026-01-04,146,36,False
91782,103,10282,2026-01-04,92,22,False
91783,103,10283,2026-01-04,30,7,False
91784,103,10284,2026-01-04,108,29,False
91785,103,10285,2026-01-04,20,5,False
91786,103,10286,2026-01-04,149,35,False
91787,103,10287,2026-01-04,62,16,False
91788,103,10288,2026-01-04,44,11,False
91789,103,10289,2026-01-04,131,29,False
91790,103,10290,2026-01-04,90,24,False
91791,103,10291,2026-01-04,62,16,False
91792,103,10292,2026-01-04,118,30,False
91793,103,10293,2026-01-04,68,19,False
91794,103,10294,2026-01-04,131,33,False
91795,103,10295,2026-01-04,6,5,False
91796,103,10296,2026-01-04,107,26,False
91797,103,10297,2026-01-04,16,5,False
91798,103,10298,2026-01-04,95,23,False
91799,103,10299,2026-01-04,56,13,False
91800,103,10300,2026-01-04,46,12,False
91801,103,10301,2026-01-04,115,32,False
91802,103,10302,2026-01-04,113,29,False
91803,103,10303,2026-01-04,11,5,False
91804,103,10304,2026-01-04,113,30,False
91805,103,10305,2026-01-04,73,17,False
91806,103,10306,2026-01-04,143,36,False
91807,103,10307,2026-01-04,22,6,False
91808,103,10308,2026-01-04,70,16,False
91809,103,10309,2026-01-04,31,7,False
91810,103,10310,2026-01-04,68,14,False
91811,103,10311,2026-01-04,35,9,False
91812,103,10312,2026-01-04,50,18,False
91813,103,10313,2026-01-04,57,17,False
91814,103,10314,2026-01-04,138,32,False
91815,103,10315,2026-01-04,80,24,False
91816,103,10316,2026-01-04,49,11,False
91817,103,10317,2026-01-04,47,13,False
91818,103,10318,2026-01-04,24,5,False
91819,103,10319,2026-01-04,46,11,False
91820,103,10320,2026-01-04,34,9,False
91821,103,10321,2026-01-04,18,5,False
91822,103,10322,2026-01-04,64,16,False
91823,103,10323,2026-01-04,101,26,False
91824,103,10324,2026-01-04,110,23,False
91825,103,10325,2026-01-04,6,5,False
91826,103,10326,2026-01-04,152,33,False
91827,103,10327,2026-01-04,9,5,False
91828,103,10328,2026-01-04,60,20,False
91829,103,10329,2026-01-04,61,12,False
91830,103,10330,2026-01-04,58,18,False
91831,103,10331,2026-01-04,41,11,False
91832,103,10332,2026-01-04,145,34,False
91833,103,10333,2026-01-04,24,6,False
91834,103,10334,2026-01-04,82,22,False
91835,103,10335,2026-01-04,88,21,False
91836,103,10336,2026-01-04,24,5,False
91837,103,10337,2026-01-04,94,23,False
91838,103,10338,2026-01-04,69,18,False
91839,103,10339,2026-01-04,114,34,False
91840,103,10340,2026-01-04,50,13,False
91841,103,10341,2026-01-04,94,26,False
91842,103,10342,2026-01-04,66,15,False
91843,103,10343,2026-01-04,114,35,False
91844,103,10344,2026-01-04,79,21,False
91845,103,10345,2026-01-04,7,5,False
91846,103,10346,2026-01-04,136,36,False
91847,103,10347,2026-01-04,116,27,False
91848,103,10348,2026-01-04,15,5,False
91849,103,10349,2026-01-04,32,9,False
91850,103,10350,2026-01-04,73,16,False
91851,103,10351,2026-01-04,7,5,False
91852,103,10352,2026-01-04,125,26,False
91853,103,10353,2026-01-04,108,29,False
91854,103,10354,2026-01-04,48,12,False
91855,103,10355,2026-01-04,154,36,False
91856,103,10356,2026-01-04,58,11,False
91857,103,10357,2026-01-04,11,5,False
91858,103,10358,2026-01-04,9,5,False
91859,103,10359,2026-01-04,12,5,False
91860,103,10360,2026-01-04,63,16,False
91861,103,10361,2026-01-04,92,19,False
91862,103,10362,2026-01-04,36,9,False
91863,103,10363,2026-01-04,88,25,False
91864,103,10364,2026-01-04,62,15,False
91865,103,10365,2026-01-04,107,36,False
91866,103,10366,2026-01-04,55,18,False
91867,103,10367,2026-01-04,101,24,False
91868,103,10368,2026-01-04,84,22,False
91869,103,10369,2026-01-04,35,8,False
91870,103,10370,2026-01-04,6,5,False
91871,103,10371,2026-01-04,28,5,False
91872,103,10372,2026-01-04,55,12,False
91873,103,10373,2026-01-04,124,36,False
91874,103,10374,2026-01-04,134,31,False
91875,103,10375,2026-01-04,69,18,False
91876,103,10376,2026-01-04,156,31,False
91877,103,10377,2026-01-04,101,26,False
91878,103,10378,2026-01-04,12,5,False
91879,103,10379,2026-01-04,94,25,False
91880,103,10380,2026-01-04,114,27,False
91881,103,10381,2026-01-04,63,15,False
91882,103,10382,2026-01-04,130,32,False
91883,103,10383,2026-01-04,91,23,False
91884,103,10384,2026-01-04,141,32,False
91885,103,10385,2026-01-04,89,27,False
91886,103,10386,2026-01-04,44,11,False
91887,103,10387,2026-01-04,14,5,False
91888,103,10388,2026-01-04,50,18,False
91889,103,10389,2026-01-04,76,22,False
91890,103,10390,2026-01-04,117,36,False
91891,103,10391,2026-01-04,92,18,False
91892,103,10392,2026-01-04,60,12,False
91893,103,10393,2026-01-04,36,7,False
91894,103,10394,2026-01-04,26,5,False
91895,103,10395,2026-01-04,40,11,False
91896,103,10396,2026-01-04,53,16,False
91897,103,10397,2026-01-04,136,31,False
91898,103,10398,2026-01-04,118,34,False
91899,103,10399,2026-01-04,139,33,False
91900,103,10400,2026-01-04,18,5,False
91901,103,10401,2026-01-04,161,36,False
91902,103,10402,2026-01-04,115,25,False
91903,103,10403,2026-01-04,142,35,False
91904,103,10404,2026-01-04,121,28,False
91905,103,10405,2026-01-04,37,12,False
91906,103,10406,2026-01-04,6,5,False
91907,103,10407,2026-01-04,46,13,False
91908,103,10408,2026-01-04,84,24,False
91909,103,10409,2026-01-04,25,6,False
91910,103,10410,2026-01-04,28,7,False
91911,103,10411,2026-01-04,68,17,False
91912,103,10412,2026-01-04,80,23,False
91913,103,10413,2026-01-04,46,11,False
91914,103,10414,2026-01-04,92,24,False
91915,103,10415,2026-01-04,117,31,False
91916,103,10416,2026-01-04,7,5,False
91917,103,10417,2026-01-04,68,15,False
91918,103,10418,2026-01-04,30,7,False
91919,103,10419,2026-01-04,150,36,False
91920,103,10420,2026-01-04,148,30,False
91921,103,10421,2026-01-04,113,26,False
91922,103,10422,2026-01-04,71,17,False
91923,103,10423,2026-01-04,107,30,False
91924,103,10424,2026-01-04,10,5,False
91925,103,10425,2026-01-04,31,7,False
91926,103,10426,2026-01-04,7,5,False
91927,103,10427,2026-01-04,119,34,False
91928,103,10428,2026-01-04,127,29,False
91929,103,10429,2026-01-04,64,16,False
91930,103,10430,2026-01-04,35,8,False
91931,103,10431,2026-01-04,104,29,False
91932,103,10432,2026-01-04,7,5,False
91933,103,10433,2026-01-04,169,36,False
91934,103,10434,2026-01-04,24,6,False
91935,103,10435,2026-01-04,56,13,False
91936,103,10436,2026-01-04,111,30,False
91937,103,10437,2026-01-04,80,18,False
91938,103,10438,2026-01-04,152,36,False
91939,103,10439,2026-01-04,53,12,False
91940,103,10440,2026-01-04,150,36,False
91941,103,10441,2026-01-04,87,19,False
91942,103,10442,2026-01-04,41,12,False
91943,103,10443,2026-01-04,119,34,False
91944,103,10444,2026-01-04,12,5,False
91945,103,10445,2026-01-04,127,31,False
91946,103,10446,2026-01-04,8,5,False
91947,103,10447,2026-01-04,47,14,False
91948,103,10448,2026-01-04,32,8,False
91949,103,10449,2026-01-04,62,15,False
91950,103,10450,2026-01-04,64,17,False
91951,103,10451,2026-01-04,65,15,False
91952,103,10452,2026-01-04,19,5,False
91953,103,10453,2026-01-04,89,25,False
91954,103,10454,2026-01-04,80,24,False
91955,103,10455,2026-01-04,60,15,False
91956,103,10456,2026-01-04,96,21,False
91957,103,10457,2026-01-04,126,28,False
91958,103,10458,2026-01-04,7,5,False
91959,103,10459,2026-01-04,102,21,False
91960,103,10460,2026-01-04,11,5,False
91961,103,10461,2026-01-04,28,7,False
91962,103,10462,2026-01-04,120,36,False
91963,103,10463,2026-01-04,119,28,False
91964,103,10464,2026-01-04,150,33,False
91965,103,10465,2026-01-04,141,32,False
91966,103,10466,2026-01-04,79,19,False
91967,103,10467,2026-01-04,29,7,False
91968,103,10468,2026-01-04,16,5,False
91969,103,10469,2026-01-04,15,5,False
91970,103,10470,2026-01-04,83,22,False
91971,103,10471,2026-01-04,81,19,False
91972,103,10472,2026-01-04,56,17,False
91973,103,10473,2026-01-04,39,12,False
91974,103,10474,2026-01-04,50,11,False
91975,103,10475,2026-01-04,39,10,False
91976,103,10476,2026-01-04,33,9,False
91977,103,10477,2026-01-04,85,19,False
91978,103,10478,2026-01-04,121,32,False
91979,103,10479,2026-01-04,101,23,False
91980,103,10480,2026-01-04,37,7,False
91981,103,10481,2026-01-04,105,28,False
91982,103,10482,2026-01-04,89,26,False
91983,103,10483,2026-01-04,32,8,False
91984,103,10484,2026-01-04,18,5,False
91985,103,10485,2026-01-04,83,20,False
91986,103,10486,2026-01-04,87,21,False
91987,103,10487,2026-01-04,49,12,False
91988,103,10488,2026-01-04,43,10,False
91989,103,10489,2026-01-04,38,8,False
91990,103,10490,2026-01-04,69,18,False
91991,103,10491,2026-01-04,5,5,False
91992,103,10492,2026-01-04,100,25,False
91993,103,10493,2026-01-04,93,26,False
91994,103,10494,2026-01-04,108,27,False
91995,103,10495,2026-01-04,135,29,False
91996,103,10496,2026-01-04,134,32,False
91997,103,10497,2026-01-04,88,22,False
91998,103,10498,2026-01-04,48,11,False
91999,103,10499,2026-01-04,54,14,False
92000,103,10500,2026-01-04,83,26,False
92001,103,10001,2026-01-05,56,14,False
92002,103,10002,2026-01-05,155,37,False
92003,103,10003,2026-01-05,77,18,False
92004,103,10004,2026-01-05,73,17,False
92005,103,10005,2026-01-05,54,12,False
92006,103,10006,2026-01-05,57,15,False
92007,103,10007,2026-01-05,130,33,False
92008,103,10008,2026-01-05,126,26,False
92009,103,10009,2026-01-05,45,10,False
92010,103,10010,2026-01-05,21,5,False
92011,103,10011,2026-01-05,126,29,False
92012,103,10012,2026-01-05,9,5,False
92013,103,10013,2026-01-05,88,21,False
92014,103,10014,2026-01-05,79,17,False
92015,103,10015,2026-01-05,101,27,False
92016,103,10016,2026-01-05,103,26,False
92017,103,10017,2026-01-05,28,7,False
92018,103,10018,2026-01-05,75,21,False
92019,103,10019,2026-01-05,123,28,False
92020,103,10020,2026-01-05,130,31,False
92021,103,10021,2026-01-05,8,5,False
92022,103,10022,2026-01-05,4,5,False
92023,103,10023,2026-01-05,36,9,False
92024,103,10024,2026-01-05,15,5,False
92025,103,10025,2026-01-05,59,13,False
92026,103,10026,2026-01-05,147,36,False
92027,103,10027,2026-01-05,36,7,False
92028,103,10028,2026-01-05,93,26,False
92029,103,10029,2026-01-05,92,23,False
92030,103,10030,2026-01-05,35,10,False
92031,103,10031,2026-01-05,85,21,False
92032,103,10032,2026-01-05,111,25,False
92033,103,10033,2026-01-05,66,17,False
92034,103,10034,2026-01-05,125,27,False
92035,103,10035,2026-01-05,71,17,False
92036,103,10036,2026-01-05,88,26,False
92037,103,10037,2026-01-05,9,5,False
92038,103,10038,2026-01-05,140,37,False
92039,103,10039,2026-01-05,140,33,False
92040,103,10040,2026-01-05,130,31,False
92041,103,10041,2026-01-05,15,5,False
92042,103,10042,2026-01-05,136,30,False
92043,103,10043,2026-01-05,13,5,False
92044,103,10044,2026-01-05,131,30,False
92045,103,10045,2026-01-05,63,18,False
92046,103,10046,2026-01-05,88,27,False
92047,103,10047,2026-01-05,85,31,False
92048,103,10048,2026-01-05,5,5,False
92049,103,10049,2026-01-05,62,20,False
92050,103,10050,2026-01-05,147,34,False
92051,103,10051,2026-01-05,120,29,False
92052,103,10052,2026-01-05,114,27,False
92053,103,10053,2026-01-05,6,5,False
92054,103,10054,2026-01-05,105,25,False
92055,103,10055,2026-01-05,10,5,False
92056,103,10056,2026-01-05,61,15,False
92057,103,10057,2026-01-05,104,25,False
92058,103,10058,2026-01-05,126,34,False
92059,103,10059,2026-01-05,140,30,False
92060,103,10060,2026-01-05,94,25,False
92061,103,10061,2026-01-05,25,8,False
92062,103,10062,2026-01-05,96,24,False
92063,103,10063,2026-01-05,10,5,False
92064,103,10064,2026-01-05,18,5,False
92065,103,10065,2026-01-05,101,30,False
92066,103,10066,2026-01-05,67,18,False
92067,103,10067,2026-01-05,82,22,False
92068,103,10068,2026-01-05,43,10,False
92069,103,10069,2026-01-05,19,5,False
92070,103,10070,2026-01-05,22,5,False
92071,103,10071,2026-01-05,36,9,False
92072,103,10072,2026-01-05,60,12,False
92073,103,10073,2026-01-05,64,18,False
92074,103,10074,2026-01-05,83,18,False
92075,103,10075,2026-01-05,136,31,False
92076,103,10076,2026-01-05,99,26,False
92077,103,10077,2026-01-05,61,16,False
92078,103,10078,2026-01-05,57,18,False
92079,103,10079,2026-01-05,21,9,False
92080,103,10080,2026-01-05,135,35,False
92081,103,10081,2026-01-05,55,14,False
92082,103,10082,2026-01-05,137,28,False
92083,103,10083,2026-01-05,21,5,False
92084,103,10084,2026-01-05,37,9,False
92085,103,10085,2026-01-05,101,22,False
92086,103,10086,2026-01-05,22,5,False
92087,103,10087,2026-01-05,101,29,False
92088,103,10088,2026-01-05,122,31,False
92089,103,10089,2026-01-05,125,35,False
92090,103,10090,2026-01-05,110,30,False
92091,103,10091,2026-01-05,135,31,False
92092,103,10092,2026-01-05,63,21,False
92093,103,10093,2026-01-05,29,9,False
92094,103,10094,2026-01-05,26,6,False
92095,103,10095,2026-01-05,120,32,False
92096,103,10096,2026-01-05,17,5,False
92097,103,10097,2026-01-05,132,31,False
92098,103,10098,2026-01-05,127,35,False
92099,103,10099,2026-01-05,53,15,False
92100,103,10100,2026-01-05,96,21,False
92101,103,10101,2026-01-05,72,18,False
92102,103,10102,2026-01-05,99,24,False
92103,103,10103,2026-01-05,43,10,False
92104,103,10104,2026-01-05,6,5,False
92105,103,10105,2026-01-05,53,11,False
92106,103,10106,2026-01-05,131,36,False
92107,103,10107,2026-01-05,76,15,False
92108,103,10108,2026-01-05,40,10,False
92109,103,10109,2026-01-05,140,36,False
92110,103,10110,2026-01-05,39,10,False
92111,103,10111,2026-01-05,103,23,False
92112,103,10112,2026-01-05,63,15,False
92113,103,10113,2026-01-05,122,33,False
92114,103,10114,2026-01-05,29,6,False
92115,103,10115,2026-01-05,77,26,False
92116,103,10116,2026-01-05,56,16,False
92117,103,10117,2026-01-05,121,30,False
92118,103,10118,2026-01-05,165,36,False
92119,103,10119,2026-01-05,7,5,False
92120,103,10120,2026-01-05,21,6,False
92121,103,10121,2026-01-05,36,8,False
92122,103,10122,2026-01-05,145,32,False
92123,103,10123,2026-01-05,152,36,False
92124,103,10124,2026-01-05,50,12,False
92125,103,10125,2026-01-05,102,22,False
92126,103,10126,2026-01-05,19,5,False
92127,103,10127,2026-01-05,116,32,False
92128,103,10128,2026-01-05,124,34,False
92129,103,10129,2026-01-05,16,5,False
92130,103,10130,2026-01-05,121,28,False
92131,103,10131,2026-01-05,24,7,False
92132,103,10132,2026-01-05,67,16,False
92133,103,10133,2026-01-05,6,5,False
92134,103,10134,2026-01-05,27,5,False
92135,103,10135,2026-01-05,11,5,False
92136,103,10136,2026-01-05,38,8,False
92137,103,10137,2026-01-05,89,22,False
92138,103,10138,2026-01-05,10,5,False
92139,103,10139,2026-01-05,19,5,False
92140,103,10140,2026-01-05,142,31,False
92141,103,10141,2026-01-05,133,32,False
92142,103,10142,2026-01-05,27,7,False
92143,103,10143,2026-01-05,29,7,False
92144,103,10144,2026-01-05,42,10,False
92145,103,10145,2026-01-05,83,24,False
92146,103,10146,2026-01-05,10,5,False
92147,103,10147,2026-01-05,23,6,False
92148,103,10148,2026-01-05,14,5,False
92149,103,10149,2026-01-05,42,9,False
92150,103,10150,2026-01-05,135,36,False
92151,103,10151,2026-01-05,63,13,False
92152,103,10152,2026-01-05,87,19,False
92153,103,10153,2026-01-05,21,5,False
92154,103,10154,2026-01-05,73,20,False
92155,103,10155,2026-01-05,154,32,False
92156,103,10156,2026-01-05,26,7,False
92157,103,10157,2026-01-05,52,12,False
92158,103,10158,2026-01-05,96,25,False
92159,103,10159,2026-01-05,118,28,False
92160,103,10160,2026-01-05,111,30,False
92161,103,10161,2026-01-05,17,5,False
92162,103,10162,2026-01-05,97,19,False
92163,103,10163,2026-01-05,61,16,False
92164,103,10164,2026-01-05,9,5,False
92165,103,10165,2026-01-05,140,30,False
92166,103,10166,2026-01-05,25,6,False
92167,103,10167,2026-01-05,24,6,False
92168,103,10168,2026-01-05,62,17,False
92169,103,10169,2026-01-05,77,17,False
92170,103,10170,2026-01-05,15,5,False
92171,103,10171,2026-01-05,128,34,False
92172,103,10172,2026-01-05,98,23,False
92173,103,10173,2026-01-05,22,5,False
92174,103,10174,2026-01-05,98,30,False
92175,103,10175,2026-01-05,46,11,False
92176,103,10176,2026-01-05,59,15,False
92177,103,10177,2026-01-05,124,30,False
92178,103,10178,2026-01-05,30,10,False
92179,103,10179,2026-01-05,67,20,False
92180,103,10180,2026-01-05,66,18,False
92181,103,10181,2026-01-05,40,10,False
92182,103,10182,2026-01-05,88,22,False
92183,103,10183,2026-01-05,107,29,False
92184,103,10184,2026-01-05,104,25,False
92185,103,10185,2026-01-05,119,25,False
92186,103,10186,2026-01-05,85,18,False
92187,103,10187,2026-01-05,81,17,False
92188,103,10188,2026-01-05,51,12,False
92189,103,10189,2026-01-05,126,28,False
92190,103,10190,2026-01-05,31,7,False
92191,103,10191,2026-01-05,135,36,False
92192,103,10192,2026-01-05,32,8,False
92193,103,10193,2026-01-05,36,10,False
92194,103,10194,2026-01-05,45,12,False
92195,103,10195,2026-01-05,56,17,False
92196,103,10196,2026-01-05,102,25,False
92197,103,10197,2026-01-05,44,10,False
92198,103,10198,2026-01-05,31,7,False
92199,103,10199,2026-01-05,20,5,False
92200,103,10200,2026-01-05,57,13,False
92201,103,10201,2026-01-05,54,13,False
92202,103,10202,2026-01-05,67,16,False
92203,103,10203,2026-01-05,37,9,False
92204,103,10204,2026-01-05,14,5,False
92205,103,10205,2026-01-05,125,32,False
92206,103,10206,2026-01-05,128,35,False
92207,103,10207,2026-01-05,19,5,False
92208,103,10208,2026-01-05,112,21,False
92209,103,10209,2026-01-05,94,22,False
92210,103,10210,2026-01-05,127,25,False
92211,103,10211,2026-01-05,30,8,False
92212,103,10212,2026-01-05,147,29,False
92213,103,10213,2026-01-05,99,32,False
92214,103,10214,2026-01-05,164,37,False
92215,103,10215,2026-01-05,73,15,False
92216,103,10216,2026-01-05,90,21,False
92217,103,10217,2026-01-05,94,24,False
92218,103,10218,2026-01-05,9,5,False
92219,103,10219,2026-01-05,150,33,False
92220,103,10220,2026-01-05,24,7,False
92221,103,10221,2026-01-05,21,6,False
92222,103,10222,2026-01-05,34,7,False
92223,103,10223,2026-01-05,106,27,False
92224,103,10224,2026-01-05,111,22,False
92225,103,10225,2026-01-05,119,31,False
92226,103,10226,2026-01-05,43,11,False
92227,103,10227,2026-01-05,103,24,False
92228,103,10228,2026-01-05,34,8,False
92229,103,10229,2026-01-05,83,20,False
92230,103,10230,2026-01-05,17,5,False
92231,103,10231,2026-01-05,113,29,False
92232,103,10232,2026-01-05,26,5,False
92233,103,10233,2026-01-05,138,33,False
92234,103,10234,2026-01-05,112,29,False
92235,103,10235,2026-01-05,162,36,False
92236,103,10236,2026-01-05,124,30,False
92237,103,10237,2026-01-05,98,27,False
92238,103,10238,2026-01-05,82,18,False
92239,103,10239,2026-01-05,22,5,False
92240,103,10240,2026-01-05,35,8,False
92241,103,10241,2026-01-05,62,14,False
92242,103,10242,2026-01-05,64,17,False
92243,103,10243,2026-01-05,57,14,False
92244,103,10244,2026-01-05,11,5,False
92245,103,10245,2026-01-05,128,33,False
92246,103,10246,2026-01-05,151,33,False
92247,103,10247,2026-01-05,17,5,False
92248,103,10248,2026-01-05,44,10,False
92249,103,10249,2026-01-05,68,17,False
92250,103,10250,2026-01-05,157,30,False
92251,103,10251,2026-01-05,97,29,False
92252,103,10252,2026-01-05,106,36,False
92253,103,10253,2026-01-05,121,29,False
92254,103,10254,2026-01-05,47,11,False
92255,103,10255,2026-01-05,8,5,False
92256,103,10256,2026-01-05,15,5,False
92257,103,10257,2026-01-05,86,21,False
92258,103,10258,2026-01-05,117,29,False
92259,103,10259,2026-01-05,65,14,False
92260,103,10260,2026-01-05,9,5,False
92261,103,10261,2026-01-05,119,32,False
92262,103,10262,2026-01-05,101,25,False
92263,103,10263,2026-01-05,92,23,False
92264,103,10264,2026-01-05,82,20,False
92265,103,10265,2026-01-05,48,12,False
92266,103,10266,2026-01-05,39,8,False
92267,103,10267,2026-01-05,11,5,False
92268,103,10268,2026-01-05,89,19,False
92269,103,10269,2026-01-05,97,27,False
92270,103,10270,2026-01-05,94,22,False
92271,103,10271,2026-01-05,24,5,False
92272,103,10272,2026-01-05,156,34,False
92273,103,10273,2026-01-05,32,7,False
92274,103,10274,2026-01-05,49,11,False
92275,103,10275,2026-01-05,92,21,False
92276,103,10276,2026-01-05,27,5,False
92277,103,10277,2026-01-05,83,22,False
92278,103,10278,2026-01-05,139,35,False
92279,103,10279,2026-01-05,163,33,False
92280,103,10280,2026-01-05,71,19,False
92281,103,10281,2026-01-05,128,36,False
92282,103,10282,2026-01-05,99,22,False
92283,103,10283,2026-01-05,27,7,False
92284,103,10284,2026-01-05,102,29,False
92285,103,10285,2026-01-05,19,5,False
92286,103,10286,2026-01-05,152,35,False
92287,103,10287,2026-01-05,52,16,False
92288,103,10288,2026-01-05,48,11,False
92289,103,10289,2026-01-05,117,29,False
92290,103,10290,2026-01-05,83,24,False
92291,103,10291,2026-01-05,81,16,False
92292,103,10292,2026-01-05,128,30,False
92293,103,10293,2026-01-05,73,19,False
92294,103,10294,2026-01-05,131,33,False
92295,103,10295,2026-01-05,5,5,False
92296,103,10296,2026-01-05,100,26,False
92297,103,10297,2026-01-05,15,5,False
92298,103,10298,2026-01-05,93,23,False
