product_id,sku_code,product_name,category,subcategory,brand,unit_price,unit_weight_kg,shelf_life_days,unit_cost
10309,SKU10309,Ice Cream 0309,Frozen,Ice Cream,Tata,22.35,2.847,220,13.42
10310,SKU10310,Tissue 0310,Household,Tissue,Local,51.35,1.388,48,32.42
10311,SKU10311,Tomato 0311,Vegetables,Tomato,Amul,89.82,0.845,46,50.15
10312,SKU10312,Bread 0312,Bakery,Bread,Tata,92.72,3.886,285,60.81
10313,SKU10313,Shampoo 0313,Personal Care,Shampoo,Britannia,91.19,2.508,59,55.08
10314,SKU10314,Frozen Peas 0314,Frozen,Frozen Peas,Tata,55.67,2.706,342,40.84
10315,SKU10315,Frozen Snacks 0315,Frozen,Frozen Snacks,Parle,35.78,4.829,40,21.43
10316,SKU10316,Apple 0316,Fruits,Apple,Amul,31.76,4.82,266,23.25
10317,SKU10317,Apple 0317,Fruits,Apple,Tata,64.86,4.285,356,40.29
10318,SKU10318,Curd 0318,Dairy,Curd,Local,66.0,0.979,162,42.63
10319,SKU10319,Buns 0319,Bakery,Buns,Dove,103.92,2.992,22,66.94
10320,SKU10320,Chocolate 0320,Snacks,Chocolate,Amul,94.63,4.397,320,70.36
10321,SKU10321,Namkeen 0321,Snacks,Namkeen,Britannia,51.11,1.904,69,34.55
10322,SKU10322,Onion 0322,Vegetables,Onion,Britannia,29.31,0.55,193,18.98
10323,SKU10323,Tomato 0323,Vegetables,Tomato,ITC,46.55,4.064,359,36.32
10324,SKU10324,Flour 0324,Staples,Flour,Britannia,60.86,2.435,272,42.87
10325,SKU10325,Coffee 0325,Beverages,Coffee,Dove,49.35,2.844,18,29.99
10326,SKU10326,Rice 0326,Staples,Rice,Dove,40.9,4.912,299,32.43
10327,SKU10327,Fries 0327,Frozen,Fries,Dove,61.96,3.056,60,39.81
10328,SKU10328,Tomato 0328,Vegetables,Tomato,Britannia,42.44,2.154,274,23.79
10329,SKU10329,Banana 0329,Fruits,Banana,Amul,39.88,1.881,227,27.26
10330,SKU10330,Fries 0330,Frozen,Fries,Local,63.8,2.117,106,37.22
10331,SKU10331,Soap 0331,Personal Care,Soap,Nestle,44.66,0.636,155,27.44
10332,SKU10332,Orange 0332,Fruits,Orange,Tata,61.69,3.984,44,46.37
10333,SKU10333,Shampoo 0333,Personal Care,Shampoo,Local,62.59,4.197,360,36.63
10334,SKU10334,Chips 0334,Snacks,Chips,Amul,30.89,1.458,88,23.72
10335,SKU10335,Frozen Peas 0335,Frozen,Frozen Peas,Amul,42.92,1.554,114,34.46
10336,SKU10336,Mango 0336,Fruits,Mango,Amul,112.04,4.378,184,79.97
10337,SKU10337,Frozen Snacks 0337,Frozen,Frozen Snacks,Britannia,30.54,0.169,246,22.65
10338,SKU10338,Ice Cream 0338,Frozen,Ice Cream,Amul,18.95,2.626,185,14.07
10339,SKU10339,Cakes 0339,Bakery,Cakes,Dove,21.52,2.345,185,17.6
10340,SKU10340,Cookies 0340,Bakery,Cookies,Parle,55.4,3.466,213,35.58
10341,SKU10341,Namkeen 0341,Snacks,Namkeen,Local,55.45,0.859,313,32.94
10342,SKU10342,Curd 0342,Dairy,Curd,Dove,51.48,3.358,145,35.53
10343,SKU10343,Orange 0343,Fruits,Orange,Local,100.19,1.915,304,69.53
10344,SKU10344,Water 0344,Beverages,Water,Britannia,15.0,3.113,287,8.97
10345,SKU10345,Fries 0345,Frozen,Fries,Nestle,66.55,0.248,350,47.62
10346,SKU10346,Frozen Snacks 0346,Frozen,Frozen Snacks,Dove,119.19,2.336,333,66.01
10347,SKU10347,Cookies 0347,Bakery,Cookies,Britannia,31.07,2.635,291,24.87
10348,SKU10348,Sugar 0348,Staples,Sugar,Amul,45.15,1.111,91,28.06
10349,SKU10349,Butter 0349,Dairy,Butter,Tata,37.47,0.741,283,21.01
10350,SKU10350,Cleaner 0350,Household,Cleaner,Dove,34.91,0.983,269,20.22
10351,SKU10351,Flour 0351,Staples,Flour,Local,46.38,1.753,107,28.52
10352,SKU10352,Sugar 0352,Staples,Sugar,Local,111.47,0.529,248,69.55
10353,SKU10353,Banana 0353,Fruits,Banana,Amul,136.82,4.739,93,76.46
10354,SKU10354,Sugar 0354,Staples,Sugar,Dove,46.16,2.055,191,28.87
10355,SKU10355,Bread 0355,Bakery,Bread,Dove,141.53,4.054,291,85.21
10356,SKU10356,Chips 0356,Snacks,Chips,Tata,55.58,4.873,70,36.25
10357,SKU10357,Coffee 0357,Beverages,Coffee,Dove,131.22,0.45,124,85.82
10358,SKU10358,Tomato 0358,Vegetables,Tomato,Dove,52.11,3.276,290,33.43
10359,SKU10359,Milk 0359,Dairy,Milk,ITC,58.3,4.363,166,37.23
10360,SKU10360,Tissue 0360,Household,Tissue,Amul,65.55,3.189,350,37.64
10361,SKU10361,Potato 0361,Vegetables,Potato,ITC,267.58,2.174,4,148.99
10362,SKU10362,Toothpaste 0362,Personal Care,Toothpaste,Britannia,83.57,2.184,264,50.52
10363,SKU10363,Juice 0363,Beverages,Juice,Amul,38.34,0.228,297,28.92
10364,SKU10364,Onion 0364,Vegetables,Onion,Amul,88.63,2.696,335,72.46
10365,SKU10365,Sugar 0365,Staples,Sugar,Tata,45.56,4.968,58,36.48
10366,SKU10366,Butter 0366,Dairy,Butter,Parle,42.74,4.796,359,29.33
10367,SKU10367,Cleaner 0367,Household,Cleaner,Parle,86.0,0.25,144,59.65
10368,SKU10368,Cleaner 0368,Household,Cleaner,Tata,55.45,3.544,129,35.21
10369,SKU10369,Capsicum 0369,Vegetables,Capsicum,Parle,62.76,1.544,131,47.63
10370,SKU10370,Mango 0370,Fruits,Mango,Tata,54.98,4.52,233,41.59
10371,SKU10371,Milk 0371,Dairy,Milk,Amul,64.6,0.273,241,50.26
10372,SKU10372,Ice Cream 0372,Frozen,Ice Cream,Dove,67.52,4.683,174,53.46
10373,SKU10373,Ice Cream 0373,Frozen,Ice Cream,ITC,20.73,4.196,27,13.83
10374,SKU10374,Apple 0374,Fruits,Apple,Britannia,76.19,0.632,360,57.68
10375,SKU10375,Curd 0375,Dairy,Curd,Dove,33.41,0.346,82,25.65
10376,SKU10376,Bread 0376,Bakery,Bread,Tata,26.55,4.182,36,16.81
10377,SKU10377,Cheese 0377,Dairy,Cheese,Amul,53.03,0.821,218,42.47
10378,SKU10378,Flour 0378,Staples,Flour,Britannia,56.94,2.698,151,32.77
10379,SKU10379,Sugar 0379,Staples,Sugar,Amul,38.6,4.583,225,31.59
10380,SKU10380,Cookies 0380,Bakery,Cookies,Nestle,82.72,2.859,319,62.7
10381,SKU10381,Cleaner 0381,Household,Cleaner,Amul,27.91,2.016,37,16.05
10382,SKU10382,Cakes 0382,Bakery,Cakes,Tata,44.55,2.253,105,32.4
10383,SKU10383,Onion 0383,Vegetables,Onion,Parle,40.75,0.362,189,22.79
10384,SKU10384,Biscuits 0384,Snacks,Biscuits,Local,53.34,4.845,287,40.43
10385,SKU10385,Detergent 0385,Household,Detergent,Tata,62.77,1.588,220,48.07
10386,SKU10386,Dal 0386,Staples,Dal,Parle,32.99,0.987,140,23.51
10387,SKU10387,Curd 0387,Dairy,Curd,Parle,78.42,1.466,223,61.27
10388,SKU10388,Cakes 0388,Bakery,Cakes,Amul,56.35,4.824,357,32.48
10389,SKU10389,Orange 0389,Fruits,Orange,Amul,21.2,0.517,176,13.24
10390,SKU10390,Tomato 0390,Vegetables,Tomato,Parle,20.51,4.343,322,13.57
10391,SKU10391,Frozen Snacks 0391,Frozen,Frozen Snacks,Amul,54.26,3.554,285,30.47
10392,SKU10392,Garbage Bags 0392,Household,Garbage Bags,Amul,48.89,4.159,111,32.81
10393,SKU10393,Tomato 0393,Vegetables,Tomato,Britannia,51.85,4.881,92,32.23
10394,SKU10394,Fries 0394,Frozen,Fries,Local,53.84,4.219,281,35.32
10395,SKU10395,Soft Drink 0395,Beverages,Soft Drink,ITC,61.12,4.72,77,40.63
10396,SKU10396,Chips 0396,Snacks,Chips,Tata,87.69,0.678,124,69.05
10397,SKU10397,Water 0397,Beverages,Water,ITC,31.33,3.989,87,19.52
10398,SKU10398,Buns 0398,Bakery,Buns,Britannia,30.39,2.751,222,24.05
10399,SKU10399,Ice Cream 0399,Frozen,Ice Cream,Nestle,31.61,2.74,108,21.02
10400,SKU10400,Milk 0400,Dairy,Milk,Amul,63.08,4.5,241,40.28
10401,SKU10401,Cookies 0401,Bakery,Cookies,Dove,101.75,4.86,341,69.77
10402,SKU10402,Apple 0402,Fruits,Apple,Britannia,44.01,3.539,303,29.17
10403,SKU10403,Orange 0403,Fruits,Orange,ITC,15.63,2.441,346,9.68
10404,SKU10404,Buns 0404,Bakery,Buns,Local,23.29,2.309,10,15.97
10405,SKU10405,Milk 0405,Dairy,Milk,Parle,36.0,1.962,167,21.28
10406,SKU10406,Face Wash 0406,Personal Care,Face Wash,ITC,41.31,1.84,81,26.65
10407,SKU10407,Fries 0407,Frozen,Fries,Parle,44.51,1.988,335,31.28
10408,SKU10408,Bread 0408,Bakery,Bread,Dove,55.66,0.494,260,36.83
10409,SKU10409,Orange 0409,Fruits,Orange,Nestle,46.72,0.433,118,36.09
10410,SKU10410,Chips 0410,Snacks,Chips,Tata,92.27,3.91,206,57.14
10411,SKU10411,Ice Cream 0411,Frozen,Ice Cream,Dove,38.94,2.258,221,31.61
10412,SKU10412,Face Wash 0412,Personal Care,Face Wash,Parle,35.48,4.657,181,27.03
10413,SKU10413,Tissue 0413,Household,Tissue,ITC,69.37,3.08,174,56.28
10414,SKU10414,Biscuits 0414,Snacks,Biscuits,Britannia,25.33,0.224,22,19.66
10415,SKU10415,Juice 0415,Beverages,Juice,Britannia,66.34,0.83,166,39.03
10416,SKU10416,Cakes 0416,Bakery,Cakes,Local,57.47,1.069,128,39.78
10417,SKU10417,Dal 0417,Staples,Dal,Parle,50.72,4.88,299,30.22
10418,SKU10418,Rice 0418,Staples,Rice,Nestle,120.8,1.133,316,93.13
10419,SKU10419,Curd 0419,Dairy,Curd,ITC,40.0,2.603,274,28.31
10420,SKU10420,Detergent 0420,Household,Detergent,Parle,152.96,4.684,13,95.01
10421,SKU10421,Butter 0421,Dairy,Butter,Parle,48.78,4.887,307,39.07
10422,SKU10422,Cleaner 0422,Household,Cleaner,Tata,28.83,1.22,145,16.75
10423,SKU10423,Flour 0423,Staples,Flour,Nestle,56.54,0.293,153,39.7
10424,SKU10424,Buns 0424,Bakery,Buns,Tata,31.88,0.81,345,23.74
10425,SKU10425,Water 0425,Beverages,Water,ITC,37.49,0.363,316,21.22
10426,SKU10426,Bread 0426,Bakery,Bread,Local,66.59,1.016,20,47.37
10427,SKU10427,Chocolate 0427,Snacks,Chocolate,Britannia,72.08,2.864,132,55.52
10428,SKU10428,Ice Cream 0428,Frozen,Ice Cream,Britannia,40.0,4.567,274,22.73
10429,SKU10429,Butter 0429,Dairy,Butter,ITC,89.45,2.709,197,61.57
10430,SKU10430,Capsicum 0430,Vegetables,Capsicum,Parle,97.39,3.149,95,60.36
10431,SKU10431,Fries 0431,Frozen,Fries,Tata,111.96,1.049,192,81.62
10432,SKU10432,Tomato 0432,Vegetables,Tomato,ITC,71.14,4.013,316,41.41
10433,SKU10433,Buns 0433,Bakery,Buns,Local,107.95,3.108,83,86.68
10434,SKU10434,Soft Drink 0434,Beverages,Soft Drink,ITC,21.32,4.327,272,16.88
10435,SKU10435,Chips 0435,Snacks,Chips,Britannia,46.57,4.747,268,27.95
10436,SKU10436,Toothpaste 0436,Personal Care,Toothpaste,Amul,35.39,1.772,323,22.55
10437,SKU10437,Tomato 0437,Vegetables,Tomato,Local,57.95,0.498,110,41.07
10438,SKU10438,Fries 0438,Frozen,Fries,Britannia,41.03,1.168,80,30.52
10439,SKU10439,Chips 0439,Snacks,Chips,Local,50.25,2.217,200,33.64
10440,SKU10440,Orange 0440,Fruits,Orange,Nestle,139.92,4.731,194,82.86
10441,SKU10441,Fries 0441,Frozen,Fries,Amul,50.16,1.923,150,29.0
10442,SKU10442,Frozen Peas 0442,Frozen,Frozen Peas,Nestle,67.15,3.865,284,55.06
10443,SKU10443,Soft Drink 0443,Beverages,Soft Drink,Parle,48.61,2.725,292,32.71
10444,SKU10444,Milk 0444,Dairy,Milk,ITC,56.7,0.955,91,44.54
10445,SKU10445,Biscuits 0445,Snacks,Biscuits,Dove,54.76,1.638,290,37.25
10446,SKU10446,Chocolate 0446,Snacks,Chocolate,Parle,68.32,3.283,85,54.59
10447,SKU10447,Buns 0447,Bakery,Buns,ITC,97.77,3.381,149,56.09
10448,SKU10448,Soap 0448,Personal Care,Soap,Tata,124.42,2.202,11,72.26
10449,SKU10449,Flour 0449,Staples,Flour,Local,63.74,1.182,125,51.06
10450,SKU10450,Bread 0450,Bakery,Bread,ITC,73.32,3.623,349,59.08
10451,SKU10451,Detergent 0451,Household,Detergent,Britannia,30.71,0.886,162,19.5
10452,SKU10452,Buns 0452,Bakery,Buns,ITC,52.25,4.687,259,33.75
10453,SKU10453,Cleaner 0453,Household,Cleaner,Dove,87.37,0.98,41,58.73
10454,SKU10454,Juice 0454,Beverages,Juice,Britannia,84.18,0.581,232,55.76
10455,SKU10455,Milk 0455,Dairy,Milk,Local,60.69,2.513,136,36.49
10456,SKU10456,Fries 0456,Frozen,Fries,Parle,85.05,2.622,272,67.41
10457,SKU10457,Cookies 0457,Bakery,Cookies,Parle,69.78,2.566,338,43.15
10458,SKU10458,Biscuits 0458,Snacks,Biscuits,Nestle,99.5,2.212,194,73.67
10459,SKU10459,Cakes 0459,Bakery,Cakes,Local,63.1,4.974,39,35.85
10460,SKU10460,Ice Cream 0460,Frozen,Ice Cream,Amul,45.7,2.457,174,25.61
10461,SKU10461,Cleaner 0461,Household,Cleaner,Nestle,64.58,2.416,46,46.92
10462,SKU10462,Rice 0462,Staples,Rice,ITC,15.0,2.138,165,9.62
10463,SKU10463,Water 0463,Beverages,Water,ITC,66.12,0.381,24,48.07
10464,SKU10464,Coffee 0464,Beverages,Coffee,ITC,15.0,2.985,234,8.63
10465,SKU10465,Soap 0465,Personal Care,Soap,Britannia,23.06,1.178,114,18.6
10466,SKU10466,Garbage Bags 0466,Household,Garbage Bags,Britannia,68.43,3.206,75,51.47
10467,SKU10467,Flour 0467,Staples,Flour,Amul,69.32,0.302,8,54.53
10468,SKU10468,Milk 0468,Dairy,Milk,Parle,30.53,4.908,324,17.92
10469,SKU10469,Toothpaste 0469,Personal Care,Toothpaste,Nestle,38.24,2.372,305,24.34
10470,SKU10470,Bread 0470,Bakery,Bread,Parle,108.34,4.489,296,70.36
10471,SKU10471,Orange 0471,Fruits,Orange,Parle,42.86,2.404,23,29.79
10472,SKU10472,Flour 0472,Staples,Flour,Tata,167.58,0.349,128,105.6
10473,SKU10473,Mango 0473,Fruits,Mango,Parle,54.55,4.12,354,30.9
10474,SKU10474,Garbage Bags 0474,Household,Garbage Bags,Tata,66.95,3.259,212,43.49
10475,SKU10475,Coffee 0475,Beverages,Coffee,Parle,122.54,3.92,48,75.82
10476,SKU10476,Apple 0476,Fruits,Apple,Tata,58.29,2.169,53,38.13
10477,SKU10477,Potato 0477,Vegetables,Potato,Parle,33.08,3.208,97,19.95
10478,SKU10478,Namkeen 0478,Snacks,Namkeen,Nestle,51.68,4.288,354,32.08
10479,SKU10479,Tissue 0479,Household,Tissue,Britannia,53.63,3.174,63,38.57
10480,SKU10480,Shampoo 0480,Personal Care,Shampoo,Dove,27.59,1.771,329,18.07
10481,SKU10481,Ice Cream 0481,Frozen,Ice Cream,Nestle,48.04,3.33,248,30.9
10482,SKU10482,Dal 0482,Staples,Dal,Parle,37.67,3.376,336,26.15
10483,SKU10483,Tissue 0483,Household,Tissue,Britannia,86.68,4.805,301,65.74
10484,SKU10484,Shampoo 0484,Personal Care,Shampoo,ITC,55.55,1.886,122,36.23
10485,SKU10485,Orange 0485,Fruits,Orange,Parle,47.4,2.154,302,33.59
10486,SKU10486,Juice 0486,Beverages,Juice,Tata,51.78,4.07,63,41.99
10487,SKU10487,Bread 0487,Bakery,Bread,Parle,61.04,2.554,107,42.17
10488,SKU10488,Onion 0488,Vegetables,Onion,Nestle,74.32,3.696,78,59.13
10489,SKU10489,Ice Cream 0489,Frozen,Ice Cream,Local,33.12,2.326,50,25.31
10490,SKU10490,Water 0490,Beverages,Water,Parle,32.43,1.117,34,18.35
10491,SKU10491,Bread 0491,Bakery,Bread,Dove,94.85,3.739,70,63.16
10492,SKU10492,Toothpaste 0492,Personal Care,Toothpaste,Tata,44.43,0.699,45,32.81
10493,SKU10493,Fries 0493,Frozen,Fries,Parle,26.89,1.033,140,21.95
10494,SKU10494,Dal 0494,Staples,Dal,Local,68.16,3.153,27,45.92
10495,SKU10495,Mango 0495,Fruits,Mango,Britannia,68.83,3.749,24,39.58
10496,SKU10496,Coffee 0496,Beverages,Coffee,Local,25.4,4.479,361,17.82
10497,SKU10497,Namkeen 0497,Snacks,Namkeen,Dove,61.24,1.399,33,35.77
10498,SKU10498,Apple 0498,Fruits,Apple,Parle,78.87,0.598,28,59.38
10499,SKU10499,Mango 0499,Fruits,Mango,Tata,65.84,4.782,12,45.24
10500,SKU10500,Apple 0500,Fruits,Apple,Parle,74.89,0.814,50,55.82
