order_id,store_id,customer_id,order_datetime,order_status,order_created_at,picking_started_at,picking_completed_at,packed_at,dispatched_at
5000366,106,180859,2026-05-11 12:03:00,Delivered,2026-05-11 12:03:00,2026-05-11 12:05:00,2026-05-11 12:10:32.331456306,2026-05-11 12:11:51.723361782,2026-05-11 12:13:24.418404324
5000367,107,192350,2026-02-04 11:03:00,Delivered,2026-02-04 11:03:00,2026-02-04 11:04:00,2026-02-04 11:09:25.569618666,2026-02-04 11:10:43.106535210,2026-02-04 11:12:40.257065946
5000368,105,135789,2026-04-27 14:03:00,Delivered,2026-04-27 14:03:00,2026-04-27 14:06:00,2026-04-27 14:11:32.640193302,2026-04-27 14:13:38.599789332,2026-04-27 14:15:46.561994598
5000369,108,119717,2026-02-21 08:03:00,Delivered,2026-02-21 08:03:00,2026-02-21 08:06:00,2026-02-21 08:09:42.561626610,2026-02-21 08:11:10.139370534,2026-02-21 08:13:50.019325644
5000370,108,102590,2026-05-24 17:03:00,Delivered,2026-05-24 17:03:00,2026-05-24 17:05:00,2026-05-24 17:08:00.414535944,2026-05-24 17:08:30.414535944,2026-05-24 17:11:17.521019358
5000371,106,159887,2026-05-25 19:03:00,Delivered,2026-05-25 19:03:00,2026-05-25 19:06:00,2026-05-25 19:09:52.899374670,2026-05-25 19:11:33.458473470,2026-05-25 19:13:13.566346158
5000372,110,143464,2026-04-24 23:03:00,Delivered,2026-04-24 23:03:00,2026-04-24 23:04:00,2026-04-24 23:10:49.371383070,2026-04-24 23:12:00.138808938,2026-04-24 23:12:51.828543582
5000373,109,162404,2026-06-21 11:03:00,Delivered,2026-06-21 11:03:00,2026-06-21 11:04:00,2026-06-21 11:07:59.205803904,2026-06-21 11:09:22.383367650,2026-06-21 11:12:35.801168322
5000374,102,126427,2026-04-08 16:03:00,Delivered,2026-04-08 16:03:00,2026-04-08 16:05:00,2026-04-08 16:09:39.751670772,2026-04-08 16:11:23.987565366,2026-04-08 16:11:53.987565366
5000375,103,138204,2026-01-05 15:03:00,Delivered,2026-01-05 15:03:00,2026-01-05 15:04:00,2026-01-05 15:06:33.268936590,2026-01-05 15:07:18.894223530,2026-01-05 15:09:50.395956474
5000376,110,193356,2026-04-20 19:03:00,Delivered,2026-04-20 19:03:00,2026-04-20 19:04:00,2026-04-20 19:07:49.145779332,2026-04-20 19:09:37.487713956,2026-04-20 19:11:47.222378676
5000377,105,126966,2026-05-21 17:03:00,Delivered,2026-05-21 17:03:00,2026-05-21 17:05:00,2026-05-21 17:07:02.055175260,2026-05-21 17:07:55.692536790,2026-05-21 17:10:20.250819354
5000378,104,155880,2026-01-19 20:03:00,Delivered,2026-01-19 20:03:00,2026-01-19 20:06:00,2026-01-19 20:10:29.344516596,2026-01-19 20:11:41.517864174,2026-01-19 20:14:08.330212422
5000379,108,115587,2026-01-19 21:03:00,Delivered,2026-01-19 21:03:00,2026-01-19 21:04:00,2026-01-19 21:09:55.537403694,2026-01-19 21:11:33.173534856,2026-01-19 21:13:33.759752460
5000380,107,108681,2026-02-19 08:03:00,Delivered,2026-02-19 08:03:00,2026-02-19 08:05:00,2026-02-19 08:10:36.410137542,2026-02-19 08:11:36.879823962,2026-02-19 08:13:44.869844682
5000381,102,141611,2026-06-02 13:03:00,Delivered,2026-06-02 13:03:00,2026-06-02 13:06:00,2026-06-02 13:10:10.945050426,2026-06-02 13:11:11.497858596,2026-06-02 13:13:39.499151178
5000382,101,109143,2026-04-06 18:03:00,Delivered,2026-04-06 18:03:00,2026-04-06 18:04:00,2026-04-06 18:08:36.441587358,2026-04-06 18:10:14.481223146,2026-04-06 18:12:39.293025246
5000383,109,150343,2026-06-26 16:03:00,Delivered,2026-06-26 16:03:00,2026-06-26 16:04:00,2026-06-26 16:07:48.532958844,2026-06-26 16:09:31.236767526,2026-06-26 16:10:01.236767526
5000384,108,113823,2026-06-08 15:03:00,Delivered,2026-06-08 15:03:00,2026-06-08 15:06:00,2026-06-08 15:09:51.083047128,2026-06-08 15:11:16.818629718,2026-06-08 15:13:25.509261324
5000385,104,103647,2026-04-11 09:03:00,Delivered,2026-04-11 09:03:00,2026-04-11 09:04:00,2026-04-11 09:10:22.185684786,2026-04-11 09:12:07.054832904,2026-04-11 09:14:57.449210928
5000386,109,162258,2026-05-03 16:03:00,Delivered,2026-05-03 16:03:00,2026-05-03 16:05:00,2026-05-03 16:09:35.870673834,2026-05-03 16:12:42.550999116,2026-05-03 16:14:19.891421616
5000387,102,192395,2026-03-01 19:03:00,Delivered,2026-03-01 19:03:00,2026-03-01 19:05:00,2026-03-01 19:08:30.040611672,2026-03-01 19:09:24.284579052,2026-03-01 19:11:58.490735142
5000388,109,198931,2026-01-17 07:03:00,Delivered,2026-01-17 07:03:00,2026-01-17 07:05:00,2026-01-17 07:11:25.156506720,2026-01-17 07:12:01.411381674,2026-01-17 07:15:02.418134363
5000389,101,100162,2026-03-14 17:03:00,Delivered,2026-03-14 17:03:00,2026-03-14 17:06:00,2026-03-14 17:12:17.149412466,2026-03-14 17:14:14.110624458,2026-03-14 17:16:30.594344513
5000390,107,161008,2026-04-18 22:03:00,Delivered,2026-04-18 22:03:00,2026-04-18 22:05:00,2026-04-18 22:09:17.440211226,2026-04-18 22:10:19.058429730,2026-04-18 22:12:37.007986854
5000391,109,104812,2026-02-02 16:03:00,Delivered,2026-02-02 16:03:00,2026-02-02 16:06:00,2026-02-02 16:12:01.041775260,2026-02-02 16:13:39.910884438,2026-02-02 16:14:46.791275808
5000392,107,163226,2026-02-10 23:03:00,Delivered,2026-02-10 23:03:00,2026-02-10 23:05:00,2026-02-10 23:09:59.761688562,2026-02-10 23:11:44.333110938,2026-02-10 23:13:51.863179104
5000393,108,166866,2026-01-03 12:03:00,Delivered,2026-01-03 12:03:00,2026-01-03 12:04:00,2026-01-03 12:10:04.200274422,2026-01-03 12:11:33.368226162,2026-01-03 12:14:09.258336510
5000394,104,113749,2026-05-13 07:03:00,Delivered,2026-05-13 07:03:00,2026-05-13 07:05:00,2026-05-13 07:08:07.865173331,2026-05-13 07:09:44.533457051,2026-05-13 07:11:35.559589607
5000395,103,178814,2026-06-12 18:03:00,Delivered,2026-06-12 18:03:00,2026-06-12 18:04:00,2026-06-12 18:07:17.267120832,2026-06-12 18:09:28.290450426,2026-06-12 18:11:21.760792962
5000396,103,188304,2026-05-30 10:03:00,Delivered,2026-05-30 10:03:00,2026-05-30 10:05:00,2026-05-30 10:09:47.734713030,2026-05-30 10:11:03.042079704,2026-05-30 10:13:39.958016424
5000397,102,145751,2026-03-10 07:03:00,Delivered,2026-03-10 07:03:00,2026-03-10 07:06:00,2026-03-10 07:12:38.366223204,2026-03-10 07:14:39.008920662,2026-03-10 07:17:08.086313874
5000398,103,152861,2026-04-18 10:03:00,Delivered,2026-04-18 10:03:00,2026-04-18 10:06:00,2026-04-18 10:10:44.093439828,2026-04-18 10:11:42.654722142,2026-04-18 10:14:17.029296432
5000399,103,132225,2026-06-23 22:03:00,Delivered,2026-06-23 22:03:00,2026-06-23 22:04:00,2026-06-23 22:09:24.537741522,2026-06-23 22:11:02.960395266,2026-06-23 22:11:59.613513408
5000400,108,196908,2026-04-18 20:03:00,Delivered,2026-04-18 20:03:00,2026-04-18 20:04:00,2026-04-18 20:08:48.408307944,2026-04-18 20:10:30.091416162,2026-04-18 20:13:02.386238700
5000401,103,171492,2026-02-23 11:03:00,Delivered,2026-02-23 11:03:00,2026-02-23 11:04:00,2026-02-23 11:08:02.243067990,2026-02-23 11:09:30.411549648,2026-02-23 11:10:25.523805480
5000402,102,145036,2026-03-03 17:03:00,Delivered,2026-03-03 17:03:00,2026-03-03 17:05:00,2026-03-03 17:08:31.044564948,2026-03-03 17:10:24.329582748,2026-03-03 17:12:23.417997366
5000403,108,187053,2026-05-12 12:03:00,Delivered,2026-05-12 12:03:00,2026-05-12 12:04:00,2026-05-12 12:05:40.864799946,2026-05-12 12:07:11.903655636,2026-05-12 12:10:56.978392296
5000404,106,182005,2026-03-22 10:03:00,Delivered,2026-03-22 10:03:00,2026-03-22 10:04:00,2026-03-22 10:08:37.599976284,2026-03-22 10:10:15.580038402,2026-03-22 10:12:54.790085406
5000405,103,131438,2026-06-01 23:03:00,Delivered,2026-06-01 23:03:00,2026-06-01 23:06:00,2026-06-01 23:09:12.402700590,2026-06-01 23:10:25.459643724,2026-06-01 23:12:53.137603524
5000406,108,199787,2026-06-06 20:03:00,Delivered,2026-06-06 20:03:00,2026-06-06 20:05:00,2026-06-06 20:07:54.499761174,2026-06-06 20:09:00.542114598,2026-06-06 20:10:32.376133404
5000407,103,161474,2026-01-07 13:03:00,Delivered,2026-01-07 13:03:00,2026-01-07 13:06:00,2026-01-07 13:10:58.575330054,2026-01-07 13:12:04.017993258,2026-01-07 13:15:30.054630180
5000408,108,104386,2026-05-11 13:03:00,Delivered,2026-05-11 13:03:00,2026-05-11 13:04:00,2026-05-11 13:08:42.813561690,2026-05-11 13:09:58.101032105,2026-05-11 13:12:25.012962581
5000409,101,189834,2026-03-08 20:03:00,Delivered,2026-03-08 20:03:00,2026-03-08 20:05:00,2026-03-08 20:09:50.299118874,2026-03-08 20:10:49.550329566,2026-03-08 20:11:19.550329566
5000410,106,129004,2026-04-05 14:03:00,Delivered,2026-04-05 14:03:00,2026-04-05 14:05:00,2026-04-05 14:10:08.283601020,2026-04-05 14:12:23.108570496,2026-04-05 14:14:02.482474866
5000411,106,166343,2026-02-17 13:03:00,Delivered,2026-02-17 13:03:00,2026-02-17 13:05:00,2026-02-17 13:12:01.453072536,2026-02-17 13:13:24.060303306,2026-02-17 13:15:49.198175292
5000412,104,180279,2026-03-08 13:03:00,Delivered,2026-03-08 13:03:00,2026-03-08 13:05:00,2026-03-08 13:08:34.205190743,2026-03-08 13:10:03.986907821,2026-03-08 13:12:05.163469919
5000413,107,108175,2026-03-01 14:03:00,Delivered,2026-03-01 14:03:00,2026-03-01 14:06:00,2026-03-01 14:09:32.836692864,2026-03-01 14:10:35.290926198,2026-03-01 14:13:39.265278305
5000414,104,182993,2026-01-10 15:03:00,Delivered,2026-01-10 15:03:00,2026-01-10 15:06:00,2026-01-10 15:08:57.489962118,2026-01-10 15:11:16.555371006,2026-01-10 15:12:34.372726056
5000415,107,116019,2026-05-22 07:03:00,Delivered,2026-05-22 07:03:00,2026-05-22 07:06:00,2026-05-22 07:11:12.517161660,2026-05-22 07:12:36.402531594,2026-05-22 07:14:56.755289406
5000416,103,118438,2026-01-26 15:03:00,Delivered,2026-01-26 15:03:00,2026-01-26 15:06:00,2026-01-26 15:09:20.149597506,2026-01-26 15:10:36.009758483,2026-01-26 15:12:17.863263773
5000417,106,180362,2026-03-10 14:03:00,Delivered,2026-03-10 14:03:00,2026-03-10 14:05:00,2026-03-10 14:09:20.678058528,2026-03-10 14:10:38.748591228,2026-03-10 14:12:58.313077578
5000418,108,151271,2026-02-04 11:03:00,Delivered,2026-02-04 11:03:00,2026-02-04 11:06:00,2026-02-04 11:11:11.658144036,2026-02-04 11:12:36.594295752,2026-02-04 11:14:22.198487358
5000419,110,147715,2026-01-30 13:03:00,Delivered,2026-01-30 13:03:00,2026-01-30 13:06:00,2026-01-30 13:11:39.097672962,2026-01-30 13:13:01.806211128,2026-01-30 13:15:16.650471516
5000420,104,154845,2026-03-09 14:03:00,Delivered,2026-03-09 14:03:00,2026-03-09 14:05:00,2026-03-09 14:10:48.647402388,2026-03-09 14:11:46.344544368,2026-03-09 14:15:10.811094090
5000421,105,123213,2026-06-16 13:03:00,Delivered,2026-06-16 13:03:00,2026-06-16 13:06:00,2026-06-16 13:10:41.143351278,2026-06-16 13:12:31.788194184,2026-06-16 13:13:27.954846108
5000422,105,199986,2026-06-20 22:03:00,Delivered,2026-06-20 22:03:00,2026-06-20 22:05:00,2026-06-20 22:08:49.520931498,2026-06-20 22:09:52.788124716,2026-06-20 22:13:43.609794990
5000423,109,108358,2026-03-11 15:03:00,Delivered,2026-03-11 15:03:00,2026-03-11 15:05:00,2026-03-11 15:10:56.138825994,2026-03-11 15:12:45.565360848,2026-03-11 15:17:44.528248584
5000424,110,118614,2026-04-02 15:03:00,Delivered,2026-04-02 15:03:00,2026-04-02 15:05:00,2026-04-02 15:08:59.715723540,2026-04-02 15:09:57.786567402,2026-04-02 15:11:45.667318350
5000425,107,107728,2026-06-28 11:03:00,Delivered,2026-06-28 11:03:00,2026-06-28 11:05:00,2026-06-28 11:09:06.177509094,2026-06-28 11:10:40.335196187,2026-06-28 11:13:59.458707839
5000426,109,103547,2026-02-12 22:03:00,Delivered,2026-02-12 22:03:00,2026-02-12 22:05:00,2026-02-12 22:10:17.343754698,2026-02-12 22:11:22.759025250,2026-02-12 22:14:17.805177510
5000427,101,151440,2026-06-20 07:03:00,Delivered,2026-06-20 07:03:00,2026-06-20 07:06:00,2026-06-20 07:10:16.347418326,2026-06-20 07:11:28.880415186,2026-06-20 07:14:17.816001900
5000428,108,111131,2026-01-20 16:03:00,Delivered,2026-01-20 16:03:00,2026-01-20 16:04:00,2026-01-20 16:09:06.224790666,2026-01-20 16:10:47.769874980,2026-01-20 16:12:23.222268258
5000429,109,173566,2026-02-10 09:03:00,Delivered,2026-02-10 09:03:00,2026-02-10 09:04:00,2026-02-10 09:08:27.164722608,2026-02-10 09:10:25.507842816,2026-02-10 09:11:52.123396014
5000430,108,197485,2026-03-03 20:03:00,Delivered,2026-03-03 20:03:00,2026-03-03 20:05:00,2026-03-03 20:08:19.615012494,2026-03-03 20:10:33.355926156,2026-03-03 20:12:22.420649304
5000431,106,141545,2026-01-07 13:03:00,Delivered,2026-01-07 13:03:00,2026-01-07 13:05:00,2026-01-07 13:08:47.370950790,2026-01-07 13:10:26.325086856,2026-01-07 13:12:17.892491574
5000432,109,116547,2026-05-28 11:03:00,Delivered,2026-05-28 11:03:00,2026-05-28 11:04:00,2026-05-28 11:08:50.296663380,2026-05-28 11:10:20.165796600,2026-05-28 11:11:33.139784706
5000433,107,139861,2026-06-04 07:03:00,Delivered,2026-06-04 07:03:00,2026-06-04 07:04:00,2026-06-04 07:06:51.929315586,2026-06-04 07:07:58.809696738,2026-06-04 07:09:33.007477103
5000434,109,140195,2026-03-11 20:03:00,Delivered,2026-03-11 20:03:00,2026-03-11 20:04:00,2026-03-11 20:07:41.848449276,2026-03-11 20:08:28.903565574,2026-03-11 20:11:29.223217374
5000435,102,100285,2026-06-01 13:03:00,Delivered,2026-06-01 13:03:00,2026-06-01 13:04:00,2026-06-01 13:07:58.851489906,2026-06-01 13:09:43.739503188,2026-06-01 13:13:09.879084414
5000436,107,170643,2026-05-20 11:03:00,Delivered,2026-05-20 11:03:00,2026-05-20 11:06:00,2026-05-20 11:12:15.797020764,2026-05-20 11:13:39.715535994,2026-05-20 11:15:08.145251256
5000437,105,136527,2026-05-26 21:03:00,Delivered,2026-05-26 21:03:00,2026-05-26 21:04:00,2026-05-26 21:07:44.930093784,2026-05-26 21:09:15.147359790,2026-05-26 21:13:24.304327302
5000438,109,175680,2026-05-26 07:03:00,Delivered,2026-05-26 07:03:00,2026-05-26 07:06:00,2026-05-26 07:13:41.182360812,2026-05-26 07:15:01.625858388,2026-05-26 07:16:04.725517452
5000439,109,118713,2026-04-14 14:03:00,Delivered,2026-04-14 14:03:00,2026-04-14 14:04:00,2026-04-14 14:08:23.030520084,2026-04-14 14:09:35.801014566,2026-04-14 14:10:50.913213012
5000440,109,102327,2026-01-21 09:03:00,Delivered,2026-01-21 09:03:00,2026-01-21 09:05:00,2026-01-21 09:09:56.053525962,2026-01-21 09:11:42.293228952,2026-01-21 09:12:23.698357506
5000441,103,139753,2026-06-17 09:03:00,Delivered,2026-06-17 09:03:00,2026-06-17 09:06:00,2026-06-17 09:08:53.096182686,2026-06-17 09:11:04.014655362,2026-06-17 09:11:49.291564494
5000442,105,149571,2026-04-21 07:03:00,Delivered,2026-04-21 07:03:00,2026-04-21 07:05:00,2026-04-21 07:09:30.032484630,2026-04-21 07:10:31.236215724,2026-04-21 07:13:38.013116214
5000443,101,104406,2026-06-13 10:03:00,Delivered,2026-06-13 10:03:00,2026-06-13 10:04:00,2026-06-13 10:07:50.164731390,2026-06-13 10:08:35.188460754,2026-06-13 10:10:24.096610038
5000444,110,154596,2026-06-23 23:03:00,Delivered,2026-06-23 23:03:00,2026-06-23 23:06:00,2026-06-23 23:09:01.414573146,2026-06-23 23:10:25.775469912,2026-06-23 23:12:35.513257794
5000445,103,155653,2026-02-03 14:03:00,Delivered,2026-02-03 14:03:00,2026-02-03 14:06:00,2026-02-03 14:13:03.961608743,2026-02-03 14:14:16.735387367,2026-02-03 14:16:11.253412769
5000446,107,198256,2026-03-14 23:03:00,Delivered,2026-03-14 23:03:00,2026-03-14 23:05:00,2026-03-14 23:08:39.847185954,2026-03-14 23:10:38.255444922,2026-03-14 23:11:45.754107108
5000447,105,157868,2026-02-04 11:03:00,Delivered,2026-02-04 11:03:00,2026-02-04 11:06:00,2026-02-04 11:10:32.965125192,2026-02-04 11:12:15.110780556,2026-02-04 11:13:01.448586396
5000448,110,115468,2026-01-10 19:03:00,Delivered,2026-01-10 19:03:00,2026-01-10 19:06:00,2026-01-10 19:10:45.350888850,2026-01-10 19:13:00.845624939,2026-01-10 19:13:30.845624939
5000449,109,184361,2026-06-24 08:03:00,Delivered,2026-06-24 08:03:00,2026-06-24 08:05:00,2026-06-24 08:08:56.753105532,2026-06-24 08:10:52.620596886,2026-06-24 08:12:46.643628888
5000450,108,194945,2026-06-17 08:03:00,Delivered,2026-06-17 08:03:00,2026-06-17 08:06:00,2026-06-17 08:10:10.704330726,2026-06-17 08:11:43.219471836,2026-06-17 08:14:10.402007646
5000451,107,116634,2026-06-18 07:03:00,Delivered,2026-06-18 07:03:00,2026-06-18 07:06:00,2026-06-18 07:10:34.579479096,2026-06-18 07:12:08.121140442,2026-06-18 07:13:28.766808870
5000452,102,134257,2026-06-09 22:03:00,Delivered,2026-06-09 22:03:00,2026-06-09 22:06:00,2026-06-09 22:11:56.397669408,2026-06-09 22:13:35.788575954,2026-06-09 22:14:05.788575954
5000453,110,160795,2026-04-28 18:03:00,Delivered,2026-04-28 18:03:00,2026-04-28 18:06:00,2026-04-28 18:14:22.603118154,2026-04-28 18:15:30.759939714,2026-04-28 18:18:20.400173040
5000454,101,104560,2026-04-05 19:03:00,Delivered,2026-04-05 19:03:00,2026-04-05 19:06:00,2026-04-05 19:09:06.095867112,2026-04-05 19:10:46.540947876,2026-04-05 19:13:42.625951218
5000455,105,184490,2026-06-29 22:03:00,Delivered,2026-06-29 22:03:00,2026-06-29 22:05:00,2026-06-29 22:08:12.478200360,2026-06-29 22:10:15.372716952,2026-06-29 22:11:12.422897604
5000456,104,172813,2026-04-10 12:03:00,Delivered,2026-04-10 12:03:00,2026-04-10 12:05:00,2026-04-10 12:07:59.569750272,2026-04-10 12:09:14.406059526,2026-04-10 12:10:21.186792558
5000457,104,191631,2026-04-27 19:03:00,Delivered,2026-04-27 19:03:00,2026-04-27 19:04:00,2026-04-27 19:07:31.469989404,2026-04-27 19:08:55.665823728,2026-04-27 19:11:37.353151056
5000458,110,175738,2026-02-08 15:03:00,Delivered,2026-02-08 15:03:00,2026-02-08 15:05:00,2026-02-08 15:09:56.051207232,2026-02-08 15:11:41.812371426,2026-02-08 15:12:13.014399450
5000459,103,117540,2026-05-16 16:03:00,Delivered,2026-05-16 16:03:00,2026-05-16 16:06:00,2026-05-16 16:09:21.289556118,2026-05-16 16:11:27.262598082,2026-05-16 16:12:25.462615224
5000460,106,171769,2026-05-29 18:03:00,Delivered,2026-05-29 18:03:00,2026-05-29 18:06:00,2026-05-29 18:11:44.608384836,2026-05-29 18:12:56.794151490,2026-05-29 18:16:11.202229068
5000461,103,162840,2026-05-03 14:03:00,Delivered,2026-05-03 14:03:00,2026-05-03 14:04:00,2026-05-03 14:06:47.090072256,2026-05-03 14:08:22.958898078,2026-05-03 14:10:01.842097932
5000462,110,127263,2026-04-01 07:03:00,Delivered,2026-04-01 07:03:00,2026-04-01 07:06:00,2026-04-01 07:09:50.663623722,2026-04-01 07:11:19.912085832,2026-04-01 07:13:26.225879586
5000463,108,115229,2026-02-05 08:03:00,Delivered,2026-02-05 08:03:00,2026-02-05 08:05:00,2026-02-05 08:09:16.444252260,2026-02-05 08:10:39.866642976,2026-02-05 08:11:47.510987153
5000464,105,190229,2026-01-07 15:03:00,Delivered,2026-01-07 15:03:00,2026-01-07 15:06:00,2026-01-07 15:09:09.368226036,2026-01-07 15:09:54.752000040,2026-01-07 15:12:54.249695466
5000465,101,119433,2026-04-24 16:03:00,Delivered,2026-04-24 16:03:00,2026-04-24 16:04:00,2026-04-24 16:08:37.858084248,2026-04-24 16:09:49.997567334,2026-04-24 16:11:50.352558960
5000466,102,114918,2026-05-04 19:03:00,Delivered,2026-05-04 19:03:00,2026-05-04 19:06:00,2026-05-04 19:11:08.702966310,2026-05-04 19:12:09.241965972,2026-05-04 19:15:02.298969036
5000467,103,171639,2026-05-20 16:03:00,Delivered,2026-05-20 16:03:00,2026-05-20 16:05:00,2026-05-20 16:08:13.162356564,2026-05-20 16:09:39.935298924,2026-05-20 16:11:18.693495648
5000468,105,177051,2026-06-22 10:03:00,Delivered,2026-06-22 10:03:00,2026-06-22 10:05:00,2026-06-22 10:09:06.704109012,2026-06-22 10:10:25.831122036,2026-06-22 10:11:34.802440728
5000469,109,183903,2026-04-01 13:03:00,Delivered,2026-04-01 13:03:00,2026-04-01 13:04:00,2026-04-01 13:07:40.892866320,2026-04-01 13:08:42.351552528,2026-04-01 13:10:40.480826826
5000470,102,151697,2026-05-31 14:03:00,Delivered,2026-05-31 14:03:00,2026-05-31 14:05:00,2026-05-31 14:09:28.154736186,2026-05-31 14:10:51.762512448,2026-05-31 14:12:14.895294288
5000471,106,136274,2026-05-10 23:03:00,Delivered,2026-05-10 23:03:00,2026-05-10 23:06:00,2026-05-10 23:10:57.282248196,2026-05-10 23:13:12.057696000,2026-05-10 23:14:50.800634580
5000472,104,170794,2026-02-20 16:03:00,Delivered,2026-02-20 16:03:00,2026-02-20 16:04:00,2026-02-20 16:09:32.903333928,2026-02-20 16:10:46.992856002,2026-02-20 16:12:09.782608350
5000473,101,179645,2026-06-02 17:03:00,Delivered,2026-06-02 17:03:00,2026-06-02 17:05:00,2026-06-02 17:10:02.122323090,2026-06-02 17:11:22.817375886,2026-06-02 17:12:25.425001908
5000474,107,116292,2026-01-10 19:03:00,Delivered,2026-01-10 19:03:00,2026-01-10 19:05:00,2026-01-10 19:11:42.423099804,2026-01-10 19:13:06.995984400,2026-01-10 19:15:47.856022062
5000475,108,168386,2026-04-19 13:03:00,Delivered,2026-04-19 13:03:00,2026-04-19 13:06:00,2026-04-19 13:09:39.253930200,2026-04-19 13:10:51.773222898,2026-04-19 13:13:18.124522332
5000476,110,120644,2026-06-20 23:03:00,Delivered,2026-06-20 23:03:00,2026-06-20 23:06:00,2026-06-20 23:12:07.332674484,2026-06-20 23:12:59.469359442,2026-06-20 23:14:14.748691908
5000477,106,136000,2026-04-30 18:03:00,Delivered,2026-04-30 18:03:00,2026-04-30 18:05:00,2026-04-30 18:09:24.055081758,2026-04-30 18:11:37.477888416,2026-04-30 18:15:06.624698418
5000478,104,191369,2026-06-19 21:03:00,Delivered,2026-06-19 21:03:00,2026-06-19 21:05:00,2026-06-19 21:08:29.276847192,2026-06-19 21:09:15.334880868,2026-06-19 21:10:43.274201478
5000479,109,127971,2026-01-11 19:03:00,Delivered,2026-01-11 19:03:00,2026-01-11 19:06:00,2026-01-11 19:12:53.838369462,2026-01-11 19:13:42.697131018,2026-01-11 19:16:26.630882712
5000480,103,173304,2026-04-07 17:03:00,Delivered,2026-04-07 17:03:00,2026-04-07 17:04:00,2026-04-07 17:08:24.329271180,2026-04-07 17:10:12.302569806,2026-04-07 17:10:42.302569806
5000481,107,172857,2026-05-22 07:03:00,Delivered,2026-05-22 07:03:00,2026-05-22 07:06:00,2026-05-22 07:10:55.795138584,2026-05-22 07:11:36.612512586,2026-05-22 07:13:26.044187832
5000482,110,121462,2026-04-27 16:03:00,Delivered,2026-04-27 16:03:00,2026-04-27 16:05:00,2026-04-27 16:10:00.802334274,2026-04-27 16:11:49.306635720,2026-04-27 16:12:23.590497954
5000483,101,184166,2026-06-09 09:03:00,Delivered,2026-06-09 09:03:00,2026-06-09 09:05:00,2026-06-09 09:12:53.614396944,2026-06-09 09:14:44.282707992,2026-06-09 09:16:06.104677758
5000484,110,169213,2026-03-25 17:03:00,Delivered,2026-03-25 17:03:00,2026-03-25 17:04:00,2026-03-25 17:09:32.499427116,2026-03-25 17:10:43.262093826,2026-03-25 17:13:06.499053204
5000485,103,109033,2026-05-04 18:03:00,Delivered,2026-05-04 18:03:00,2026-05-04 18:05:00,2026-05-04 18:10:29.318455218,2026-05-04 18:12:00.315469200,2026-05-04 18:14:17.995438152
5000486,105,182614,2026-03-17 16:03:00,Delivered,2026-03-17 16:03:00,2026-03-17 16:05:00,2026-03-17 16:09:07.381902024,2026-03-17 16:10:36.170125104,2026-03-17 16:12:02.896080948
5000487,103,147094,2026-06-07 12:03:00,Delivered,2026-06-07 12:03:00,2026-06-07 12:06:00,2026-06-07 12:10:55.451297874,2026-06-07 12:12:06.126801714,2026-06-07 12:14:11.778309972
5000488,102,153689,2026-01-22 08:03:00,Delivered,2026-01-22 08:03:00,2026-01-22 08:06:00,2026-01-22 08:13:33.767663754,2026-01-22 08:14:49.002253686,2026-01-22 08:17:07.155570132
5000489,108,127411,2026-02-15 18:03:00,Delivered,2026-02-15 18:03:00,2026-02-15 18:06:00,2026-02-15 18:09:05.192589210,2026-02-15 18:10:31.425952350,2026-02-15 18:12:04.320118008
5000490,105,118417,2026-01-18 18:03:00,Delivered,2026-01-18 18:03:00,2026-01-18 18:06:00,2026-01-18 18:10:06.758397342,2026-01-18 18:11:25.550302290,2026-01-18 18:14:01.565085390
5000491,106,111374,2026-05-08 15:03:00,Delivered,2026-05-08 15:03:00,2026-05-08 15:04:00,2026-05-08 15:06:57.078789846,2026-05-08 15:08:40.894699032,2026-05-08 15:10:51.078398070
5000492,105,101138,2026-02-12 19:03:00,Delivered,2026-02-12 19:03:00,2026-02-12 19:05:00,2026-02-12 19:09:09.362985120,2026-02-12 19:10:35.754836484,2026-02-12 19:12:13.321012608
5000493,108,118191,2026-02-27 20:03:00,Delivered,2026-02-27 20:03:00,2026-02-27 20:06:00,2026-02-27 20:11:37.536521094,2026-02-27 20:13:18.368103612,2026-02-27 20:16:49.683686129
5000494,110,123127,2026-06-01 15:03:00,Delivered,2026-06-01 15:03:00,2026-06-01 15:06:00,2026-06-01 15:12:04.875263856,2026-06-01 15:13:25.568322990,2026-06-01 15:15:09.979615818
5000495,106,181235,2026-03-07 07:03:00,Delivered,2026-03-07 07:03:00,2026-03-07 07:04:00,2026-03-07 07:11:10.822769898,2026-03-07 07:12:56.185792788,2026-03-07 07:14:08.268749616
5000496,102,116326,2026-01-27 21:03:00,Delivered,2026-01-27 21:03:00,2026-01-27 21:06:00,2026-01-27 21:08:51.087197718,2026-01-27 21:10:42.300382488,2026-01-27 21:13:33.235981830
5000497,104,168210,2026-01-04 14:03:00,Delivered,2026-01-04 14:03:00,2026-01-04 14:06:00,2026-01-04 14:09:22.161473556,2026-01-04 14:10:04.645515762,2026-01-04 14:12:38.244032130
5000498,105,165690,2026-02-11 18:03:00,Delivered,2026-02-11 18:03:00,2026-02-11 18:06:00,2026-02-11 18:10:02.280287484,2026-02-11 18:11:41.355715044,2026-02-11 18:12:11.355715044
5000499,102,196771,2026-06-15 22:03:00,Delivered,2026-06-15 22:03:00,2026-06-15 22:06:00,2026-06-15 22:10:02.788569672,2026-06-15 22:11:16.117633500,2026-06-15 22:11:46.117633500
