product_id,order_count,units_sold,sales_value,cum_pct,abc_class,velocity_rank,sku_code,product_name,category,subcategory,brand,unit_price,unit_weight_kg,shelf_life_days,unit_cost
10145,50,63,7697.34,77.14657012902627,B,107.0,SKU10145,Water 0145,Beverages,Water,Parle,122.18,0.882,273,85.33
10130,47,63,1811.25,77.26352919335376,B,110.0,SKU10130,Water 0130,Beverages,Water,Local,28.75,2.482,99,16.32
10175,51,63,1476.09,77.38048825768124,B,106.0,SKU10175,Soft Drink 0175,Beverages,Soft Drink,Britannia,23.43,4.879,126,14.0
10231,50,63,1573.74,77.49744732200872,B,107.0,SKU10231,Buns 0231,Bakery,Buns,Dove,24.98,4.652,50,17.25
10225,45,63,3416.49,77.61440638633621,B,112.0,SKU10225,Soft Drink 0225,Beverages,Soft Drink,Britannia,54.23,0.324,271,30.87
10241,45,63,3961.44,77.7313654506637,B,112.0,SKU10241,Cakes 0241,Bakery,Cakes,Local,62.88,4.984,362,46.26
10174,47,63,2925.72,77.84832451499118,B,110.0,SKU10174,Face Wash 0174,Personal Care,Face Wash,Local,46.44,4.382,102,30.73
10201,45,62,5026.96,77.9634270862341,B,112.0,SKU10201,Mango 0201,Fruits,Mango,Tata,81.08,0.377,322,55.76
10192,47,62,4176.32,78.07852965747702,B,110.0,SKU10192,Frozen Peas 0192,Frozen,Frozen Peas,Parle,67.36,3.802,305,48.23
10275,46,62,6323.379999999999,78.19363222871995,B,111.0,SKU10275,Water 0275,Beverages,Water,ITC,101.99,1.638,339,81.68
10293,42,61,3432.4700000000003,78.3068783068783,B,115.0,SKU10293,Milk 0293,Dairy,Milk,Parle,56.27,4.623,224,34.99
10162,47,61,1401.78,78.42012438503667,B,110.0,SKU10162,Butter 0162,Dairy,Butter,Parle,22.98,3.77,98,16.63
10266,42,61,2867.61,78.53337046319503,B,115.0,SKU10266,Soft Drink 0266,Beverages,Soft Drink,Local,47.01,4.638,101,27.13
10259,43,60,3442.2,78.64476004826882,B,114.0,SKU10259,Shampoo 0259,Personal Care,Shampoo,Britannia,57.37,0.561,78,37.41
10227,44,60,1952.3999999999999,78.75614963334262,B,113.0,SKU10227,Toothpaste 0227,Personal Care,Toothpaste,Tata,32.54,1.361,193,24.52
10250,50,60,3545.4,78.86753921841641,B,107.0,SKU10250,Biscuits 0250,Snacks,Biscuits,Tata,59.09,2.518,74,42.3
10202,40,60,6929.4,78.9789288034902,B,117.0,SKU10202,Detergent 0202,Household,Detergent,Parle,115.49,0.055,16,73.26
10185,49,60,4850.400000000001,79.090318388564,B,108.0,SKU10185,Fries 0185,Frozen,Fries,Amul,80.84,3.567,283,65.64
10248,43,60,2982.6,79.2017079736378,B,114.0,SKU10248,Bread 0248,Bakery,Bread,ITC,49.71,0.893,171,31.09
10318,41,60,3960.0,79.31309755871159,B,116.0,SKU10318,Curd 0318,Dairy,Curd,Local,66.0,0.979,162,42.63
10188,42,60,1695.6000000000001,79.42448714378538,B,115.0,SKU10188,Bread 0188,Bakery,Bread,Parle,28.26,3.028,282,19.74
10263,40,59,2675.0600000000004,79.53402023577462,B,117.0,SKU10263,Cookies 0263,Bakery,Cookies,Amul,45.34,2.073,233,31.24
10204,46,59,2604.85,79.64355332776385,B,111.0,SKU10204,Water 0204,Beverages,Water,Dove,44.15,4.478,77,33.02
10210,44,59,2178.28,79.75308641975309,B,113.0,SKU10210,Frozen Peas 0210,Frozen,Frozen Peas,Parle,36.92,4.681,34,27.62
10261,42,58,7779.54,79.86076301865775,B,115.0,SKU10261,Orange 0261,Fruits,Orange,Tata,134.13,2.967,197,95.27
10214,45,58,2864.04,79.96843961756242,B,112.0,SKU10214,Banana 0214,Fruits,Banana,Amul,49.38,1.018,273,38.51
10208,40,58,1027.18,80.0761162164671,B,117.0,SKU10208,Butter 0208,Dairy,Butter,ITC,17.71,2.376,296,11.96
10154,44,58,4116.26,80.18379281537176,B,113.0,SKU10154,Juice 0154,Beverages,Juice,Britannia,70.97,1.324,249,48.18
10317,40,58,3761.88,80.29146941427643,B,117.0,SKU10317,Apple 0317,Fruits,Apple,Tata,64.86,4.285,356,40.29
10151,44,57,2830.0499999999997,80.39728952009654,B,113.0,SKU10151,Frozen Snacks 0151,Frozen,Frozen Snacks,Britannia,49.65,0.509,23,40.08
10321,44,57,2913.27,80.50310962591665,B,113.0,SKU10321,Namkeen 0321,Snacks,Namkeen,Britannia,51.11,1.904,69,34.55
10173,44,57,5706.27,80.60892973173675,B,113.0,SKU10173,Soft Drink 0173,Beverages,Soft Drink,Local,100.11,1.995,350,67.36
10267,44,57,1873.59,80.71474983755685,B,113.0,SKU10267,Coffee 0267,Beverages,Coffee,ITC,32.87,4.667,45,25.03
10257,38,56,1835.68,80.81871345029239,B,119.0,SKU10257,Water 0257,Beverages,Water,Parle,32.78,1.639,71,21.52
10217,43,56,1826.1599999999999,80.92267706302793,B,114.0,SKU10217,Rice 0217,Staples,Rice,Tata,32.61,0.541,87,26.09
10226,42,55,4264.700000000001,81.02478418267891,B,115.0,SKU10226,Detergent 0226,Household,Detergent,Tata,77.54,1.819,314,52.6
10187,39,55,2101.55,81.1268913023299,B,118.0,SKU10187,Potato 0187,Vegetables,Potato,Tata,38.21,0.295,222,31.03
10189,43,55,4560.6,81.22899842198088,B,114.0,SKU10189,Potato 0189,Vegetables,Potato,Amul,82.92,2.457,212,47.36
10240,39,55,6234.8,81.33110554163186,B,118.0,SKU10240,Curd 0240,Dairy,Curd,Britannia,113.36,2.654,91,67.02
10223,41,54,2638.98,81.43135616819828,B,116.0,SKU10223,Milk 0223,Dairy,Milk,Local,48.87,1.636,160,35.77
10230,42,54,1605.42,81.53160679476468,B,115.0,SKU10230,Soap 0230,Personal Care,Soap,Local,29.73,4.447,252,23.14
10292,37,54,3595.86,81.6318574213311,B,120.0,SKU10292,Flour 0292,Staples,Flour,Nestle,66.59,1.993,335,53.62
10272,36,53,4437.16,81.73025155481295,B,121.0,SKU10272,Soft Drink 0272,Beverages,Soft Drink,Tata,83.72,2.336,344,52.48
10213,40,53,1831.1499999999999,81.82864568829481,B,117.0,SKU10213,Detergent 0213,Household,Detergent,Dove,34.55,2.95,124,22.53
10194,37,53,2662.19,81.92703982177666,B,120.0,SKU10194,Face Wash 0194,Personal Care,Face Wash,Britannia,50.23,2.828,79,35.38
10376,42,53,1407.15,82.02543395525852,B,115.0,SKU10376,Bread 0376,Bakery,Bread,Tata,26.55,4.182,36,16.81
10209,38,53,1913.83,82.12382808874037,B,119.0,SKU10209,Water 0209,Beverages,Water,Britannia,36.11,2.407,280,29.05
10221,39,52,1800.7600000000002,82.22036572913765,B,118.0,SKU10221,Coffee 0221,Beverages,Coffee,Tata,34.63,0.717,206,20.45
10255,41,52,4685.2,82.31690336953496,B,116.0,SKU10255,Frozen Snacks 0255,Frozen,Frozen Snacks,Nestle,90.1,2.945,88,55.6
10249,36,52,3262.48,82.41344100993224,B,121.0,SKU10249,Cakes 0249,Bakery,Cakes,Britannia,62.74,4.894,49,35.05
10262,40,52,3675.3600000000006,82.50997865032953,B,117.0,SKU10262,Milk 0262,Dairy,Milk,Local,70.68,1.825,293,39.29
10300,39,52,3215.16,82.60651629072682,B,118.0,SKU10300,Bread 0300,Bakery,Bread,Local,61.83,3.73,20,38.33
10196,37,51,3806.1299999999997,82.70119743803954,B,120.0,SKU10196,Mango 0196,Fruits,Mango,Parle,74.63,1.39,3,55.95
10203,37,51,2213.91,82.79587858535227,B,120.0,SKU10203,Garbage Bags 0203,Household,Garbage Bags,Tata,43.41,1.101,77,35.24
10371,38,51,3294.6,82.890559732665,B,119.0,SKU10371,Milk 0371,Dairy,Milk,Amul,64.6,0.273,241,50.26
10254,31,51,905.25,82.98524087997772,B,126.0,SKU10254,Ice Cream 0254,Frozen,Ice Cream,Local,17.75,2.018,170,9.83
10332,32,51,3146.19,83.07992202729045,B,125.0,SKU10332,Orange 0332,Fruits,Orange,Tata,61.69,3.984,44,46.37
10302,36,51,2515.83,83.17460317460318,B,121.0,SKU10302,Toothpaste 0302,Personal Care,Toothpaste,Local,49.33,2.507,316,38.58
10350,35,51,1780.4099999999999,83.2692843219159,B,122.0,SKU10350,Cleaner 0350,Household,Cleaner,Dove,34.91,0.983,269,20.22
10253,34,51,1238.79,83.36396546922863,B,123.0,SKU10253,Orange 0253,Fruits,Orange,Local,24.29,1.935,148,14.07
10271,36,51,1756.95,83.45864661654136,B,121.0,SKU10271,Orange 0271,Fruits,Orange,Local,34.45,2.861,10,26.05
10273,40,51,3833.67,83.55332776385409,B,117.0,SKU10273,Toothpaste 0273,Personal Care,Toothpaste,Amul,75.17,3.311,188,57.33
10243,43,51,1574.3700000000001,83.64800891116681,B,114.0,SKU10243,Cakes 0243,Bakery,Cakes,Amul,30.87,2.036,33,19.37
10284,37,51,6455.58,83.74269005847954,B,120.0,SKU10284,Potato 0284,Vegetables,Potato,Dove,126.58,3.79,60,85.08
10239,44,50,1721.0,83.83551471270769,B,113.0,SKU10239,Garbage Bags 0239,Household,Garbage Bags,Nestle,34.42,4.108,27,20.25
10224,37,50,3773.5,83.92833936693586,B,120.0,SKU10224,Tissue 0224,Household,Tissue,Dove,75.47,1.836,176,48.43
10212,40,50,1686.0,84.02116402116403,B,117.0,SKU10212,Coffee 0212,Beverages,Coffee,Local,33.72,1.115,145,26.37
10237,36,50,873.0,84.11398867539218,B,121.0,SKU10237,Tissue 0237,Household,Tissue,Parle,17.46,4.269,90,13.78
10314,40,50,2783.5,84.20681332962035,B,117.0,SKU10314,Frozen Peas 0314,Frozen,Frozen Peas,Tata,55.67,2.706,342,40.84
10403,34,49,765.87,84.29778149076395,B,123.0,SKU10403,Orange 0403,Fruits,Orange,ITC,15.63,2.441,346,9.68
10377,36,49,2598.4700000000003,84.38874965190755,B,121.0,SKU10377,Cheese 0377,Dairy,Cheese,Amul,53.03,0.821,218,42.47
10172,40,49,2923.3399999999997,84.47971781305115,B,117.0,SKU10172,Cookies 0172,Bakery,Cookies,Britannia,59.66,2.271,87,36.41
10324,35,49,2982.14,84.57068597419475,B,122.0,SKU10324,Flour 0324,Staples,Flour,Britannia,60.86,2.435,272,42.87
10264,36,49,1711.57,84.66165413533835,B,121.0,SKU10264,Fries 0264,Frozen,Fries,Tata,34.93,2.186,98,22.46
10344,36,49,735.0,84.75262229648195,B,121.0,SKU10344,Water 0344,Beverages,Water,Britannia,15.0,3.113,287,8.97
10233,34,49,2244.69,84.84359045762555,B,123.0,SKU10233,Butter 0233,Dairy,Butter,Tata,45.81,0.582,61,30.72
10335,39,49,2103.08,84.93455861876915,B,118.0,SKU10335,Frozen Peas 0335,Frozen,Frozen Peas,Amul,42.92,1.554,114,34.46
10359,36,48,2798.3999999999996,85.02367028682818,B,121.0,SKU10359,Milk 0359,Dairy,Milk,ITC,58.3,4.363,166,37.23
10348,35,48,2167.2,85.11278195488721,B,122.0,SKU10348,Sugar 0348,Staples,Sugar,Amul,45.15,1.111,91,28.06
10421,33,48,2341.44,85.20189362294626,B,124.0,SKU10421,Butter 0421,Dairy,Butter,Parle,48.78,4.887,307,39.07
10260,39,48,4174.08,85.29100529100529,B,118.0,SKU10260,Biscuits 0260,Snacks,Biscuits,ITC,86.96,4.337,331,60.28
10303,40,48,1525.44,85.38011695906432,B,117.0,SKU10303,Bread 0303,Bakery,Bread,Tata,31.78,2.355,198,21.33
10340,35,48,2659.2,85.46922862712336,B,122.0,SKU10340,Cookies 0340,Bakery,Cookies,Parle,55.4,3.466,213,35.58
10424,35,47,1498.36,85.55648380209784,B,122.0,SKU10424,Buns 0424,Bakery,Buns,Tata,31.88,0.81,345,23.74
10373,36,47,974.3100000000001,85.64373897707232,B,121.0,SKU10373,Ice Cream 0373,Frozen,Ice Cream,ITC,20.73,4.196,27,13.83
10307,39,47,3313.5,85.73099415204679,B,118.0,SKU10307,Cleaner 0307,Household,Cleaner,Amul,70.5,4.4,197,48.88
10297,34,47,6304.11,85.81824932702126,B,123.0,SKU10297,Tomato 0297,Vegetables,Tomato,Parle,134.13,3.418,28,107.46
10363,35,47,1801.9800000000002,85.90550450199574,B,122.0,SKU10363,Juice 0363,Beverages,Juice,Amul,38.34,0.228,297,28.92
10244,35,47,1465.93,85.99275967697021,B,122.0,SKU10244,Potato 0244,Vegetables,Potato,Local,31.19,1.653,275,18.33
10269,36,47,6265.1,86.08001485194468,B,121.0,SKU10269,Cheese 0269,Dairy,Cheese,Nestle,133.3,1.68,102,74.12
10351,36,47,2179.86,86.16727002691916,B,121.0,SKU10351,Flour 0351,Staples,Flour,Local,46.38,1.753,107,28.52
10322,27,47,1377.57,86.25452520189363,B,130.0,SKU10322,Onion 0322,Vegetables,Onion,Britannia,29.31,0.55,193,18.98
10256,38,46,4548.48,86.33992388378353,B,119.0,SKU10256,Biscuits 0256,Snacks,Biscuits,Dove,98.88,0.684,107,66.57
10398,36,46,1397.94,86.42532256567344,B,121.0,SKU10398,Buns 0398,Bakery,Buns,Britannia,30.39,2.751,222,24.05
10177,36,46,1599.42,86.51072124756335,B,121.0,SKU10177,Cookies 0177,Bakery,Cookies,ITC,34.77,1.002,205,27.81
10238,35,46,1188.1799999999998,86.59611992945327,B,122.0,SKU10238,Juice 0238,Beverages,Juice,Nestle,25.83,3.784,337,17.62
10282,33,46,1901.64,86.68151861134318,B,124.0,SKU10282,Mango 0282,Fruits,Mango,ITC,41.34,1.112,14,33.76
10245,34,46,3141.7999999999997,86.76691729323308,B,123.0,SKU10245,Toothpaste 0245,Personal Care,Toothpaste,Parle,68.3,4.746,353,45.7
10234,33,46,1506.5,86.85231597512299,B,124.0,SKU10234,Soap 0234,Personal Care,Soap,Nestle,32.75,0.621,151,26.44
10355,32,46,6510.38,86.9377146570129,B,125.0,SKU10355,Bread 0355,Bakery,Bread,Dove,141.53,4.054,291,85.21
10310,31,46,2362.1,87.02311333890282,B,126.0,SKU10310,Tissue 0310,Household,Tissue,Local,51.35,1.388,48,32.42
10308,32,46,3054.4,87.10851202079272,B,125.0,SKU10308,Cleaner 0308,Household,Cleaner,Amul,66.4,1.897,277,54.03
10298,34,46,3927.4799999999996,87.19391070268263,B,123.0,SKU10298,Chocolate 0298,Snacks,Chocolate,Amul,85.38,2.835,84,58.54
10430,34,46,4479.94,87.27930938457254,B,123.0,SKU10430,Capsicum 0430,Vegetables,Capsicum,Parle,97.39,3.149,95,60.36
10429,32,45,4025.25,87.3628515733779,B,125.0,SKU10429,Butter 0429,Dairy,Butter,ITC,89.45,2.709,197,61.57
10294,31,45,1280.7,87.44639376218323,B,126.0,SKU10294,Sugar 0294,Staples,Sugar,Local,28.46,2.916,310,19.53
10420,33,45,6883.200000000001,87.52993595098859,B,124.0,SKU10420,Detergent 0420,Household,Detergent,Parle,152.96,4.684,13,95.01
10228,34,45,2442.15,87.61347813979393,B,123.0,SKU10228,Water 0228,Beverages,Water,Nestle,54.27,3.072,235,34.03
10397,30,45,1409.85,87.69702032859928,B,127.0,SKU10397,Water 0397,Beverages,Water,ITC,31.33,3.989,87,19.52
10409,33,45,2102.4,87.78056251740462,B,124.0,SKU10409,Orange 0409,Fruits,Orange,Nestle,46.72,0.433,118,36.09
10329,30,44,1754.7200000000003,87.86224821312541,B,127.0,SKU10329,Banana 0329,Fruits,Banana,Amul,39.88,1.881,227,27.26
10288,29,44,4719.88,87.94393390884619,B,128.0,SKU10288,Water 0288,Beverages,Water,ITC,107.27,3.007,286,87.33
10336,31,44,4929.76,88.02561960456697,B,126.0,SKU10336,Mango 0336,Fruits,Mango,Amul,112.04,4.378,184,79.97
10346,30,44,5244.36,88.10730530028776,B,127.0,SKU10346,Frozen Snacks 0346,Frozen,Frozen Snacks,Dove,119.19,2.336,333,66.01
10360,32,44,2884.2,88.18899099600854,B,125.0,SKU10360,Tissue 0360,Household,Tissue,Amul,65.55,3.189,350,37.64
10367,34,44,3784.0,88.27067669172932,B,123.0,SKU10367,Cleaner 0367,Household,Cleaner,Parle,86.0,0.25,144,59.65
10311,34,44,3952.08,88.3523623874501,B,123.0,SKU10311,Tomato 0311,Vegetables,Tomato,Amul,89.82,0.845,46,50.15
10268,32,44,6691.52,88.4340480831709,B,125.0,SKU10268,Garbage Bags 0268,Household,Garbage Bags,Amul,152.08,1.988,94,122.34
10389,33,44,932.8,88.51573377889167,B,124.0,SKU10389,Orange 0389,Fruits,Orange,Amul,21.2,0.517,176,13.24
10299,30,44,2416.04,88.59741947461245,B,127.0,SKU10299,Tomato 0299,Vegetables,Tomato,ITC,54.91,0.181,191,44.6
10451,29,43,1320.53,88.67724867724868,B,128.0,SKU10451,Detergent 0451,Household,Detergent,Britannia,30.71,0.886,162,19.5
10232,32,43,3307.9900000000002,88.7570778798849,B,125.0,SKU10232,Biscuits 0232,Snacks,Biscuits,Dove,76.93,0.544,358,59.82
10320,30,43,4069.0899999999997,88.83690708252112,B,127.0,SKU10320,Chocolate 0320,Snacks,Chocolate,Amul,94.63,4.397,320,70.36
10309,32,43,961.0500000000001,88.91673628515734,B,125.0,SKU10309,Ice Cream 0309,Frozen,Ice Cream,Tata,22.35,2.847,220,13.42
10235,34,43,2237.29,88.99656548779356,B,123.0,SKU10235,Soap 0235,Personal Care,Soap,Dove,52.03,3.117,238,37.76
10216,31,43,2076.8999999999996,89.07639469042978,B,126.0,SKU10216,Tomato 0216,Vegetables,Tomato,Amul,48.3,1.11,136,34.63
10388,29,43,2423.05,89.156223893066,B,128.0,SKU10388,Cakes 0388,Bakery,Cakes,Amul,56.35,4.824,357,32.48
10295,32,42,2235.24,89.23419660261766,B,125.0,SKU10295,Namkeen 0295,Snacks,Namkeen,Tata,53.22,0.073,92,30.57
10426,29,42,2796.78,89.31216931216932,B,128.0,SKU10426,Bread 0426,Bakery,Bread,Local,66.59,1.016,20,47.37
10475,35,42,5146.68,89.39014202172098,B,122.0,SKU10475,Coffee 0475,Beverages,Coffee,Parle,122.54,3.92,48,75.82
10470,28,42,4550.28,89.46811473127262,B,129.0,SKU10470,Bread 0470,Bakery,Bread,Parle,108.34,4.489,296,70.36
10462,32,42,630.0,89.54608744082428,B,125.0,SKU10462,Rice 0462,Staples,Rice,ITC,15.0,2.138,165,9.62
10331,31,42,1875.7199999999998,89.62406015037594,B,126.0,SKU10331,Soap 0331,Personal Care,Soap,Nestle,44.66,0.636,155,27.44
10330,30,42,2679.6,89.7020328599276,B,127.0,SKU10330,Fries 0330,Frozen,Fries,Local,63.8,2.117,106,37.22
10339,26,42,903.84,89.78000556947926,B,131.0,SKU10339,Cakes 0339,Bakery,Cakes,Dove,21.52,2.345,185,17.6
10281,36,42,2391.06,89.85797827903092,B,121.0,SKU10281,Rice 0281,Staples,Rice,Amul,56.93,1.976,94,36.48
10290,35,42,2537.64,89.93595098858256,B,122.0,SKU10290,Milk 0290,Dairy,Milk,ITC,60.42,0.31,78,35.37
10258,26,42,904.68,90.01392369813422,C,131.0,SKU10258,Potato 0258,Vegetables,Potato,ITC,21.54,1.006,290,16.56
10417,29,42,2130.24,90.09189640768588,C,128.0,SKU10417,Dal 0417,Staples,Dal,Parle,50.72,4.88,299,30.22
10491,33,42,3983.7,90.16986911723754,C,124.0,SKU10491,Bread 0491,Bakery,Bread,Dove,94.85,3.739,70,63.16
10289,33,42,2307.06,90.2478418267892,C,124.0,SKU10289,Orange 0289,Fruits,Orange,Nestle,54.93,3.361,60,37.25
10392,29,42,2053.38,90.32581453634086,C,128.0,SKU10392,Garbage Bags 0392,Household,Garbage Bags,Amul,48.89,4.159,111,32.81
10265,31,42,2306.22,90.4037872458925,C,126.0,SKU10265,Juice 0265,Beverages,Juice,Dove,54.91,3.184,220,36.45
10278,27,41,3077.87,90.4799034623596,C,130.0,SKU10278,Chocolate 0278,Snacks,Chocolate,Tata,75.07,0.518,309,50.31
10242,34,41,3285.33,90.5560196788267,C,123.0,SKU10242,Soft Drink 0242,Beverages,Soft Drink,Britannia,80.13,0.269,266,45.1
10286,34,41,4416.93,90.63213589529379,C,123.0,SKU10286,Chips 0286,Snacks,Chips,Nestle,107.73,4.143,234,68.67
10440,29,41,5736.719999999999,90.70825211176088,C,128.0,SKU10440,Orange 0440,Fruits,Orange,Nestle,139.92,4.731,194,82.86
10438,26,41,1682.23,90.78436832822798,C,131.0,SKU10438,Fries 0438,Frozen,Fries,Britannia,41.03,1.168,80,30.52
10385,34,41,2573.57,90.86048454469507,C,123.0,SKU10385,Detergent 0385,Household,Detergent,Tata,62.77,1.588,220,48.07
10372,32,41,2768.3199999999997,90.93660076116217,C,125.0,SKU10372,Ice Cream 0372,Frozen,Ice Cream,Dove,67.52,4.683,174,53.46
10342,33,41,2110.68,91.01271697762925,C,124.0,SKU10342,Curd 0342,Dairy,Curd,Dove,51.48,3.358,145,35.53
10378,28,41,2334.54,91.08883319409635,C,129.0,SKU10378,Flour 0378,Staples,Flour,Britannia,56.94,2.698,151,32.77
10325,27,41,2023.3500000000001,91.16494941056345,C,130.0,SKU10325,Coffee 0325,Beverages,Coffee,Dove,49.35,2.844,18,29.99
10456,28,40,3402.0,91.23920913394598,C,129.0,SKU10456,Fries 0456,Frozen,Fries,Parle,85.05,2.622,272,67.41
10410,28,40,3690.7999999999997,91.3134688573285,C,129.0,SKU10410,Chips 0410,Snacks,Chips,Tata,92.27,3.91,206,57.14
10304,31,40,2025.2,91.38772858071104,C,126.0,SKU10304,Orange 0304,Fruits,Orange,Nestle,50.63,0.077,113,31.67
10356,34,40,2223.2,91.46198830409357,C,123.0,SKU10356,Chips 0356,Snacks,Chips,Tata,55.58,4.873,70,36.25
10283,26,40,1151.6,91.53624802747609,C,131.0,SKU10283,Fries 0283,Frozen,Fries,Tata,28.79,2.835,32,15.96
10313,29,40,3647.6,91.61050775085863,C,128.0,SKU10313,Shampoo 0313,Personal Care,Shampoo,Britannia,91.19,2.508,59,55.08
10315,29,39,1395.42,91.6829109811566,C,128.0,SKU10315,Frozen Snacks 0315,Frozen,Frozen Snacks,Parle,35.78,4.829,40,21.43
10361,27,39,10435.619999999999,91.75531421145456,C,130.0,SKU10361,Potato 0361,Vegetables,Potato,ITC,267.58,2.174,4,148.99
10362,26,39,3259.2299999999996,91.82771744175253,C,131.0,SKU10362,Toothpaste 0362,Personal Care,Toothpaste,Britannia,83.57,2.184,264,50.52
10252,29,39,3187.8599999999997,91.90012067205049,C,128.0,SKU10252,Cookies 0252,Bakery,Cookies,Parle,81.74,4.856,69,59.33
10366,28,39,1666.8600000000001,91.97252390234847,C,129.0,SKU10366,Butter 0366,Dairy,Butter,Parle,42.74,4.796,359,29.33
10337,32,39,1191.06,92.04492713264644,C,125.0,SKU10337,Frozen Snacks 0337,Frozen,Frozen Snacks,Britannia,30.54,0.169,246,22.65
10334,28,39,1204.71,92.1173303629444,C,129.0,SKU10334,Chips 0334,Snacks,Chips,Amul,30.89,1.458,88,23.72
10444,25,39,2211.3,92.18973359324237,C,132.0,SKU10444,Milk 0444,Dairy,Milk,ITC,56.7,0.955,91,44.54
10447,28,39,3813.0299999999997,92.26213682354033,C,129.0,SKU10447,Buns 0447,Bakery,Buns,ITC,97.77,3.381,149,56.09
10476,29,39,2273.31,92.3345400538383,C,128.0,SKU10476,Apple 0476,Fruits,Apple,Tata,58.29,2.169,53,38.13
10473,30,39,2127.45,92.40694328413626,C,127.0,SKU10473,Mango 0473,Fruits,Mango,Parle,54.55,4.12,354,30.9
10422,31,39,1124.37,92.47934651443424,C,126.0,SKU10422,Cleaner 0422,Household,Cleaner,Tata,28.83,1.22,145,16.75
10418,30,39,4711.2,92.5517497447322,C,127.0,SKU10418,Rice 0418,Staples,Rice,Nestle,120.8,1.133,316,93.13
10395,33,39,2383.68,92.62415297503017,C,124.0,SKU10395,Soft Drink 0395,Beverages,Soft Drink,ITC,61.12,4.72,77,40.63
10368,30,39,2162.55,92.69655620532814,C,127.0,SKU10368,Cleaner 0368,Household,Cleaner,Tata,55.45,3.544,129,35.21
10381,27,39,1088.49,92.7689594356261,C,130.0,SKU10381,Cleaner 0381,Household,Cleaner,Amul,27.91,2.016,37,16.05
10215,31,39,3714.75,92.84136266592407,C,126.0,SKU10215,Detergent 0215,Household,Detergent,Dove,95.25,3.414,58,58.6
10280,27,39,872.8199999999999,92.91376589622203,C,130.0,SKU10280,Coffee 0280,Beverages,Coffee,Amul,22.38,3.629,146,13.2
10277,30,39,3082.5600000000004,92.98616912652001,C,127.0,SKU10277,Cookies 0277,Bakery,Cookies,Amul,79.04,1.924,148,44.38
10270,30,38,3661.2999999999997,93.0567158637334,C,127.0,SKU10270,Butter 0270,Dairy,Butter,Dove,96.35,2.283,51,68.64
10287,32,38,2357.14,93.1272626009468,C,125.0,SKU10287,Flour 0287,Staples,Flour,Local,62.03,4.641,159,42.15
10328,29,38,1612.7199999999998,93.19780933816021,C,128.0,SKU10328,Tomato 0328,Vegetables,Tomato,Britannia,42.44,2.154,274,23.79
10326,29,38,1554.2,93.26835607537362,C,128.0,SKU10326,Rice 0326,Staples,Rice,Dove,40.9,4.912,299,32.43
10485,25,38,1801.1999999999998,93.33890281258702,C,132.0,SKU10485,Orange 0485,Fruits,Orange,Parle,47.4,2.154,302,33.59
10380,26,38,3143.36,93.40944954980043,C,131.0,SKU10380,Cookies 0380,Bakery,Cookies,Nestle,82.72,2.859,319,62.7
10419,33,38,1520.0,93.47999628701383,C,124.0,SKU10419,Curd 0419,Dairy,Curd,ITC,40.0,2.603,274,28.31
10431,24,37,4142.5199999999995,93.54868653114268,C,133.0,SKU10431,Fries 0431,Frozen,Fries,Tata,111.96,1.049,192,81.62
10474,28,37,2477.15,93.61737677527151,C,129.0,SKU10474,Garbage Bags 0474,Household,Garbage Bags,Tata,66.95,3.259,212,43.49
10468,23,37,1129.6100000000001,93.68606701940035,C,134.0,SKU10468,Milk 0468,Dairy,Milk,Parle,30.53,4.908,324,17.92
10374,24,37,2819.0299999999997,93.7547572635292,C,133.0,SKU10374,Apple 0374,Fruits,Apple,Britannia,76.19,0.632,360,57.68
10343,28,37,3707.0299999999997,93.82344750765803,C,129.0,SKU10343,Orange 0343,Fruits,Orange,Local,100.19,1.915,304,69.53
10413,29,37,2566.69,93.89213775178688,C,128.0,SKU10413,Tissue 0413,Household,Tissue,ITC,69.37,3.08,174,56.28
10369,26,37,2322.12,93.96082799591572,C,131.0,SKU10369,Capsicum 0369,Vegetables,Capsicum,Parle,62.76,1.544,131,47.63
10383,27,37,1507.75,94.02951824004455,C,130.0,SKU10383,Onion 0383,Vegetables,Onion,Parle,40.75,0.362,189,22.79
10319,26,37,3845.04,94.0982084841734,C,131.0,SKU10319,Buns 0319,Bakery,Buns,Dove,103.92,2.992,22,66.94
10358,27,37,1928.07,94.16689872830224,C,130.0,SKU10358,Tomato 0358,Vegetables,Tomato,Dove,52.11,3.276,290,33.43
10276,26,37,2775.3700000000003,94.23558897243107,C,131.0,SKU10276,Ice Cream 0276,Frozen,Ice Cream,Parle,75.01,1.761,83,61.12
10333,30,37,2315.83,94.30427921655992,C,127.0,SKU10333,Shampoo 0333,Personal Care,Shampoo,Local,62.59,4.197,360,36.63
10454,24,37,3114.6600000000003,94.37296946068876,C,133.0,SKU10454,Juice 0454,Beverages,Juice,Britannia,84.18,0.581,232,55.76
10387,26,36,2823.12,94.43980321173304,C,131.0,SKU10387,Curd 0387,Dairy,Curd,Parle,78.42,1.466,223,61.27
10364,23,36,3190.68,94.5066369627773,C,134.0,SKU10364,Onion 0364,Vegetables,Onion,Amul,88.63,2.696,335,72.46
10365,25,36,1640.16,94.57347071382159,C,132.0,SKU10365,Sugar 0365,Staples,Sugar,Tata,45.56,4.968,58,36.48
10349,28,36,1348.92,94.64030446486586,C,129.0,SKU10349,Butter 0349,Dairy,Butter,Tata,37.47,0.741,283,21.01
