order_id,store_id,customer_id,order_datetime,order_status,order_created_at,picking_started_at,picking_completed_at,packed_at,dispatched_at,picking_time_minutes,fulfillment_time_minutes
5001591,104,110128,2026-02-27 14:03:00,Delivered,2026-02-27 14:03:00,2026-02-27 14:04:00,2026-02-27 14:08:42.361481832,2026-02-27 14:09:12.361481832,2026-02-27 14:11:19.134983004,4.706024697199999,8.3189163834
5001592,101,179645,2026-03-09 22:03:00,Delivered,2026-03-09 22:03:00,2026-03-09 22:05:00,2026-03-09 22:08:47.006516754,2026-03-09 22:10:14.458920846,2026-03-09 22:13:21.667369224,3.7834419459,10.3611228204
5001593,101,150859,2026-01-13 13:03:00,Delivered,2026-01-13 13:03:00,2026-01-13 13:04:00,2026-01-13 13:09:54.571375518,2026-01-13 13:12:08.376223410,2026-01-13 13:13:32.189201784,5.9095229253,10.5364866964
5001594,101,153663,2026-03-22 09:03:00,Delivered,2026-03-22 09:03:00,2026-03-22 09:04:00,2026-03-22 09:07:16.054767744,2026-03-22 09:08:42.293793180,2026-03-22 09:10:56.106013650,3.2675794624,7.9351002275
5001595,108,139534,2026-06-15 07:03:00,Delivered,2026-06-15 07:03:00,2026-06-15 07:06:00,2026-06-15 07:09:10.186114896,2026-06-15 07:11:16.681714092,2026-06-15 07:13:34.619835612,3.1697685816,10.576997260199999
5001596,108,183063,2026-03-16 09:03:00,Delivered,2026-03-16 09:03:00,2026-03-16 09:06:00,2026-03-16 09:10:15.984506232,2026-03-16 09:11:11.556508098,2026-03-16 09:13:16.189667640,4.2664084372,10.269827794000001
5001597,109,139987,2026-04-28 14:03:00,Delivered,2026-04-28 14:03:00,2026-04-28 14:06:00,2026-04-28 14:13:08.580800801,2026-04-28 14:14:07.167586055,2026-04-28 14:17:10.838474927,7.143013346683333,14.180641248783333
5001598,102,156999,2026-02-02 14:03:00,Delivered,2026-02-02 14:03:00,2026-02-02 14:06:00,2026-02-02 14:09:57.644767716,2026-02-02 14:11:54.826471374,2026-02-02 14:14:02.956068804,3.9607461286,11.0492678134
5001599,101,164377,2026-01-26 21:03:00,Delivered,2026-01-26 21:03:00,2026-01-26 21:06:00,2026-01-26 21:11:26.509681764,2026-01-26 21:13:16.960304010,2026-01-26 21:14:38.313279240,5.4418280294,11.638554654
5001600,102,112702,2026-05-13 09:03:00,Delivered,2026-05-13 09:03:00,2026-05-13 09:06:00,2026-05-13 09:10:46.599762558,2026-05-13 09:12:15.972864510,2026-05-13 09:14:46.657897326,4.7766627093,11.7776316221
5001601,107,193017,2026-01-12 11:03:00,Delivered,2026-01-12 11:03:00,2026-01-12 11:06:00,2026-01-12 11:10:25.623910824,2026-01-12 11:12:16.476736164,2026-01-12 11:15:53.809389624,4.4270651804000005,12.8968231604
5001602,101,120752,2026-03-23 23:03:00,Delivered,2026-03-23 23:03:00,2026-03-23 23:04:00,2026-03-23 23:10:21.482141568,2026-03-23 23:11:37.258268423,2026-03-23 23:13:15.913357691,6.3580356928,10.265222628183333
5001603,107,193632,2026-02-27 07:03:00,Delivered,2026-02-27 07:03:00,2026-02-27 07:06:00,2026-02-27 07:09:03.173582352,2026-02-27 07:10:06.141386514,2026-02-27 07:12:14.151530316,3.0528930392,9.2358588386
5001604,109,164959,2026-01-03 14:03:00,Delivered,2026-01-03 14:03:00,2026-01-03 14:06:00,2026-01-03 14:12:10.130430234,2026-01-03 14:13:49.411053174,2026-01-03 14:16:10.568139348,6.1688405039,13.176135655800001
5001605,102,140264,2026-04-07 10:03:00,Delivered,2026-04-07 10:03:00,2026-04-07 10:05:00,2026-04-07 10:10:50.822832996,2026-04-07 10:12:13.936914624,2026-04-07 10:15:10.431009588,5.8470472166,12.1738501598
5001606,108,191283,2026-06-24 16:03:00,Delivered,2026-06-24 16:03:00,2026-06-24 16:05:00,2026-06-24 16:08:16.618390715,2026-06-24 16:09:56.618802569,2026-06-24 16:12:44.008867817,3.2769731785833334,9.733481130283334
5001607,106,164912,2026-01-13 23:03:00,Delivered,2026-01-13 23:03:00,2026-01-13 23:06:00,2026-01-13 23:11:05.991239388,2026-01-13 23:12:40.945536966,2026-01-13 23:14:58.282872318,5.0998539898,11.9713812053
5001608,110,147918,2026-05-28 10:03:00,Delivered,2026-05-28 10:03:00,2026-05-28 10:05:00,2026-05-28 10:10:49.652565048,2026-05-28 10:12:11.608959126,2026-05-28 10:14:02.933738364,5.8275427508,11.0488956394
5001609,103,139890,2026-04-08 13:03:00,Delivered,2026-04-08 13:03:00,2026-04-08 13:06:00,2026-04-08 13:10:20.278301682,2026-04-08 13:12:35.499498180,2026-04-08 13:14:24.395619630,4.3379716947,11.4065936605
5001610,103,118383,2026-05-11 14:03:00,Delivered,2026-05-11 14:03:00,2026-05-11 14:06:00,2026-05-11 14:10:28.483612152,2026-05-11 14:11:33.578722674,2026-05-11 14:14:08.107973886,4.4747268691999995,11.1351328981
5001611,101,174464,2026-01-18 20:03:00,Delivered,2026-01-18 20:03:00,2026-01-18 20:04:00,2026-01-18 20:08:01.572425910,2026-01-18 20:09:35.245627127,2026-01-18 20:11:12.554424425,4.0262070985,8.209240407083334
5001612,108,136100,2026-06-07 23:03:00,Delivered,2026-06-07 23:03:00,2026-06-07 23:05:00,2026-06-07 23:10:22.350471228,2026-06-07 23:11:50.112739884,2026-06-07 23:12:55.388221164,5.3725078538,9.9231370194
5001613,109,150498,2026-01-03 08:03:00,Delivered,2026-01-03 08:03:00,2026-01-03 08:06:00,2026-01-03 08:09:58.378325352,2026-01-03 08:11:35.754601608,2026-01-03 08:13:36.447841272,3.9729720892,10.6074640212
5001614,101,100029,2026-06-14 15:03:00,Delivered,2026-06-14 15:03:00,2026-06-14 15:05:00,2026-06-14 15:10:10.968249972,2026-06-14 15:11:42.088013334,2026-06-14 15:13:28.878690384,5.1828041662,10.4813115064
5001615,105,112571,2026-04-30 19:03:00,Delivered,2026-04-30 19:03:00,2026-04-30 19:04:00,2026-04-30 19:07:04.048348308,2026-04-30 19:08:59.961725244,2026-04-30 19:10:53.309691906,3.0674724718,7.8884948651
5001616,108,111771,2026-03-03 07:03:00,Delivered,2026-03-03 07:03:00,2026-03-03 07:05:00,2026-03-03 07:08:31.913080866,2026-03-03 07:10:09.416855676,2026-03-03 07:12:46.750395306,3.5318846811,9.7791732551
5001617,108,154684,2026-01-02 20:03:00,Delivered,2026-01-02 20:03:00,2026-01-02 20:06:00,2026-01-02 20:10:15.684711576,2026-01-02 20:11:30.068768484,2026-01-02 20:13:46.292798190,4.2614118596,10.7715466365
5001618,110,150887,2026-04-21 11:03:00,Delivered,2026-04-21 11:03:00,2026-04-21 11:05:00,2026-04-21 11:08:48.740462718,2026-04-21 11:09:54.096947874,2026-04-21 11:11:54.656620380,3.8123410453,8.910943673
5001619,108,199250,2026-01-16 15:03:00,Delivered,2026-01-16 15:03:00,2026-01-16 15:06:00,2026-01-16 15:09:09.253557348,2026-01-16 15:10:20.788316982,2026-01-16 15:11:35.577450216,3.1542259558,8.5929575036
5001620,110,133727,2026-04-21 23:03:00,Delivered,2026-04-21 23:03:00,2026-04-21 23:05:00,2026-04-21 23:09:15.405754049,2026-04-21 23:10:25.887432131,2026-04-21 23:12:18.339931283,4.256762567483333,9.305665521383334
5001621,110,127164,2026-05-20 17:03:00,Delivered,2026-05-20 17:03:00,2026-05-20 17:04:00,2026-05-20 17:08:39.936237276,2026-05-20 17:10:26.222629362,2026-05-20 17:11:20.327001768,4.6656039546,8.3387833628
5001622,110,152061,2026-02-18 23:03:00,Delivered,2026-02-18 23:03:00,2026-02-18 23:04:00,2026-02-18 23:09:03.446063664,2026-02-18 23:10:31.463883684,2026-02-18 23:12:06.063799026,5.0574343944,9.1010633171
5001623,105,176802,2026-02-13 17:03:00,Delivered,2026-02-13 17:03:00,2026-02-13 17:04:00,2026-02-13 17:07:16.391674554,2026-02-13 17:08:55.883233086,2026-02-13 17:10:29.054090021,3.2731945759,7.484234833683333
5001624,105,153518,2026-02-10 10:03:00,Delivered,2026-02-10 10:03:00,2026-02-10 10:06:00,2026-02-10 10:08:45.881176230,2026-02-10 10:09:42.818680518,2026-02-10 10:11:55.173809658,2.7646862705,8.9195634943
5001625,105,128612,2026-02-10 18:03:00,Delivered,2026-02-10 18:03:00,2026-02-10 18:06:00,2026-02-10 18:08:52.330612854,2026-02-10 18:10:14.749195398,2026-02-10 18:12:29.344710678,2.8721768809,9.489078511299999
5001626,110,135415,2026-01-21 17:03:00,Delivered,2026-01-21 17:03:00,2026-01-21 17:04:00,2026-01-21 17:08:53.239146360,2026-01-21 17:10:34.834442190,2026-01-21 17:12:34.595238582,4.8873191060000005,9.576587309699999
5001627,103,172608,2026-02-15 12:03:00,Delivered,2026-02-15 12:03:00,2026-02-15 12:06:00,2026-02-15 12:09:51.151645320,2026-02-15 12:11:46.111697046,2026-02-15 12:13:03.257810322,3.852527422,10.0542968387
5001628,108,179623,2026-04-30 08:03:00,Delivered,2026-04-30 08:03:00,2026-04-30 08:06:00,2026-04-30 08:10:08.579366628,2026-04-30 08:11:02.931074634,2026-04-30 08:11:52.108550682,4.1429894438,8.868475844699999
5001629,107,147455,2026-02-24 18:03:00,Delivered,2026-02-24 18:03:00,2026-02-24 18:06:00,2026-02-24 18:09:56.153287128,2026-02-24 18:12:03.783633318,2026-02-24 18:15:20.413332084,3.9358881188,12.3402222014
5001630,101,158142,2026-05-22 16:03:00,Delivered,2026-05-22 16:03:00,2026-05-22 16:05:00,2026-05-22 16:09:15.997633140,2026-05-22 16:11:20.581249224,2026-05-22 16:12:51.877519499,4.266627219,9.864625324983333
5001631,105,171439,2026-05-29 20:03:00,Delivered,2026-05-29 20:03:00,2026-05-29 20:05:00,2026-05-29 20:09:09.888480258,2026-05-29 20:11:04.313908206,2026-05-29 20:13:02.372142750,4.1648080043,10.0395357125
5001632,102,100820,2026-05-18 09:03:00,Delivered,2026-05-18 09:03:00,2026-05-18 09:04:00,2026-05-18 09:09:28.902831060,2026-05-18 09:11:29.272899582,2026-05-18 09:13:18.061664058,5.481713850999999,10.3010277343
5001633,108,183352,2026-04-08 16:03:00,Delivered,2026-04-08 16:03:00,2026-04-08 16:06:00,2026-04-08 16:09:47.323328292,2026-04-08 16:11:08.243646720,2026-04-08 16:14:01.557241740,3.7887221382000003,11.025954029
5001634,105,142807,2026-02-27 20:03:00,Delivered,2026-02-27 20:03:00,2026-02-27 20:06:00,2026-02-27 20:10:42.662731518,2026-02-27 20:11:53.519161074,2026-02-27 20:14:19.494913128,4.711045525299999,11.3249152188
5001635,104,101891,2026-06-18 22:03:00,Delivered,2026-06-18 22:03:00,2026-06-18 22:05:00,2026-06-18 22:07:39.707734782,2026-06-18 22:09:11.745576798,2026-06-18 22:10:49.325347956,2.6617955796999997,7.8220891325999995
5001636,101,186611,2026-02-07 22:03:00,Delivered,2026-02-07 22:03:00,2026-02-07 22:06:00,2026-02-07 22:09:21.425587866,2026-02-07 22:10:58.650870756,2026-02-07 22:13:35.386333398,3.3570931311,10.5897722233
5001637,102,164208,2026-03-26 10:03:00,Delivered,2026-03-26 10:03:00,2026-03-26 10:06:00,2026-03-26 10:11:36.779005902,2026-03-26 10:12:51.774512730,2026-03-26 10:13:58.828933602,5.6129834317,10.9804822267
5001638,108,177966,2026-03-24 09:03:00,Delivered,2026-03-24 09:03:00,2026-03-24 09:04:00,2026-03-24 09:09:27.113394186,2026-03-24 09:11:11.255832270,2026-03-24 09:13:18.404000004,5.4518899031,10.306733333399999
5001639,109,106729,2026-05-15 16:03:00,Delivered,2026-05-15 16:03:00,2026-05-15 16:05:00,2026-05-15 16:10:02.850607650,2026-05-15 16:12:06.679987728,2026-05-15 16:12:36.679987728,5.0475101275,9.6113331288
5001640,103,147122,2026-04-09 14:03:00,Delivered,2026-04-09 14:03:00,2026-04-09 14:04:00,2026-04-09 14:07:18.288366060,2026-04-09 14:09:09.777951684,2026-04-09 14:11:36.818550270,3.3048061009999996,8.6136425045
5001641,109,194865,2026-05-25 10:03:00,Delivered,2026-05-25 10:03:00,2026-05-25 10:05:00,2026-05-25 10:09:45.768677496,2026-05-25 10:11:16.902126570,2026-05-25 10:13:08.514858960,4.7628112916,10.141914316
5001642,106,137389,2026-06-16 08:03:00,Delivered,2026-06-16 08:03:00,2026-06-16 08:04:00,2026-06-16 08:09:16.584256842,2026-06-16 08:09:48.013711356,2026-06-16 08:11:49.134955998,5.2764042807000004,8.8189159333
5001643,104,151643,2026-03-12 09:03:00,Delivered,2026-03-12 09:03:00,2026-03-12 09:05:00,2026-03-12 09:10:03.380519508,2026-03-12 09:10:56.518266816,2026-03-12 09:14:06.506577180,5.0563419918,11.108442953
5001644,105,139105,2026-06-08 12:03:00,Delivered,2026-06-08 12:03:00,2026-06-08 12:04:00,2026-06-08 12:09:23.071855116,2026-06-08 12:10:50.815365234,2026-06-08 12:12:26.812516230,5.3845309186,9.4468752705
5001645,107,129155,2026-01-31 19:03:00,Delivered,2026-01-31 19:03:00,2026-01-31 19:06:00,2026-01-31 19:13:47.898825432,2026-01-31 19:15:33.309276822,2026-01-31 19:17:11.378460594,7.798313757200001,14.189641009899999
5001646,110,185885,2026-06-15 08:03:00,Delivered,2026-06-15 08:03:00,2026-06-15 08:06:00,2026-06-15 08:10:01.080700554,2026-06-15 08:10:56.949893130,2026-06-15 08:11:57.489292734,4.0180116759,8.958154878899999
5001647,105,167471,2026-02-02 08:03:00,Delivered,2026-02-02 08:03:00,2026-02-02 08:04:00,2026-02-02 08:08:15.574821522,2026-02-02 08:09:47.876207868,2026-02-02 08:12:02.151196134,4.2595803587,9.0358532689
5001648,104,150210,2026-06-03 11:03:00,Delivered,2026-06-03 11:03:00,2026-06-03 11:04:00,2026-06-03 11:06:38.464565646,2026-06-03 11:08:25.537146834,2026-06-03 11:10:34.243069512,2.6410760941,7.5707178252
5001649,108,168235,2026-03-12 21:03:00,Delivered,2026-03-12 21:03:00,2026-03-12 21:04:00,2026-03-12 21:09:05.902817124,2026-03-12 21:10:34.345830972,2026-03-12 21:13:21.293547102,5.0983802854,10.354892451700001
5001650,106,147097,2026-06-24 23:03:00,Delivered,2026-06-24 23:03:00,2026-06-24 23:06:00,2026-06-24 23:10:20.707511940,2026-06-24 23:11:35.798455644,2026-06-24 23:13:46.075690770,4.345125199,10.7679281795
5001651,104,145816,2026-01-24 14:03:00,Delivered,2026-01-24 14:03:00,2026-01-24 14:06:00,2026-01-24 14:08:46.653838962,2026-01-24 14:09:41.072038968,2026-01-24 14:12:09.119752878,2.7775639827000003,9.1519958813
5001652,105,155353,2026-03-26 07:03:00,Delivered,2026-03-26 07:03:00,2026-03-26 07:05:00,2026-03-26 07:09:24.823314678,2026-03-26 07:11:13.364463000,2026-03-26 07:13:50.371251432,4.4137219113,10.8395208572
5001653,106,190034,2026-06-13 07:03:00,Delivered,2026-06-13 07:03:00,2026-06-13 07:05:00,2026-06-13 07:12:45.615888696,2026-06-13 07:13:59.909063400,2026-06-13 07:16:29.267460696,7.7602648116,13.487791011599999
5001654,102,167704,2026-01-09 21:03:00,Delivered,2026-01-09 21:03:00,2026-01-09 21:05:00,2026-01-09 21:10:51.686841636,2026-01-09 21:13:01.198357440,2026-01-09 21:15:06.893930658,5.8614473606,12.1148988443
5001655,101,196403,2026-02-17 14:03:00,Delivered,2026-02-17 14:03:00,2026-02-17 14:04:00,2026-02-17 14:09:21.218034648,2026-02-17 14:10:55.467552432,2026-02-17 14:13:33.254101974,5.3536339108,10.554235032900001
5001656,107,192934,2026-01-16 08:03:00,Delivered,2026-01-16 08:03:00,2026-01-16 08:05:00,2026-01-16 08:12:38.998306434,2026-01-16 08:14:17.860249800,2026-01-16 08:17:00.820988430,7.649971773900001,14.013683140500001
5001657,102,145852,2026-02-28 21:03:00,Delivered,2026-02-28 21:03:00,2026-02-28 21:05:00,2026-02-28 21:10:45.937041162,2026-02-28 21:12:35.920755756,2026-02-28 21:15:36.048801636,5.7656173527000005,12.6008133606
5001658,106,108589,2026-03-12 15:03:00,Delivered,2026-03-12 15:03:00,2026-03-12 15:05:00,2026-03-12 15:09:50.174368668,2026-03-12 15:11:11.428599834,2026-03-12 15:15:12.858013398,4.8362394778,12.2143002233
5001659,108,171363,2026-04-23 12:03:00,Delivered,2026-04-23 12:03:00,2026-04-23 12:06:00,2026-04-23 12:10:01.145734794,2026-04-23 12:11:42.423313206,2026-04-23 12:13:06.473788518,4.0190955799,10.1078964753
5001660,103,149187,2026-02-16 14:03:00,Delivered,2026-02-16 14:03:00,2026-02-16 14:06:00,2026-02-16 14:09:29.288843826,2026-02-16 14:10:43.795409124,2026-02-16 14:13:20.641456824,3.4881473971,10.3440242804
5001661,104,100681,2026-01-29 10:03:00,Delivered,2026-01-29 10:03:00,2026-01-29 10:04:00,2026-01-29 10:06:29.120570628,2026-01-29 10:07:39.906100812,2026-01-29 10:09:51.143182122,2.4853428438,6.8523863686999995
5001662,110,106122,2026-01-31 22:03:00,Delivered,2026-01-31 22:03:00,2026-01-31 22:05:00,2026-01-31 22:08:01.260593472,2026-01-31 22:09:09.386099082,2026-01-31 22:11:31.019854596,3.0210098912000003,8.5169975766
5001663,101,130615,2026-06-19 20:03:00,Delivered,2026-06-19 20:03:00,2026-06-19 20:05:00,2026-06-19 20:10:01.160026314,2026-06-19 20:11:19.418848692,2026-06-19 20:14:07.756420260,5.0193337718999995,11.129273671
5001664,108,133552,2026-06-22 10:03:00,Delivered,2026-06-22 10:03:00,2026-06-22 10:06:00,2026-06-22 10:09:50.084423052,2026-06-22 10:12:09.488002218,2026-06-22 10:14:32.149168686,3.8347403842000003,11.5358194781
5001665,102,183521,2026-02-10 19:03:00,Delivered,2026-02-10 19:03:00,2026-02-10 19:05:00,2026-02-10 19:11:33.548974002,2026-02-10 19:12:41.858681262,2026-02-10 19:14:02.713681446,6.5591495667,11.0452280241
5001666,110,157594,2026-02-05 10:03:00,Delivered,2026-02-05 10:03:00,2026-02-05 10:05:00,2026-02-05 10:10:02.957403060,2026-02-05 10:11:47.688187650,2026-02-05 10:13:34.657860828,5.049290051,10.5776310138
5001667,105,112387,2026-01-10 14:03:00,Delivered,2026-01-10 14:03:00,2026-01-10 14:06:00,2026-01-10 14:09:47.779597740,2026-01-10 14:11:12.332000580,2026-01-10 14:13:51.832921080,3.796326629,10.863882018
5001668,101,152790,2026-06-23 19:03:00,Delivered,2026-06-23 19:03:00,2026-06-23 19:06:00,2026-06-23 19:10:17.757059652,2026-06-23 19:11:20.492676384,2026-06-23 19:12:55.266004656,4.2959509942,9.921100077599998
5001669,108,103429,2026-05-08 07:03:00,Delivered,2026-05-08 07:03:00,2026-05-08 07:06:00,2026-05-08 07:11:33.492753042,2026-05-08 07:13:22.487275062,2026-05-08 07:14:41.583715236,5.5582125507,11.6930619206
5001670,102,147973,2026-05-18 19:03:00,Delivered,2026-05-18 19:03:00,2026-05-18 19:06:00,2026-05-18 19:11:12.685126524,2026-05-18 19:12:30.602675352,2026-05-18 19:14:28.023204120,5.2114187754,11.467053402
5001671,104,168476,2026-02-22 10:03:00,Delivered,2026-02-22 10:03:00,2026-02-22 10:06:00,2026-02-22 10:12:05.581673832,2026-02-22 10:13:24.870614868,2026-02-22 10:14:27.489932298,6.0930278972,11.4581655383
5001672,106,139147,2026-04-27 18:03:00,Delivered,2026-04-27 18:03:00,2026-04-27 18:04:00,2026-04-27 18:09:02.808090642,2026-04-27 18:10:58.801476528,2026-04-27 18:12:34.215692136,5.046801510700001,9.5702615356
5001673,108,137460,2026-01-11 15:03:00,Delivered,2026-01-11 15:03:00,2026-01-11 15:06:00,2026-01-11 15:10:13.724868540,2026-01-11 15:11:37.434113802,2026-01-11 15:15:22.499389200,4.228747809,12.37498982
5001674,105,192936,2026-05-03 07:03:00,Delivered,2026-05-03 07:03:00,2026-05-03 07:06:00,2026-05-03 07:09:15.445347072,2026-05-03 07:10:50.818791534,2026-05-03 07:12:36.571795980,3.2574224512,9.609529933000001
5001675,109,188762,2026-04-15 19:03:00,Delivered,2026-04-15 19:03:00,2026-04-15 19:06:00,2026-04-15 19:12:29.621368812,2026-04-15 19:13:58.954836294,2026-04-15 19:16:29.327892678,6.4936894802000005,13.4887982113
5001676,105,151113,2026-03-01 11:03:00,Delivered,2026-03-01 11:03:00,2026-03-01 11:06:00,2026-03-01 11:10:56.776786920,2026-03-01 11:12:24.522229314,2026-03-01 11:13:56.916961434,4.946279782,10.9486160239
5001677,104,196454,2026-05-09 23:03:00,Delivered,2026-05-09 23:03:00,2026-05-09 23:04:00,2026-05-09 23:07:40.123286148,2026-05-09 23:08:38.451875820,2026-05-09 23:11:20.652593376,3.6687214358,8.3442098896
5001678,104,162144,2026-04-28 21:03:00,Delivered,2026-04-28 21:03:00,2026-04-28 21:06:00,2026-04-28 21:09:49.776408348,2026-04-28 21:11:40.366875810,2026-04-28 21:13:39.766870512,3.8296068057999997,10.6627811752
5001679,109,134556,2026-03-21 10:03:00,Delivered,2026-03-21 10:03:00,2026-03-21 10:04:00,2026-03-21 10:09:38.266978038,2026-03-21 10:11:13.594677156,2026-03-21 10:14:03.523639434,5.6377829673,11.0587273239
5001680,107,114143,2026-02-03 17:03:00,Delivered,2026-02-03 17:03:00,2026-02-03 17:05:00,2026-02-03 17:09:56.431099500,2026-02-03 17:11:45.961941348,2026-02-03 17:13:42.465732252,4.940518325,10.7077622042
5001681,102,197241,2026-01-05 13:03:00,Delivered,2026-01-05 13:03:00,2026-01-05 13:04:00,2026-01-05 13:07:09.632279556,2026-01-05 13:08:42.400061310,2026-01-05 13:10:31.935429588,3.1605379925999997,7.532257159799999
5001682,108,106186,2026-06-19 17:03:00,Delivered,2026-06-19 17:03:00,2026-06-19 17:04:00,2026-06-19 17:08:52.547461842,2026-06-19 17:10:47.894669754,2026-06-19 17:12:52.600371708,4.8757910307,9.8766728618
5001683,105,169499,2026-02-20 16:03:00,Delivered,2026-02-20 16:03:00,2026-02-20 16:06:00,2026-02-20 16:10:32.982208134,2026-02-20 16:12:06.620953098,2026-02-20 16:14:18.833747958,4.549703468900001,11.313895799300001
5001684,104,167675,2026-02-24 12:03:00,Delivered,2026-02-24 12:03:00,2026-02-24 12:06:00,2026-02-24 12:09:18.219654642,2026-02-24 12:11:21.152587890,2026-02-24 12:13:44.121320106,3.3036609107,10.7353553351
5001685,101,144519,2026-05-04 18:03:00,Delivered,2026-05-04 18:03:00,2026-05-04 18:06:00,2026-05-04 18:10:47.443847124,2026-05-04 18:11:55.711070238,2026-05-04 18:13:34.364065080,4.7907307854,10.572734418000001
5001686,110,180308,2026-02-16 11:03:00,Delivered,2026-02-16 11:03:00,2026-02-16 11:05:00,2026-02-16 11:10:02.984641086,2026-02-16 11:11:14.010348714,2026-02-16 11:12:42.883048422,5.0497440181,9.7147174737
5001687,101,154746,2026-03-10 22:03:00,Delivered,2026-03-10 22:03:00,2026-03-10 22:04:00,2026-03-10 22:07:20.409066456,2026-03-10 22:09:33.299100762,2026-03-10 22:10:37.447692510,3.3401511076,7.6241282085
5001688,110,144250,2026-05-09 23:03:00,Delivered,2026-05-09 23:03:00,2026-05-09 23:05:00,2026-05-09 23:10:02.919777060,2026-05-09 23:11:52.769043006,2026-05-09 23:13:36.572085066,5.048662951,10.6095347511
5001689,101,190236,2026-04-18 09:03:00,Delivered,2026-04-18 09:03:00,2026-04-18 09:05:00,2026-04-18 09:08:28.384948356,2026-04-18 09:10:43.158772230,2026-04-18 09:11:33.939915360,3.4730824726,8.565665255999999
5001690,106,112994,2026-04-29 19:03:00,Delivered,2026-04-29 19:03:00,2026-04-29 19:06:00,2026-04-29 19:11:30.778879650,2026-04-29 19:13:15.489103326,2026-04-29 19:14:26.054453412,5.5129813275,11.4342408902
5001691,102,109860,2026-01-01 22:03:00,Delivered,2026-01-01 22:03:00,2026-01-01 22:05:00,2026-01-01 22:09:14.705156400,2026-01-01 22:10:38.031435294,2026-01-01 22:12:38.378874216,4.24508594,9.6396479036
5001692,105,110146,2026-03-23 09:03:00,Delivered,2026-03-23 09:03:00,2026-03-23 09:06:00,2026-03-23 09:08:43.615534884,2026-03-23 09:10:58.431021774,2026-03-23 09:13:38.469525030,2.7269255814,10.6411587505
5001693,109,135116,2026-03-28 19:03:00,Delivered,2026-03-28 19:03:00,2026-03-28 19:04:00,2026-03-28 19:09:07.706332074,2026-03-28 19:09:54.062096550,2026-03-28 19:11:49.820247834,5.1284388679,8.830337463900001
5001694,106,178600,2026-04-25 22:03:00,Delivered,2026-04-25 22:03:00,2026-04-25 22:04:00,2026-04-25 22:09:10.072630332,2026-04-25 22:10:59.269932078,2026-04-25 22:14:46.880517252,5.1678771722,11.7813419542
5001695,106,138262,2026-01-28 10:03:00,Delivered,2026-01-28 10:03:00,2026-01-28 10:05:00,2026-01-28 10:10:25.820391780,2026-01-28 10:10:55.820391780,2026-01-28 10:13:22.388644548,5.430339863,10.3731440758
5001696,102,120811,2026-01-29 16:03:00,Delivered,2026-01-29 16:03:00,2026-01-29 16:06:00,2026-01-29 16:10:19.587271920,2026-01-29 16:12:25.737138486,2026-01-29 16:14:47.504736930,4.326454532,11.7917456155
5001697,110,140889,2026-05-19 20:03:00,Delivered,2026-05-19 20:03:00,2026-05-19 20:04:00,2026-05-19 20:11:15.868004916,2026-05-19 20:12:21.204592758,2026-05-19 20:13:38.875994418,7.2644667486,10.6479332403
5001698,104,124504,2026-05-02 12:03:00,Delivered,2026-05-02 12:03:00,2026-05-02 12:04:00,2026-05-02 12:08:29.574951270,2026-05-02 12:09:52.226219136,2026-05-02 12:12:32.140843398,4.4929158545,9.5356807233
5001699,106,160813,2026-05-27 11:03:00,Delivered,2026-05-27 11:03:00,2026-05-27 11:06:00,2026-05-27 11:10:19.814054670,2026-05-27 11:11:26.606158272,2026-05-27 11:14:06.273245640,4.330234244500001,11.104554094000001
5001700,109,146483,2026-02-18 13:03:00,Delivered,2026-02-18 13:03:00,2026-02-18 13:04:00,2026-02-18 13:08:42.650528826,2026-02-18 13:10:26.862183870,2026-02-18 13:11:53.369409468,4.7108421471,8.8894901578
5001701,107,119391,2026-06-30 12:03:00,Delivered,2026-06-30 12:03:00,2026-06-30 12:04:00,2026-06-30 12:07:23.005995084,2026-06-30 12:08:48.571160982,2026-06-30 12:11:02.464067388,3.3834332514,8.0410677898
5001702,108,166826,2026-02-19 19:03:00,Delivered,2026-02-19 19:03:00,2026-02-19 19:05:00,2026-02-19 19:08:48.440616270,2026-02-19 19:10:51.611310942,2026-02-19 19:14:17.047745640,3.8073436044999998,11.284129094
5001703,102,158087,2026-04-28 13:03:00,Delivered,2026-04-28 13:03:00,2026-04-28 13:05:00,2026-04-28 13:09:36.723317616,2026-04-28 13:10:50.906746308,2026-04-28 13:13:15.443786568,4.612055293599999,10.2573964428
5001704,105,195606,2026-01-30 13:03:00,Delivered,2026-01-30 13:03:00,2026-01-30 13:06:00,2026-01-30 13:09:43.876553634,2026-01-30 13:10:45.536746566,2026-01-30 13:13:38.335565208,3.7312758939,10.638926086800002
5001705,106,193811,2026-06-16 23:03:00,Delivered,2026-06-16 23:03:00,2026-06-16 23:04:00,2026-06-16 23:10:11.110767570,2026-06-16 23:11:29.810443242,2026-06-16 23:13:25.576879878,6.1851794595000005,10.4262813313
5001706,102,142754,2026-03-02 16:03:00,Delivered,2026-03-02 16:03:00,2026-03-02 16:05:00,2026-03-02 16:08:31.270270494,2026-03-02 16:10:40.580534688,2026-03-02 16:11:28.333115478,3.5211711748999996,8.4722185913
5001707,104,147800,2026-05-26 22:03:00,Delivered,2026-05-26 22:03:00,2026-05-26 22:05:00,2026-05-26 22:08:29.344372074,2026-05-26 22:10:24.377076126,2026-05-26 22:12:59.475368970,3.4890728679,9.9912561495
